343785;Donn Clendenon;0,9874;1,0
343789;Reggie Cleveland;0,9355;1,0
343792;Mike Clevinger;0,9328;0,5
343796;Luther Clifford;1,0;0,9231
343797;Flea Clifton;0,9378;0,9167
343805;Tyler Clippard;0,9362;1,0
343806;Tony Cloninger;0,9379;1,0
343807;Brad Clontz;0,9245;1,0
343822;Andy Coakley;0,9356;1,0
343824;Jim Coates;0,9184;1,0
343827;Alex Cobb;0,9467;1,0
343840;Mickey Cochrane;0,9849;0,9867
343844;Phil Cockrell;0,9424;0,6428
343853;Dick Coffman;0,9518;1,0
343869;Phil Coke;0,9125;1,0
343871;Chris Colabello;0,9884;1,0
343873;Carlos Colás;0,9655;1,0
343882;Greg Colbrunn;0,9925;1,0
343892;Gerrit Cole;0,9701;0,9167
343893;King Cole;0,8991;1,0
343905;Gordy Coleman;0,9903;0,9706
343906;Jerry Coleman;0,9727;0,9898
343944;Eddie Collins;0,9694;0,9724
343947;Gene Collins;0,8333;1,0
343952;Jimmy Collins;0,9281;0,9643
343953;Joe Collins;0,9898;0,9903
343959;Pat Collins;0,9739;1,0
343962;Ray Collins;0,9575;1,0
343964;Ripper Collins;0,9913;0,9904
343969;Tim Collins;1,0;0,5
343974;Josh Collmenter;1,0;1,0
343978;Alex Colome;0,9383;1,0
343980;Bartolo Colon;0,9306;0,7778
344011;Dave Concepcion;0,9719;0,9669
344014;Onix Concepcion;0,9596;0,9375
344016;Clay Condrey;0,9831;1,0
344018;David Cone;0,9461;0,8947
344023;Hank Conger;0,9874;1,0
344027;Jeff Conine;0,9899;0,9898
344033;Gene Conley;0,9438;1,0
344068;Brooks Conrad;0,9633;0,8095
344080;Jose Contreras;0,9101;0,9
344085;Willson Contreras;0,9896;0,9801
344086;William Contreras;0,9919;1,0
344102;Aaron Cook;0,9526;1,0
344107;Dennis Cook;0,9455;1,0
344128;Jack Coombs;0,9687;0,8182
344140;Andy Cooper;0,9506;0,875
344142;Bill Cooper;0,9564;1,0
344145;Cecil Cooper;0,9916;0,9795
344153;Garrett Cooper;0,9954;1,0
344156;Mort Cooper;0,9524;1,0
344160;Tom Cooper;0,9662;0,9474
344161;Walker Cooper;0,9766;0,9739
344165;Rocky Coppinger;0,9259;1,0
344168;Alex Cora;0,9764;1,0
344169;Joey Cora;0,9687;0,9638
344171;Doug Corbett;0,969;1,0
344177;Patrick Corbin;0,9805;1,0
344193;Jimmy Cordero;0,8;1,0
344211;Rheal Cormier;0,9698;1,0
344218;Willie Cornelius;0,9349;1,0
344222;Manny Corpas;0,9851;1,0
344225;Carlos Correa;0,9808;0,9863
344227;Francisco Correa;0,921;0,8889
344245;Nestor Cortes;0,9649;1,0
344246;Al Corwin;0,9459;1,0
344249;Pete Coscarart;0,9621;1,0
344257;Chris Coste;0,9946;1,0
344277;Bill Coughlin;0,9319;0,8929
344286;Craig Counsell;0,985;0,9783
344298;Stan Coveleski;0,9725;0,9167
344306;Johnnie Cowan;0,9501;0,9483
344315;Billy Cox;0,9616;0,9459
344319;Danny Cox;0,9448;1,0
344340;Harry Cozart;0,7778;1,0
344341;Zack Cozart;0,9787;0,96
344347;Tim Crabtree;0,9753;1,0
344354;Allen Craig;0,9976;1,0
344360;Roger Craig;0,9563;1,0
344363;Jesse Crain;0,9225;1,0
344370;Del Crandall;0,9892;1,0
344371;Doc Crandall;0,9481;1,0
344379;Brandon Crawford;0,9742;0,9694
344390;J. P. Crawford;0,9763;1,0
344396;Sam Crawford;0,9688;1,0
344398;Steve Crawford;0,9714;1,0
344400;Dewey Creacy;0,9246;0,9114
344402;Joe Crede;0,9651;0,9796
344427;Lou Criger;0,9701;0,9531
344447;Hughie Critz;0,9736;0,9714
344457;Warren Cromartie;0,9856;0,9889
344463;C. J. Cron;0,9923;0,8333
344464;Jake Cronenworth;0,9906;0,988
344471;Joe Cronin;0,9531;0,9565
344481;Ed Crosby;0,9573;1,0
344485;Frankie Crosetti;0,9494;0,9359
344492;Lave Cross;0,9373;1,0
344494;Monte Cross;0,9201;0,9259
344495;Norman Cross;0,8333;1,0
344509;General Crowder;0,9844;1,0
344526;Mike Crudale;0,9286;1,0
344527;Martin Crue;0,9538;1,0
344541;Fernando Cruz;0,9615;1,0
344549;Julio Cruz;0,9824;1,0
344552;Nelson Cruz;0,9667;1,0
344560;Todd Cruz;0,9559;0,95
344561;Tony Cruz;0,9969;1,0
344569;Michael Cuddyer;0,9857;0,9896
344573;Mike Cuellar;0,9492;0,9474
344576;Johnny Cueto;0,9455;1,0
344581;Charlie Culberson;0,9695;1,0
344587;Tim Cullen;0,9719;1,0
344601;Chance Cummings;0,9765;0,944
344638;Rube Curry;0,9503;0,931
344655;John Curtiss;0,8947;1,0
344669;George Cutshaw;0,9649;0,9375
344677;Omar Daal;0,9579;0,5
344684;Bill Dahlen;0,9259;1,0
344685;Babe Dahlgren;0,9884;1,0
344698;Bobby Dalbec;0,9893;1,0
344705;Bud Daley;0,9377;0,0
344708;Matt Daley;0,9444;1,0
344711;Eggie Dallard;0,9731;0,9189
344742;Dave Danforth;0,958;1,0
344759;Pepper Daniels;0,9606;1,0
344762;John Danks;0,9644;1,0
344766;Harry Danning;0,9849;0,96
344773;Pat Darcy;0,925;1,0
344777;Al Dark;0,9591;0,9403
344779;Ron Darling;0,9389;1,0
344781;Travis d'Arnaud;0,9951;0,9925
344791;Yu Darvish;0,9764;1,0
344801;Brian Daubach;0,9898;1,0
344804;Jake Daubert;0,9913;0,9848
344805;Rich Dauer;0,985;1,0
344809;Darren Daulton;0,9884;1,0
344811;Vic Davalillo;0,9856;0,8889
344817;Jim Davenport;0,9645;0,8571
344844;Zach Davies;0,9702;1,0
344851;Albert Davis;0,9521;1,0
344870;Chris Davis;0,9929;1,0
344872;Curt Davis;0,9732;1,0
344877;Doug Davis;0,9505;1,0
344883;George Davis;0,9356;0,9167
