Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Kendrys Morales;3;Tony Clark;0,9955
Kendrys Morales;4;Fred McGriff;0,9951
Kendrys Morales;5;Jeff Treadway;0,9946
Kenny Lofton;1;Manuel Lee;0,9953
Kenny Lofton;2;Casey Kotchman;0,9895
Kenny Lofton;3;Herbert Perry;0,9893
Kenny Lofton;4;Kevin Jordan;0,9856
Kenny Lofton;5;Mike Aviles;0,9842
Kenny Rogers;1;Josias Manzanillo;0,9767
Kenny Rogers;2;Bruce Hurst;0,9392
Kenny Rogers;3;Steve Clevenger;0,9324
Kenny Rogers;4;Anthony Young;0,9197
Kenny Rogers;5;Heathcliff Slocumb;0,9121
Kent Bottenfield;1;Allen Watson;0,9647
Kent Bottenfield;2;Kim Batiste;0,9446
Kent Bottenfield;3;Lee Mazzilli;0,9429
Kent Bottenfield;4;Dave Smith;0,9406
Kent Bottenfield;5;Lee Tinsley;0,9382
Kent Hrbek;1;Logan Forsythe;0,9934
Kent Hrbek;2;Mike Young;0,9929
Kent Hrbek;3;Luis Aguayo;0,99
Kent Hrbek;4;Mike Krukow;0,9871
Kent Hrbek;5;Mark Salas;0,987
Kent Mercker;1;Scott Sullivan;0,99
Kent Mercker;2;Jimmy Haynes;0,9882
Kent Mercker;3;Armando Reynoso;0,9816
Kent Mercker;4;Johnny Cueto;0,9813
Kent Mercker;5;Darrell May;0,9791
Kerry Wood;1;Greg Harris;0,9972
Kerry Wood;2;Rick Reed;0,9965
Kerry Wood;3;Omar Daal;0,9938
Kerry Wood;4;Amaury Telemaco;0,9935
Kerry Wood;5;Scott Feldman;0,9932
Kevin Appier;1;Kevin Foster;0,9747
Kevin Appier;2;John Flaherty;0,9732
Kevin Appier;3;Kyle Kendrick;0,9719
Kevin Appier;4;Carlos Perez;0,9717
Kevin Appier;5;Joel Pineiro;0,9677
Kevin Bass;1;Brandon Moss;0,9993
Kevin Bass;2;Trevor Plouffe;0,9972
Kevin Bass;3;Ryan Church;0,9961
Kevin Bass;4;Josh Reddick;0,9944
Kevin Bass;5;Kal Daniels;0,9923
Kevin Brown;1;Rick Reed;0,9992
Kevin Brown;2;Phil Hughes;0,9983
Kevin Brown;3;Cory Lidle;0,9982
Kevin Brown;4;Kevin Ritz;0,9977
Kevin Brown;5;Joe Saunders;0,9975
Kevin Correia;1;Darrell May;0,996
Kevin Correia;2;Brian Meadows;0,995
Kevin Correia;3;Mike Grace;0,9902
Kevin Correia;4;Paul Wilson;0,9889
Kevin Correia;5;John Burkett;0,9865
Kevin Elster;1;Greg Harris;0,9907
Kevin Elster;2;Amaury Telemaco;0,9896
Kevin Elster;3;Travis Wood;0,9851
Kevin Elster;4;Joe Saunders;0,9834
Kevin Elster;5;Colby Lewis;0,9779
Kevin Foster;1;Chien-Ming Wang;0,9855
Kevin Foster;2;Kevin Appier;0,9747
Kevin Foster;3;Steve Reed;0,9742
Kevin Foster;4;Ross Detwiler;0,9732
Kevin Foster;5;Claudio Vargas;0,9717
Kevin Gross;1;Sterling Hitchcock;0,9899
Kevin Gross;2;Ron Tingley;0,9883
Kevin Gross;3;Paul Wilson;0,9881
Kevin Gross;4;Bob Tewksbury;0,9875
Kevin Gross;5;Darryl Kile;0,987
Kevin Jarvis;1;Barry Jones;0,9962
Kevin Jarvis;2;Bud Norris;0,9608
Kevin Jarvis;3;Anibal Sanchez;0,9576
Kevin Jarvis;4;Jerome Williams;0,9553
Kevin Jarvis;5;Jonathan Sanchez;0,9265
Kevin Jordan;1;Mike Aviles;0,9943
Kevin Jordan;2;Kenny Lofton;0,9856
Kevin Jordan;3;Jed Lowrie;0,9848
Kevin Jordan;4;Herbert Perry;0,98
Kevin Jordan;5;Raul Chavez;0,976
Kevin Kouzmanoff;1;Matt Kemp;0,9967
Kevin Kouzmanoff;2;Josh Willingham;0,9953
Kevin Kouzmanoff;3;Conor Jackson;0,994
Kevin Kouzmanoff;4;Melvin Mora;0,9929
Kevin Kouzmanoff;5;Dan Uggla;0,9927
Kevin McReynolds;1;Jason Kubel;0,9881
Kevin McReynolds;2;Gary Gaetti;0,9842
Kevin McReynolds;3;Dick Schofield;0,9841
Kevin McReynolds;4;Ryan Hanigan;0,9814
Kevin McReynolds;5;Asdrubal Cabrera;0,9803
Kevin Mench;1;Giancarlo Stanton;0,9998
Kevin Mench;2;Kurt Suzuki;0,9963
Kevin Mench;3;Marcus Giles;0,996
Kevin Mench;4;Daniel Murphy;0,9959
Kevin Mench;5;Corey Patterson;0,9958
Kevin Millar;1;Mark Lemke;0,9989
Kevin Millar;2;Pedro Munoz;0,9979
Kevin Millar;3;Damian Jackson;0,9971
Kevin Millar;4;Don Mattingly;0,9968
Kevin Millar;5;Greg Gagne;0,9967
Kevin Millwood;1;Andy Ashby;0,9957
Kevin Millwood;2;Terry Adams;0,9947
Kevin Millwood;3;Scott Sauerbeck;0,9934
Kevin Millwood;4;Rob Dibble;0,9868
Kevin Millwood;5;Jim Deshaies;0,9867
Kevin Mitchell;1;Travis Fryman;0,9974
Kevin Mitchell;2;Al Martin;0,9966
Kevin Mitchell;3;Jim Rice;0,9959
Kevin Mitchell;4;Oddibe McDowell;0,9955
Kevin Mitchell;5;Glenn Davis;0,9954
Kevin Ritz;1;Roy Halladay;0,9994
Kevin Ritz;2;Phil Hughes;0,9988
Kevin Ritz;3;Gary Bennett;0,9986
Kevin Ritz;4;Cory Lidle;0,9986
Kevin Ritz;5;Tim Wakefield;0,9982
Kevin Sefcik;1;Colby Lewis;0,9991
Kevin Sefcik;2;Roberto Petagine;0,9973
Kevin Sefcik;3;Amaury Telemaco;0,9962
Kevin Sefcik;4;Dennis Rasmussen;0,9962
Kevin Sefcik;5;Marco Estrada;0,995
Kevin Seitzer;1;Terrence Long;0,996
Kevin Seitzer;2;R. J. Reynolds;0,9942
Kevin Seitzer;3;Frank White;0,9921
Kevin Seitzer;4;Jesse Orosco;0,9904
Kevin Seitzer;5;Mike Stanton;0,9885
Kevin Stocker;1;Charles Johnson;0,9928
Kevin Stocker;2;Ken Dayley;0,9915
Kevin Stocker;3;Joey Cora;0,9903
Kevin Stocker;4;Lenny Webster;0,989
Kevin Stocker;5;Brent Gates;0,9889
Kevin Tapani;1;Rick Honeycutt;0,9889
Kevin Tapani;2;Wally Whitehurst;0,9555
Kevin Tapani;3;Neal Heaton;0,9233
Kevin Tapani;4;Mike Scott;0,8988
Kevin Tapani;5;Mark Parent;0,8707
Kevin Youkilis;1;Jon Jay;0,9978
Kevin Youkilis;2;Carlos Santana;0,9968
Kevin Youkilis;3;Martin Prado;0,9955
Kevin Youkilis;4;Shin-Soo Choo;0,9953
Kevin Youkilis;5;Steve Finley;0,9938
Kevin Young;1;Todd Hundley;0,9618
Kevin Young;2;Ron Kittle;0,9457
Kevin Young;3;Luis Castillo;0,9365
Kevin Young;4;Carlton Fisk;0,9325
Kevin Young;5;Bob Boone;0,9297
Khalil Greene;1;Mike Devereaux;0,9989
Khalil Greene;2;Rafael Furcal;0,9981
Khalil Greene;3;Mackey Sasser;0,9967
Khalil Greene;4;Armando Rios;0,9956
Khalil Greene;5;Juan Samuel;0,994
Kim Batiste;1;David Howard;0,9896
Kim Batiste;2;Paul Assenmacher;0,9855
Kim Batiste;3;Dave Smith;0,9851
Kim Batiste;4;Charles Gipson;0,98
Kim Batiste;5;Terry Pendleton;0,9777
Kip Wells;1;Chien-Ming Wang;0,9827
Kip Wells;2;Scott Sanders;0,9748
Kip Wells;3;Robert Perez;0,9732
Kip Wells;4;Scott Sanderson;0,9713
Kip Wells;5;Claudio Vargas;0,9712
Kirby Puckett;1;Joe Carter;0,9983
Kirby Puckett;2;Jay Buhner;0,9959
Kirby Puckett;3;Eric Chavez;0,9943
Kirby Puckett;4;Ron Coomer;0,994
Kirby Puckett;5;Paul Goldschmidt;0,9934
Kirk Gibson;1;Thad Bosley;0,9973
Kirk Gibson;2;Greg Briley;0,995
Kirk Gibson;3;Johnny Estrada;0,9927
Kirk Gibson;4;Jim Rice;0,9913
Kirk Gibson;5;Carmelo Martinez;0,9908
Kirk Rueter;1;Brian Williams;0,9868
Kirk Rueter;2;Jeff Juden;0,9671
Kirk Rueter;3;Steve Cooke;0,963
Kirk Rueter;4;Kyle Farnsworth;0,9546
Kirk Rueter;5;Wade Miley;0,95
Kirt Manwaring;1;Brandon Morrow;0,9957
Kirt Manwaring;2;Carlos Perez;0,9908
Kirt Manwaring;3;T. J. Mathews;0,9894
Kirt Manwaring;4;Daniel Cabrera;0,9867
Kirt Manwaring;5;Nate Robertson;0,983
Kosuke Fukudome;1;Leon Durham;0,9992
Kosuke Fukudome;2;Mookie Wilson;0,999
Kosuke Fukudome;3;Ozzie Virgil;0,9973
Kosuke Fukudome;4;Terry Francona;0,9958
Kosuke Fukudome;5;Rich Gossage;0,9932
Kris Benson;1;Jon Lieber;0,9977
Kris Benson;2;Aaron Harang;0,9971
Kris Benson;3;Kyle Kendrick;0,9969
Kris Benson;4;Chad Billingsley;0,9954
Kris Benson;5;Gio Gonzalez;0,9938
Kurt Abbott;1;Wallace Johnson;0,9908
Kurt Abbott;2;Wiki Gonzalez;0,9889
Kurt Abbott;3;Ian Desmond;0,968
Kurt Abbott;4;Pedro Feliz;0,9664
Kurt Abbott;5;Austin Jackson;0,9641
Kurt Stillwell;1;Luke Scott;0,9838
Kurt Stillwell;2;Brady Clark;0,9737
Kurt Stillwell;3;Brook Fordyce;0,9699
Kurt Stillwell;4;Matt LeCroy;0,9668
Kurt Stillwell;5;Franklin Morales;0,9659
Kurt Suzuki;1;Marcus Giles;0,9987
Kurt Suzuki;2;Kevin Mench;0,9963
Kurt Suzuki;3;Giancarlo Stanton;0,9959
Kurt Suzuki;4;Andres Galarraga;0,99
Kurt Suzuki;5;Orlando Hudson;0,9892
Kyle Blanks;1;Carlos Silva;0,9974
Kyle Blanks;2;Cliff Floyd;0,9474
Kyle Blanks;3;Joe Mays;0,9259
Kyle Blanks;4;Zach Duke;0,9259
Kyle Blanks;5;Manny Alexander;0,9256
Kyle Farnsworth;1;Tommy Milone;0,9905
Kyle Farnsworth;2;Steve Cooke;0,9591
Kyle Farnsworth;3;Kirk Rueter;0,9546
Kyle Farnsworth;4;Brian Williams;0,9104
Kyle Farnsworth;5;Jeff Juden;0,9079
Kyle Kendrick;1;Kris Benson;0,9969
Kyle Kendrick;2;Aaron Harang;0,9951
Kyle Kendrick;3;Daniel Cabrera;0,9945
Kyle Kendrick;4;Chad Billingsley;0,9943
Kyle Kendrick;5;Gio Gonzalez;0,9937
Kyle Lohse;1;Ervin Santana;0,958
Kyle Lohse;2;Ted Power;0,936
Kyle Lohse;3;Joe Mays;0,934
Kyle Lohse;4;Aaron Fultz;0,9221
Kyle Lohse;5;Tommy Milone;0,9069
Kyle McClellan;1;Nelson Cruz;0,9951
Kyle McClellan;2;Trevor Hoffman;0,9907
Kyle McClellan;3;Wendell Magee;0,9903
Kyle McClellan;4;Scott Kazmir;0,987
Kyle McClellan;5;Mark Guthrie;0,9856
Kyle Seager;1;Jason LaRue;0,998
Kyle Seager;2;Andrew McCutchen;0,998
Kyle Seager;3;David Murphy;0,9977
Kyle Seager;4;Hanley Ramirez;0,9959
Kyle Seager;5;Nelson Liriano;0,9946
LaTroy Hawkins;1;Brandon McCarthy;0,9983
LaTroy Hawkins;2;Ben Sheets;0,9925
LaTroy Hawkins;3;Joey Eischen;0,991
LaTroy Hawkins;4;Yusmeiro Petit;0,99
LaTroy Hawkins;5;Robb Nen;0,9888
Lance Berkman;1;Alex Avila;0,995
Lance Berkman;2;Chase Utley;0,994
Lance Berkman;3;Cody Ross;0,9939
Lance Berkman;4;Mark Teahen;0,9931
Lance Berkman;5;Bobby Abreu;0,9929
Lance Blankenship;1;Brian Anderson;0,9677
Lance Blankenship;2;Ramon Castro;0,9629
Lance Blankenship;3;Jeff Baker;0,9504
Lance Blankenship;4;Dillon Gee;0,9439
Lance Blankenship;5;Willie Greene;0,9393
Lance Johnson;1;Dan Wilson;0,9805
Lance Johnson;2;Willie Greene;0,9727
Lance Johnson;3;Ramon Santiago;0,9452
Lance Johnson;4;Augie Ojeda;0,9444
Lance Johnson;5;Lance Blankenship;0,9363
Lance Painter;1;Clay Buchholz;0,981
Lance Painter;2;Jimmy Anderson;0,9621
Lance Painter;3;Craig Worthington;0,9584
Lance Painter;4;Dave Silvestri;0,9567
Lance Painter;5;Pedro Munoz;0,9441
Lance Parrish;1;Olmedo Saenz;0,9987
Lance Parrish;2;Zack Cozart;0,9943
Lance Parrish;3;A. J. Ellis;0,9934
Lance Parrish;4;Starlin Castro;0,9926
Lance Parrish;5;Neil Walker;0,9866
Larry Andersen;1;Nate Robertson;0,9967
Larry Andersen;2;Mike Lincoln;0,9949
Larry Andersen;3;T. J. Mathews;0,9943
Larry Andersen;4;John Grabow;0,9912
Larry Andersen;5;Daniel Cabrera;0,9889
Larry Sheets;1;Trot Nixon;0,9992
Larry Sheets;2;Corey Koskie;0,9975
Larry Sheets;3;Seth Smith;0,9974
Larry Sheets;4;Edwin Encarnacion;0,9971
Larry Sheets;5;Brad Wilkerson;0,9966
Larry Walker;1;Chipper Jones;0,9977
Larry Walker;2;Terrence Long;0,9972
Larry Walker;3;Carlos Gonzalez;0,9971
Larry Walker;4;Dwight Smith;0,9968
Larry Walker;5;Phil Bradley;0,9964
Lastings Milledge;1;Gary Redus;0,9855
Lastings Milledge;2;Keith Osik;0,9816
Lastings Milledge;3;Gary Pettis;0,9789
Lastings Milledge;4;Marcus Thames;0,9694
Lastings Milledge;5;Dave Martinez;0,967
Laynce Nix;1;Todd Pratt;0,9389
Laynce Nix;2;Max Scherzer;0,9322
Laynce Nix;3;Chad Kreuter;0,9054
Laynce Nix;4;Chris Capuano;0,9002
Laynce Nix;5;Denny Hocking;0,8994
Lee Mazzilli;1;Ronny Cedeno;0,9848
Lee Mazzilli;2;Lee Tinsley;0,9819
Lee Mazzilli;3;Darrell Evans;0,9764
Lee Mazzilli;4;Terry Pendleton;0,9661
Lee Mazzilli;5;Mickey Hatcher;0,9649
Lee Smith;1;Salomon Torres;0,9892
Lee Smith;2;Matt Belisle;0,9853
Lee Smith;3;Gavin Floyd;0,9816
Lee Smith;4;Steve Avery;0,9545
Lee Smith;5;Charlie Morton;0,9455
Lee Stevens;1;Paul Molitor;0,9909
Lee Stevens;2;Pedro Feliz;0,976
Lee Stevens;3;George Kottaras;0,9741
Lee Stevens;4;Vinny Castilla;0,9699
Lee Stevens;5;Francisco Cervelli;0,9664
Lee Tinsley;1;Ronny Cedeno;0,9825
Lee Tinsley;2;Lee Mazzilli;0,9819
Lee Tinsley;3;Darrell Evans;0,9795
Lee Tinsley;4;Jack Clark;0,9786
Lee Tinsley;5;Mickey Hatcher;0,9757
Lenny Dykstra;1;Rob Deer;0,9955
Lenny Dykstra;2;Ivan Calderon;0,9939
Lenny Dykstra;3;Chuck Knoblauch;0,9938
Lenny Dykstra;4;Dave Berg;0,9937
Lenny Dykstra;5;Don Mattingly;0,9928
Lenny Harris;1;Geronimo Pena;0,9885
Lenny Harris;2;Aaron Ledesma;0,9791
Lenny Harris;3;Chris Speier;0,9769
Lenny Harris;4;Sal Fasano;0,9765
Lenny Harris;5;Mark Teahen;0,9693
Lenny Webster;1;Kevin Stocker;0,989
Lenny Webster;2;Steve Lyons;0,9809
Lenny Webster;3;Ken Dayley;0,9803
Lenny Webster;4;Jose Lind;0,9776
Lenny Webster;5;Brian McRae;0,9718
Leo Gomez;1;Chris Iannetta;0,9803
Leo Gomez;2;Chris Snyder;0,9749
Leo Gomez;3;Luke Scott;0,9591
Leo Gomez;4;Ryan Ludwick;0,9533
Leo Gomez;5;Bill Hall;0,9526
Leon Durham;1;Kosuke Fukudome;0,9992
Leon Durham;2;Mookie Wilson;0,9978
Leon Durham;3;Ozzie Virgil;0,9978
Leon Durham;4;Terry Francona;0,9971
Leon Durham;5;Rich Gossage;0,9967
Les Lancaster;1;Brett Tomko;0,994
Les Lancaster;2;Daniel Cabrera;0,9938
Les Lancaster;3;John Grabow;0,9914
Les Lancaster;4;Tim Lincecum;0,9903
Les Lancaster;5;Chad Billingsley;0,9897
Livan Hernandez;1;Scott Sanders;0,9382
Livan Hernandez;2;John Riedling;0,9378
Livan Hernandez;3;Juan Agosto;0,9318
Livan Hernandez;4;James Baldwin;0,9308
Livan Hernandez;5;Jeremy Hellickson;0,9304
Lloyd McClendon;1;Gary Sheffield;0,9774
Lloyd McClendon;2;Ruben Tejada;0,9748
Lloyd McClendon;3;Mark Bellhorn;0,9716
Lloyd McClendon;4;Damon Buford;0,9706
Lloyd McClendon;5;Miguel Olivo;0,9663
Lloyd Moseby;1;Cameron Maybin;0,9883
Lloyd Moseby;2;Wilson Alvarez;0,9839
Lloyd Moseby;3;Randy Winn;0,9762
Lloyd Moseby;4;Dale Murphy;0,9713
Lloyd Moseby;5;Barry Larkin;0,9659
Logan Forsythe;1;Darryl Strawberry;0,9959
Logan Forsythe;2;Mark Salas;0,9938
Logan Forsythe;3;Mike Young;0,9938
Logan Forsythe;4;Kent Hrbek;0,9934
Logan Forsythe;5;Mike Krukow;0,9915
Logan Morrison;1;D'Angelo Jimenez;0,9988
Logan Morrison;2;Tim Raines;0,9971
Logan Morrison;3;Alexei Ramirez;0,996
Logan Morrison;4;Josh Willingham;0,9953
Logan Morrison;5;Corey Koskie;0,9939
Lonnie Smith;1;Daisuke Matsuzaka;0,966
Lonnie Smith;2;Josias Manzanillo;0,9372
Lonnie Smith;3;Anthony Young;0,9318
Lonnie Smith;4;Mike Blowers;0,9255
Lonnie Smith;5;Chris Woodward;0,9093
Lorenzo Cain;1;Franklin Gutierrez;0,9984
Lorenzo Cain;2;Daniel Descalso;0,9949
Lorenzo Cain;3;J. J. Hardy;0,9925
Lorenzo Cain;4;Gordon Beckham;0,9915
Lorenzo Cain;5;Elvis Andrus;0,9898
Lou Frazier;1;Geoff Blum;0,9712
Lou Frazier;2;Tom Brookens;0,9696
Lou Frazier;3;Jacque Jones;0,954
Lou Frazier;4;Yoenis Cespedes;0,9421
Lou Frazier;5;Todd Van Poppel;0,9249
Lou Merloni;1;Bob Smith;0,9664
Lou Merloni;2;Rich Gedman;0,9582
Lou Merloni;3;Danny Sheaffer;0,9539
Lou Merloni;4;Andres Thomas;0,9529
Lou Merloni;5;Everth Cabrera;0,9299
Lou Whitaker;1;So Taguchi;0,9911
Lou Whitaker;2;Marvell Wynne;0,9844
Lou Whitaker;3;Nate Schierholtz;0,9727
Lou Whitaker;4;Ronny Paulino;0,9634
Lou Whitaker;5;Wallace Johnson;0,9625
Lucas Duda;1;Mo Vaughn;0,9963
Lucas Duda;2;Barry Larkin;0,9946
Lucas Duda;3;Tim Raines;0,993
Lucas Duda;4;Jorge Cantu;0,9925
Lucas Duda;5;Jody Gerut;0,9897
Luis Aguayo;1;Mike Krukow;0,9986
Luis Aguayo;2;Rusty Greer;0,991
Luis Aguayo;3;John Shelby;0,9909
Luis Aguayo;4;Kent Hrbek;0,99
Luis Aguayo;5;Matt Lawton;0,9889
Luis Alicea;1;Jesse Orosco;0,9943
Luis Alicea;2;Ken Dayley;0,9921
Luis Alicea;3;Jerald Clark;0,9914
Luis Alicea;4;Terrence Long;0,9896
Luis Alicea;5;Mark Hendrickson;0,9872
Luis Castillo;1;Bob Boone;0,9827
Luis Castillo;2;Kevin Young;0,9365
Luis Castillo;3;Dickie Thon;0,9042
Luis Castillo;4;Todd Hundley;0,903
Luis Castillo;5;Ron Kittle;0,8985
Luis Gonzalez;1;Juan Encarnacion;0,9974
Luis Gonzalez;2;Edgar Martinez;0,9959
Luis Gonzalez;3;Denard Span;0,9948
Luis Gonzalez;4;Albert Pujols;0,9948
Luis Gonzalez;5;Greg Gagne;0,9946
Luis Lopez;1;Joel Skinner;0,9736
Luis Lopez;2;Jonathon Niese;0,9671
Luis Lopez;3;Tom Goodwin;0,9509
Luis Lopez;4;Chip Hale;0,9424
Luis Lopez;5;Javier Lopez;0,9382
Luis Matos;1;Mike Felder;0,9962
Luis Matos;2;Jeff Brantley;0,9954
Luis Matos;3;Gary Thurman;0,9906
Luis Matos;4;Eli Marrero;0,986
Luis Matos;5;Adam Rosales;0,9849
Luis Polonia;1;Cory Snyder;0,9895
Luis Polonia;2;Khalil Greene;0,9887
Luis Polonia;3;Eric Bruntlett;0,9858
Luis Polonia;4;Jody Gerut;0,9851
Luis Polonia;5;Enrique Wilson;0,9823
Luis Quinones;1;Antonio Osuna;0,9935
Luis Quinones;2;Robert Perez;0,9926
Luis Quinones;3;Dave Hansen;0,9901
Luis Quinones;4;Stan Belinda;0,9878
Luis Quinones;5;Scott Sanderson;0,9871
Luis Rivas;1;Eric Chavez;0,9996
Luis Rivas;2;Randy Milligan;0,9989
Luis Rivas;3;Aaron Hill;0,9987
Luis Rivas;4;Andres Galarraga;0,9981
Luis Rivas;5;Mike Lowell;0,9971
Luis Rivera;1;Brady Clark;0,9772
Luis Rivera;2;Phil Plantier;0,9742
Luis Rivera;3;Juan Cruz;0,9671
Luis Rivera;4;Franklin Morales;0,9513
Luis Rivera;5;Chris Peters;0,9404
Luis Salazar;1;Augie Ojeda;0,9557
Luis Salazar;2;Marc Newfield;0,9556
Luis Salazar;3;Dillon Gee;0,946
Luis Salazar;4;Brian Anderson;0,9011
Luis Salazar;5;Willie Greene;0,8899
Luis Sojo;1;Ted Power;0,9779
Luis Sojo;2;Danny Heep;0,9561
Luis Sojo;3;Cecil Espy;0,9541
Luis Sojo;4;Chris Coghlan;0,9366
Luis Sojo;5;Aaron Fultz;0,9297
Luis Valbuena;1;Randy Knorr;0,9873
Luis Valbuena;2;Jack Wilson;0,9813
Luis Valbuena;3;Skip Schumaker;0,9684
Luis Valbuena;4;Matt LeCroy;0,9683
Luis Valbuena;5;Alfredo Amezaga;0,9629
Luke Scott;1;Chris Snyder;0,9845
Luke Scott;2;Kurt Stillwell;0,9838
Luke Scott;3;Dave Roberts;0,9836
Luke Scott;4;Jarrod Dyson;0,9701
Luke Scott;5;Matt LeCroy;0,9683
Lyle Mouton;1;Carmelo Castillo;0,9985
Lyle Mouton;2;Chili Davis;0,998
Lyle Mouton;3;Gary Carter;0,9947
Lyle Mouton;4;Jose Valentin;0,9914
Lyle Mouton;5;Keith Hernandez;0,991
Lyle Overbay;1;Shea Hillenbrand;0,9992
Lyle Overbay;2;Ben Broussard;0,999
Lyle Overbay;3;Colby Rasmus;0,9965
Lyle Overbay;4;Garrett Atkins;0,9927
Lyle Overbay;5;Ron Coomer;0,9919
Mackey Sasser;1;Armando Rios;0,9991
Mackey Sasser;2;Khalil Greene;0,9967
Mackey Sasser;3;Mike Moustakas;0,9953
Mackey Sasser;4;Greg Walker;0,9908
Mackey Sasser;5;John Mayberry;0,9891
Madison Bumgarner;1;Clayton Richard;0,9852
Madison Bumgarner;2;Jimmy Haynes;0,9848
Madison Bumgarner;3;Johnny Cueto;0,977
Madison Bumgarner;4;Paul Maholm;0,9735
Madison Bumgarner;5;Scott Sullivan;0,9717
Magglio Ordonez;1;Thad Bosley;0,9956
Magglio Ordonez;2;Ryan Klesko;0,9941
Magglio Ordonez;3;Greg Briley;0,9929
Magglio Ordonez;4;Dante Bichette;0,9921
Magglio Ordonez;5;Mark Salas;0,9916
Maicer Izturis;1;Bobby Bonilla;0,9896
Maicer Izturis;2;Lance Berkman;0,9839
Maicer Izturis;3;Paul Sorrento;0,9835
Maicer Izturis;4;Glenn Braggs;0,9823
Maicer Izturis;5;Chase Utley;0,9811
Manny Alexander;1;Jolbert Cabrera;0,9866
Manny Alexander;2;John Danks;0,94
Manny Alexander;3;Carlos Silva;0,9307
Manny Alexander;4;Cliff Floyd;0,9258
Manny Alexander;5;Kyle Blanks;0,9256
Manny Parra;1;Octavio Dotel;0,9569
Manny Parra;2;Wally Whitehurst;0,9407
Manny Parra;3;Neal Heaton;0,9334
Manny Parra;4;Mike Scott;0,9058
Manny Parra;5;Rafael Santana;0,8931
Manny Ramirez;1;Franklin Morales;0,9838
Manny Ramirez;2;Brady Clark;0,9823
Manny Ramirez;3;Matt LeCroy;0,976
Manny Ramirez;4;Jarrod Dyson;0,9751
Manny Ramirez;5;Jim Leyritz;0,9728
Manuel Lee;1;Kenny Lofton;0,9953
Manuel Lee;2;Scott Cooper;0,9899
Manuel Lee;3;Casey Kotchman;0,9892
Manuel Lee;4;Herbert Perry;0,988
Manuel Lee;5;Randy Velarde;0,9788
Marc Newfield;1;Steve Clevenger;0,9666
Marc Newfield;2;Augie Ojeda;0,9656
Marc Newfield;3;Luis Salazar;0,9556
Marc Newfield;4;Bruce Hurst;0,944
Marc Newfield;5;Dillon Gee;0,9405
Marco Estrada;1;Dennis Rasmussen;0,9971
Marco Estrada;2;Roger McDowell;0,996
Marco Estrada;3;Colby Lewis;0,9958
Marco Estrada;4;Kevin Sefcik;0,995
Marco Estrada;5;Mike Williams;0,9945
Marco Scutaro;1;Mike Jacobs;0,9834
Marco Scutaro;2;Lorenzo Cain;0,9827
Marco Scutaro;3;Kevin Kouzmanoff;0,9813
Marco Scutaro;4;Brett Lawrie;0,9787
Marco Scutaro;5;Kyle Seager;0,9703
Marcus Giles;1;Kurt Suzuki;0,9987
Marcus Giles;2;Daniel Murphy;0,9976
Marcus Giles;3;Giancarlo Stanton;0,9964
Marcus Giles;4;Kevin Mench;0,996
Marcus Giles;5;Orlando Hudson;0,9939
Marcus Thames;1;Mark Carreon;0,9897
Marcus Thames;2;Jerald Clark;0,9869
Marcus Thames;3;Evan Longoria;0,9855
Marcus Thames;4;Dave Berg;0,9852
Marcus Thames;5;Alex Diaz;0,9825
Mariano Duncan;1;Russ Morman;0,9628
Mariano Duncan;2;Todd Worrell;0,9401
Mariano Duncan;3;Mario Diaz;0,9176
Mariano Duncan;4;Mitch Williams;0,9023
Mariano Duncan;5;Jimmy Anderson;0,8922
Mario Diaz;1;Mark McLemore;0,9905
Mario Diaz;2;Xavier Hernandez;0,985
Mario Diaz;3;Trevor Cahill;0,9743
Mario Diaz;4;Todd Worrell;0,9683
Mario Diaz;5;Mike Benjamin;0,9551
Mark Bellhorn;1;Miguel Olivo;0,9963
Mark Bellhorn;2;Gary Sheffield;0,9938
Mark Bellhorn;3;Freddy Galvis;0,9893
Mark Bellhorn;4;Jamey Carroll;0,9845
Mark Bellhorn;5;Hubie Brooks;0,9802
Mark Buehrle;1;Terry Adams;0,9973
Mark Buehrle;2;Rob Dibble;0,995
Mark Buehrle;3;Andy Ashby;0,9921
Mark Buehrle;4;Scott Sauerbeck;0,9914
Mark Buehrle;5;Paul Quantrill;0,9885
Mark Carreon;1;Dave Berg;0,9941
Mark Carreon;2;Marcus Thames;0,9897
Mark Carreon;3;Alex Diaz;0,9884
Mark Carreon;4;Lenny Dykstra;0,9863
Mark Carreon;5;Terry Steinbach;0,9833
Mark Clark;1;Ramon Ortiz;0,9985
Mark Clark;2;Doug Davis;0,9984
Mark Clark;3;Brandon Webb;0,9984
Mark Clark;4;Ismael Valdez;0,9983
Mark Clark;5;Terry Mulholland;0,998
Mark Davis;1;Tom Lawless;0,8835
Mark Davis;2;Pablo Ozuna;0,8759
Mark Davis;3;Jeff Huson;0,8615
Mark Davis;4;Chris Getz;0,827
Mark Davis;5;Craig Reynolds;0,8232
Mark DeRosa;1;Alex Cole;0,9903
Mark DeRosa;2;Ken Dayley;0,9717
Mark DeRosa;3;Franklin Stubbs;0,9632
Mark DeRosa;4;Scott Leius;0,9631
Mark DeRosa;5;Marvin Benard;0,9588
Mark Ellis;1;Eric Hosmer;0,9992
Mark Ellis;2;Buster Posey;0,9991
Mark Ellis;3;Casey Blake;0,9958
Mark Ellis;4;Jason Kipnis;0,9944
Mark Ellis;5;Alex Rios;0,9934
