Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Pat Collins;1;Cookie Rojas;0,9397
Pat Collins;2;Eric Haase;0,9391
Pat Collins;3;John Kerr;0,9358
Pat Collins;4;Brian Schneider;0,9214
Pat Collins;5;Matt Diaz;0,92
Pat Corrales;1;Johnny Lipon;0,9531
Pat Corrales;2;Tim Spehr;0,9239
Pat Corrales;3;Fred Bankhead;0,8816
Pat Corrales;4;Doc White;0,8681
Pat Corrales;5;Joe Haynes;0,8672
Pat Deasley;1;Gerald Young;0,9479
Pat Deasley;2;John Farrell;0,9439
Pat Deasley;3;Henry Miller;0,9253
Pat Deasley;4;Juan Guzman;0,9146
Pat Deasley;5;Greasy Neale;0,914
Pat Dobson;1;Junior Noboa;0,9409
Pat Dobson;2;Curtis Henderson;0,8712
Pat Dobson;3;Leon Day;0,8621
Pat Dobson;4;Carl Willey;0,8565
Pat Dobson;5;Ben Grieve;0,8464
Pat Hentgen;1;Edward Mujica;0,9202
Pat Hentgen;2;Tim Hendryx;0,91
Pat Hentgen;3;Rod Scurry;0,8655
Pat Hentgen;4;Joe Horlen;0,8588
Pat Hentgen;5;Jerry Coleman;0,8546
Pat Jarvis;1;Jose Cruz;0,968
Pat Jarvis;2;Chris Sabo;0,9628
Pat Jarvis;3;Bill Hands;0,9619
Pat Jarvis;4;Richard Bleier;0,9532
Pat Jarvis;5;Javier Valentin;0,9375
Pat Kelly;1;Bob Fothergill;0,931
Pat Kelly;2;Luke Scott;0,9203
Pat Kelly;3;Brian Dozier;0,8968
Pat Kelly;4;Leon Cadore;0,8964
Pat Kelly;5;Gino Cimoli;0,895
Pat Mahomes;1;Bob Griffith;0,977
Pat Mahomes;2;Roger Nelson;0,9704
Pat Mahomes;3;John Tsitouris;0,9624
Pat Mahomes;4;Mark Eichhorn;0,9617
Pat Mahomes;5;Elmer Dessens;0,9542
Pat Malone;1;Tom Gorman;0,9524
Pat Malone;2;Al Spalding;0,9494
Pat Malone;3;Phenomenal Smith;0,9489
Pat Malone;4;David Huff;0,9399
Pat Malone;5;Jeffrey Springs;0,9349
Pat Meares;1;Chris Turner;0,9904
Pat Meares;2;Ruben Tejada;0,9837
Pat Meares;3;Brian Dorsett;0,9678
Pat Meares;4;Jerry Walker;0,9678
Pat Meares;5;Aaron Fultz;0,9678
Pat Moran;1;Ryan O'Hearn;0,9152
Pat Moran;2;Art Ditmar;0,8945
Pat Moran;3;Wei-Yin Chen;0,8927
Pat Moran;4;Cliff Politte;0,8866
Pat Moran;5;Scott Williamson;0,8822
Pat Mullin;1;Tanner Roark;0,9074
Pat Mullin;2;Frank Owen;0,9059
Pat Mullin;3;Gary Varsho;0,8736
Pat Mullin;4;Paul Derringer;0,8565
Pat Mullin;5;Kevin Stocker;0,854
Pat Neshek;1;Fernando Salas;1,0
Pat Neshek;2;Eric Gunderson;1,0
Pat Neshek;3;Will Harris;1,0
Pat Neshek;4;Randy St. Claire;1,0
Pat Neshek;5;Bruce Edwards;0,9983
Pat Patterson;1;Adam Lind;0,9112
Pat Patterson;2;Kyle Higashioka;0,9004
Pat Patterson;3;Zack Littell;0,8555
Pat Patterson;4;Juan Acevedo;0,8491
Pat Patterson;5;Tom Lawless;0,8476
Pat Putnam;1;Mike Anderson;0,9641
Pat Putnam;2;George Bradley;0,9547
Pat Putnam;3;Rich Reese;0,9544
Pat Putnam;4;Milt Gaston;0,9407
Pat Putnam;5;Jarrod Washburn;0,9383
Pat Ragan;1;Eric McNair;0,9449
Pat Ragan;2;John Romano;0,9388
Pat Ragan;3;Joe Battin;0,9319
Pat Ragan;4;Luis Melendez;0,9107
Pat Ragan;5;George Browne;0,9091
Pat Rapp;1;Jedd Gyorko;0,9596
Pat Rapp;2;Tim Hill;0,939
Pat Rapp;3;Bob Wells;0,937
Pat Rapp;4;Rusty Meacham;0,928
Pat Rapp;5;Jack Flaherty;0,9023
Pat Sheridan;1;Dick Rudolph;0,9035
Pat Sheridan;2;Sean Casey;0,9016
Pat Sheridan;3;Pedro Guerrero;0,8991
Pat Sheridan;4;Dwayne Murphy;0,8934
Pat Sheridan;5;Mike Difelice;0,8789
Pat Tabler;1;Hiram Bocachica;0,9404
Pat Tabler;2;Tony Womack;0,9297
Pat Tabler;3;Eric Owens;0,9214
Pat Tabler;4;Bill Barrett;0,9191
Pat Tabler;5;Kevin Ritz;0,9188
Pat Zachry;1;Daniel Norris;0,9094
Pat Zachry;2;Bobby Adams;0,8939
Pat Zachry;3;Franklin Morales;0,8707
Pat Zachry;4;Mike Benjamin;0,8704
Pat Zachry;5;John Lyles;0,8654
Patrick Corbin;1;Al Holland;0,9513
Patrick Corbin;2;Spec Shea;0,9311
Patrick Corbin;3;Vean Gregg;0,9239
Patrick Corbin;4;Kelly Shoppach;0,9097
Patrick Corbin;5;Chuck Dobson;0,8723
Patrick Gillespie;1;Tom Burgmeier;0,9724
Patrick Gillespie;2;Rusty Peters;0,9491
Patrick Gillespie;3;Dan Wilson;0,9381
Patrick Gillespie;4;Charlie Moore;0,9134
Patrick Gillespie;5;Sherm Lollar;0,9101
Patsy Donovan;1;Jason Adam;0,9612
Patsy Donovan;2;Greg Allen;0,9552
Patsy Donovan;3;Archie Bradley;0,9467
Patsy Donovan;4;Matt Alexander;0,9371
Patsy Donovan;5;Rafael Ortega;0,9309
Patsy Dougherty;1;Ryan O'Hearn;0,9018
Patsy Dougherty;2;R. J. Reynolds;0,8836
Patsy Dougherty;3;William Parks;0,8776
Patsy Dougherty;4;Mike Griffin;0,8697
Patsy Dougherty;5;George Zuverink;0,868
Patsy Flaherty;1;Bob Davis;0,9761
Patsy Flaherty;2;Cal Abrams;0,9642
Patsy Flaherty;3;Charlie Hargreaves;0,9594
Patsy Flaherty;4;Garrett Atkins;0,9562
Patsy Flaherty;5;Tim Hulett;0,9537
Patsy Gharrity;1;Bob Ferguson;0,9299
Patsy Gharrity;2;Bob Horner;0,9232
Patsy Gharrity;3;Giancarlo Stanton;0,9177
Patsy Gharrity;4;Gabby Hartnett;0,9025
Patsy Gharrity;5;Mickey Lolich;0,9023
Patsy Tebeau;1;Ed Killian;0,9335
Patsy Tebeau;2;Lou Bierbauer;0,9039
Patsy Tebeau;3;Jim Brown;0,8983
Patsy Tebeau;4;Ned Hanlon;0,8864
Patsy Tebeau;5;Tom Burns;0,8825
Paul Abbott;1;Nate Jones;0,9907
Paul Abbott;2;Al Milnar;0,9705
Paul Abbott;3;Ed Vosberg;0,9594
Paul Abbott;4;Bobby Seay;0,9555
Paul Abbott;5;Carlos Marmol;0,9488
Paul Assenmacher;1;Ryan Madson;0,9982
Paul Assenmacher;2;Bob Scanlan;0,99
Paul Assenmacher;3;Jack Coombs;0,9635
Paul Assenmacher;4;David Huff;0,9631
Paul Assenmacher;5;Franklin Morales;0,9394
Paul Bako;1;Henry McHenry;0,9236
Paul Bako;2;Andres Torres;0,9052
Paul Bako;3;John Lyles;0,8445
Paul Bako;4;Pete Whisenant;0,8372
Paul Bako;5;Caleb Thielbar;0,8353
Paul Blackburn;1;Todd Williams;0,9895
Paul Blackburn;2;Frankie Montas;0,9789
Paul Blackburn;3;Dustin Garneau;0,9704
Paul Blackburn;4;Jesse Chavez;0,9689
Paul Blackburn;5;Lance Painter;0,9688
Paul Blair;1;Butch Hobson;0,9468
Paul Blair;2;Jose Trevino;0,9462
Paul Blair;3;Phil Garner;0,9451
Paul Blair;4;Ivan de Jesus;0,9447
Paul Blair;5;Steve Nicosia;0,9197
Paul Byrd;1;Wayne Krenchicki;0,9589
Paul Byrd;2;Bob Davis;0,9326
Paul Byrd;3;Ray Dandridge;0,9198
Paul Byrd;4;Rich DeLucia;0,9133
Paul Byrd;5;Patsy Flaherty;0,9052
Paul Casanova;1;Felix Heredia;0,9759
Paul Casanova;2;Rich Becker;0,9741
Paul Casanova;3;Austin Hays;0,9735
Paul Casanova;4;Steve McCatty;0,9663
Paul Casanova;5;Jim Corsi;0,9639
Paul DeJong;1;Garland Braxton;0,9246
Paul DeJong;2;Phenomenal Smith;0,8899
Paul DeJong;3;Jim Beattie;0,8891
Paul DeJong;4;Gary Geiger;0,8744
Paul DeJong;5;Eddie Rosario;0,8709
Paul Dean;1;Ken Singleton;0,963
Paul Dean;2;Rick Dempsey;0,9511
Paul Dean;3;Teoscar Hernandez;0,9258
Paul Dean;4;Al Zarilla;0,9222
Paul Dean;5;Willie Cornelius;0,9221
Paul Derringer;1;Ed Figueroa;0,8683
Paul Derringer;2;Pat Mullin;0,8565
Paul Derringer;3;Steve Frey;0,8503
Paul Derringer;4;Jim Weaver;0,8209
Paul Derringer;5;Damon Buford;0,8206
Paul Erickson;1;Jim Eisenreich;0,9649
Paul Erickson;2;Ed Vosberg;0,962
Paul Erickson;3;Larry Brown;0,9471
Paul Erickson;4;Steve Farr;0,9442
Paul Erickson;5;Paul Abbott;0,94
Paul Foytack;1;David Weathers;0,9753
Paul Foytack;2;Roger Moret;0,9735
Paul Foytack;3;Heath Hembree;0,9691
Paul Foytack;4;Eddie Williams;0,9553
Paul Foytack;5;Randall Delgado;0,9483
Paul Gibson;1;Dennis Powell;1,0
Paul Gibson;2;Todd Worrell;1,0
Paul Gibson;3;Brian Matusz;1,0
Paul Gibson;4;Salomon Torres;1,0
Paul Gibson;5;Alan Benes;1,0
Paul Goldschmidt;1;Rich Dauer;0,9147
Paul Goldschmidt;2;Wilson Ramos;0,9106
Paul Goldschmidt;3;Shawn Chacon;0,9068
Paul Goldschmidt;4;Ed Young;0,8989
Paul Goldschmidt;5;Tomas Nido;0,8986
Paul Hardy;1;Jim McDonald;0,9191
Paul Hardy;2;Willie Gisentaner;0,8727
Paul Hardy;3;Bienvenido Jiménez;0,8617
Paul Hardy;4;Carrenza Howard;0,8346
Paul Hardy;5;Tim Burke;0,8248
Paul Hines;1;Harry Lord;0,9192
Paul Hines;2;Hoot Evers;0,8594
Paul Hines;3;Sam Trott;0,8452
Paul Hines;4;Ossie Vitt;0,8125
Paul Hines;5;Doug Corbett;0,7909
Paul Householder;1;Cliff Fannin;0,9996
Paul Householder;2;Earl Johnson;0,9928
Paul Householder;3;Francisco Cervelli;0,9817
Paul Householder;4;Chris Sale;0,9721
Paul Householder;5;Ryan Dempster;0,9411
Paul Janish;1;Ryan Webb;0,9555
Paul Janish;2;Mike Norris;0,9467
Paul Janish;3;Doug Allison;0,9281
Paul Janish;4;George Zuverink;0,9247
Paul Janish;5;Scott Williamson;0,9116
Paul Konerko;1;Alex Ochoa;0,912
Paul Konerko;2;Lou Louden;0,9006
Paul Konerko;3;Dick Dietz;0,8966
Paul Konerko;4;Kyle Farmer;0,8781
Paul Konerko;5;Ed Young;0,8421
Paul Lindblad;1;Tommie Reynolds;0,9942
Paul Lindblad;2;Johnny Bassler;0,994
Paul Lindblad;3;Byron Browne;0,9936
Paul Lindblad;4;Nippy Jones;0,9926
Paul Lindblad;5;Karl Drews;0,99
Paul Lo Duca;1;Bill Hutchison;0,923
Paul Lo Duca;2;Frank Taveras;0,9024
Paul Lo Duca;3;Dave Robertson;0,8908
Paul Lo Duca;4;Thornton Lee;0,8894
Paul Lo Duca;5;Carl Weilman;0,8645
Paul Maholm;1;Thornton Lee;0,8796
Paul Maholm;2;Danny Green;0,8726
Paul Maholm;3;George Bradley;0,8607
Paul Maholm;4;Doc Johnston;0,8465
Paul Maholm;5;Melky Cabrera;0,8448
Paul Minner;1;Brian Moehler;0,9982
Paul Minner;2;Pat Clements;0,9982
Paul Minner;3;Will Cunnane;0,9982
Paul Minner;4;Ryan Weber;0,9982
Paul Minner;5;Jeremy Accardo;0,9982
Paul Mirabella;1;Mychal Givens;0,9874
Paul Mirabella;2;Glenn Wright;0,9771
Paul Mirabella;3;Chris Hatcher;0,9749
Paul Mirabella;4;Cesar Ramos;0,9749
Paul Mirabella;5;John Brebbia;0,9749
Paul Molitor;1;Lee Grissom;0,9409
Paul Molitor;2;Ramiro Ramírez;0,9116
Paul Molitor;3;Mike Sadek;0,8928
Paul Molitor;4;Chuck Cary;0,891
Paul Molitor;5;Carlos Sanchez;0,8747
Paul O'Neill;1;Howie Reed;0,9719
Paul O'Neill;2;Marty Perez;0,9717
Paul O'Neill;3;Scott Bradley;0,9635
Paul O'Neill;4;Sam Zoldak;0,9553
Paul O'Neill;5;Harry Chiti;0,9451
Paul Popovich;1;Wally Roettger;0,9949
Paul Popovich;2;Pat Clements;0,9939
Paul Popovich;3;Will Cunnane;0,9939
Paul Popovich;4;Ryan Weber;0,9939
Paul Popovich;5;Jeremy Accardo;0,9939
Paul Quantrill;1;Larry Jansen;0,9354
Paul Quantrill;2;Flash Miller;0,929
Paul Quantrill;3;Billy Butler;0,9283
Paul Quantrill;4;Dave Rosello;0,9021
Paul Quantrill;5;Jim Pendleton;0,899
Paul Radford;1;Lance McCullers;0,9179
Paul Radford;2;Bobby Valentine;0,8841
Paul Radford;3;Thad Bosley;0,8599
Paul Radford;4;Dontrelle Willis;0,8597
Paul Radford;5;Dave Hillman;0,8395
Paul Richards;1;Carson Kelly;0,9599
Paul Richards;2;Danny Duffy;0,8996
Paul Richards;3;Ryan Hanigan;0,8973
Paul Richards;4;Al Levine;0,8941
Paul Richards;5;Wade Davis;0,8901
Paul Schaal;1;Elmer Singleton;0,883
Paul Schaal;2;Chico Walker;0,8709
Paul Schaal;3;Steve Mingori;0,8644
Paul Schaal;4;Sherman Barton;0,8499
Paul Schaal;5;Bob Tillman;0,8444
Paul Sewald;1;Andrew Heaney;0,9898
Paul Sewald;2;Ron Hassey;0,9868
Paul Sewald;3;Tom Gorman;0,9846
Paul Sewald;4;Brian Wilson;0,9845
Paul Sewald;5;Bobby Tiefenauer;0,9834
Paul Shuey;1;Bobby Parnell;0,9984
Paul Shuey;2;Tex Hughson;0,9909
Paul Shuey;3;Rosy Ryan;0,9836
Paul Shuey;4;Francisco Rodriguez;0,9728
Paul Shuey;5;Dave Dravecky;0,9704
Paul Sorrento;1;Brian Daubach;0,9477
Paul Sorrento;2;Jeff DaVanon;0,9368
Paul Sorrento;3;Bob Wickman;0,9118
Paul Sorrento;4;Corey Dickerson;0,9022
Paul Sorrento;5;Taylor Douthit;0,8762
Paul Splittorff;1;Fran Healy;0,923
Paul Splittorff;2;Duane Josephson;0,8799
Paul Splittorff;3;Didi Gregorius;0,8775
Paul Splittorff;4;Johnny Blanchard;0,8702
Paul Splittorff;5;Sam Fuld;0,8612
Paul Waner;1;Jimmy Stewart;0,916
Paul Waner;2;Brandon Duckworth;0,8902
Paul Waner;3;Al Ferrara;0,8887
Paul Waner;4;Edwin Diaz;0,888
Paul Waner;5;Tyler Kinley;0,8878
Paul Zuvella;1;Taylor Ward;0,9858
Paul Zuvella;2;Tom Williams;0,9825
Paul Zuvella;3;Ryan Vogelsong;0,9817
Paul Zuvella;4;Rob Brantly;0,9771
Paul Zuvella;5;Bobby Locke;0,9722
Peanuts Lowrey;1;Chad Fox;0,9551
Peanuts Lowrey;2;George Sherrill;0,9522
Peanuts Lowrey;3;Mark Williamson;0,9458
Peanuts Lowrey;4;Don Elston;0,9335
Peanuts Lowrey;5;Dallas Green;0,9283
Pearl Webster;1;Alexi Casilla;0,954
Pearl Webster;2;Hooks Dauss;0,9485
Pearl Webster;3;Domingo Ramos;0,94
Pearl Webster;4;Mike Young;0,9308
Pearl Webster;5;Monte Pearson;0,9262
Pedro Alvarez;1;Jelly Taylor;0,9912
Pedro Alvarez;2;Octavio Dotel;0,9854
Pedro Alvarez;3;Brian Dorsett;0,9831
Pedro Alvarez;4;Jerry Walker;0,9831
Pedro Alvarez;5;Aaron Fultz;0,9831
Pedro Astacio;1;Jesse Levis;0,9613
Pedro Astacio;2;Matt Mieske;0,9399
Pedro Astacio;3;Benny Frey;0,8925
Pedro Astacio;4;Jimmy Outlaw;0,8776
Pedro Astacio;5;George McAllister;0,844
Pedro Borbon;1;Cliff Pennington;0,9301
Pedro Borbon;2;Harry McIntire;0,9099
Pedro Borbon;3;Andre Thornton;0,8959
Pedro Borbon;4;Rob Wilfong;0,8956
Pedro Borbon;5;Tom Young;0,8933
Pedro Feliciano;1;Nick Etten;0,9623
Pedro Feliciano;2;Gus Bell;0,956
Pedro Feliciano;3;Dan Wilson;0,9071
Pedro Feliciano;4;Bob Swift;0,9052
Pedro Feliciano;5;Mickey Klutts;0,9033
Pedro Feliz;1;Ray Wilson;0,9702
Pedro Feliz;2;Bill Coughlin;0,9668
Pedro Feliz;3;Karl Drews;0,9652
Pedro Feliz;4;Melido Perez;0,9619
Pedro Feliz;5;Byron Browne;0,9615
Pedro Florimon;1;John Vukovich;0,9851
Pedro Florimon;2;Mike McNally;0,9741
Pedro Florimon;3;Orator Shafer;0,9678
Pedro Florimon;4;Brandon Nimmo;0,9624
Pedro Florimon;5;Joe Ginsberg;0,9577
Pedro Guerrero;1;Pepper Martin;0,9068
Pedro Guerrero;2;Pat Sheridan;0,8991
Pedro Guerrero;3;Jack Harshman;0,8663
Pedro Guerrero;4;Butch Hobson;0,8441
Pedro Guerrero;5;Kevin Pillar;0,836
Pedro Martinez;1;Wayne Carr;0,9519
Pedro Martinez;2;Harry Lord;0,9485
Pedro Martinez;3;Mike Holtz;0,9121
Pedro Martinez;4;Denny Doyle;0,8975
Pedro Martinez;5;Harry Kincannon;0,8917
Pedro Ramos;1;Scott Hairston;0,8925
Pedro Ramos;2;Max Muncy;0,8868
Pedro Ramos;3;Don Mason;0,8855
Pedro Ramos;4;John Patterson;0,8443
Pedro Ramos;5;Ron Brand;0,8405
Pedro Severino;1;Zack Wheeler;0,9454
Pedro Severino;2;John Jaha;0,9424
Pedro Severino;3;Mike Caldwell;0,9342
Pedro Severino;4;Sam Bennett;0,9306
Pedro Severino;5;Bob Ojeda;0,9147
Pedro Strop;1;Jeffrey Springs;1,0
Pedro Strop;2;Tom Gorman;0,9976
Pedro Strop;3;David Huff;0,9922
Pedro Strop;4;Chuck Hiller;0,9839
Pedro Strop;5;Luis Quinones;0,9813
Pee Wee Reese;1;Donnie Sadler;0,8652
Pee Wee Reese;2;Bob Bruce;0,8561
Pee Wee Reese;3;Danny Santana;0,8477
Pee Wee Reese;4;Donnie Hill;0,8442
Pee Wee Reese;5;Charlie Buffinton;0,842
Pelayo Chacón;1;Dick Buckley;0,8923
Pelayo Chacón;2;Mickey Hatcher;0,8887
Pelayo Chacón;3;Dick Stuart;0,8742
Pelayo Chacón;4;Johnny Lipon;0,8632
Pelayo Chacón;5;Alex Fernandez;0,8512
Pep Young;1;Mike Anderson;0,9307
Pep Young;2;Pat Putnam;0,9251
Pep Young;3;Garrett Cooper;0,9038
Pep Young;4;Vic Correll;0,8997
Pep Young;5;Jason Jennings;0,8977
Pepe Frias;1;Eddie Murray;0,9396
Pepe Frias;2;Eddie Murphy;0,9291
Pepe Frias;3;Lip Pike;0,8972
Pepe Frias;4;Earl McNeely;0,8952
Pepe Frias;5;Kyle Freeland;0,8894
Pepper Bassett;1;John Grabow;0,9546
Pepper Bassett;2;Jerry Walker;0,9333
Pepper Bassett;3;Brian Dorsett;0,9333
Pepper Bassett;4;Aaron Fultz;0,9333
Pepper Bassett;5;Tex Hughson;0,921
Pepper Daniels;1;Hardy Richardson;0,9866
Pepper Daniels;2;Billy Cox;0,968
Pepper Daniels;3;George Scales;0,9622
Pepper Daniels;4;Ivan Rodriguez;0,9592
Pepper Daniels;5;Homer Bailey;0,9584
Pepper Martin;1;Pedro Guerrero;0,9068
Pepper Martin;2;Darin Ruf;0,8873
Pepper Martin;3;Pat Sheridan;0,8678
Pepper Martin;4;Jedd Gyorko;0,8649
Pepper Martin;5;Bob Owchinko;0,8645
Percy Jones;1;Don Kelly;0,9643
Percy Jones;2;Phil Collins;0,9607
Percy Jones;3;Pete LaCock;0,9459
Percy Jones;4;Big Bill Smith;0,9272
Percy Jones;5;Mike Greenwell;0,9222
Percy Miller;1;Paul Blackburn;0,9645
Percy Miller;2;Todd Williams;0,9323
Percy Miller;3;Albie Pearson;0,9276
Percy Miller;4;Nolan Reimold;0,9221
Percy Miller;5;Dustin Garneau;0,9108
Perry Hall;1;George Boehler;0,9496
Perry Hall;2;Dan Pasqua;0,9341
Perry Hall;3;Harry Williams;0,9331
Perry Hall;4;Bob Humphreys;0,9318
Perry Hall;5;Mark Thurmond;0,9249
Pete Alexander;1;Andy Coakley;0,9785
Pete Alexander;2;Charles Gipson;0,9625
Pete Alexander;3;Bill Sweeney;0,9105
Pete Alexander;4;Pepper Daniels;0,8981
Pete Alexander;5;Frank Wills;0,8608
Pete Appleton;1;Roger Moret;0,9545
Pete Appleton;2;Randall Delgado;0,9266
Pete Appleton;3;Harry Eisenstat;0,9209
Pete Appleton;4;Jose Veras;0,9162
Pete Appleton;5;Corey Knebel;0,9162
Pete Booker;1;Neil Allen;0,937
Pete Booker;2;Anthony DeSclafani;0,935
Pete Booker;3;Kerry Ligtenberg;0,9278
Pete Booker;4;Daisuke Matsuzaka;0,9227
Pete Booker;5;Ken Ryan;0,915
Pete Broberg;1;Martin Maldonado;0,9686
Pete Broberg;2;John Smiley;0,9475
Pete Broberg;3;Danny Duffy;0,9454
Pete Broberg;4;Frank DiPino;0,9348
Pete Broberg;5;John Menefee;0,9299
Pete Browning;1;Michael Fulmer;0,9411
Pete Browning;2;John Barnes;0,9298
Pete Browning;3;Johnny Washington;0,9192
Pete Browning;4;Bob Boyd;0,916
Pete Browning;5;Nick Pivetta;0,8773
Pete Burnside;1;Sad Sam Jones;0,9436
Pete Burnside;2;Elam Vangilder;0,9372
Pete Burnside;3;Doc Gessler;0,9274
Pete Burnside;4;Duane Josephson;0,9127
Pete Burnside;5;Scott Podsednik;0,9057
Pete Castiglione;1;Gil Coan;0,9279
Pete Castiglione;2;Howie Fox;0,9091
Pete Castiglione;3;Gene Freese;0,902
Pete Castiglione;4;Kyle Davies;0,8748
Pete Castiglione;5;Adolfo Phillips;0,8674
Pete Coscarart;1;Jerry Terrell;0,929
Pete Coscarart;2;Frank Baumholtz;0,9197
Pete Coscarart;3;Con Daily;0,9046
Pete Coscarart;4;Alex Arias;0,9043
Pete Coscarart;5;Kevin Frandsen;0,896
Pete Donohue;1;Larry Rosenthal;0,8969
Pete Donohue;2;Vicente Romo;0,8646
Pete Donohue;3;John Morris;0,86
Pete Donohue;4;Shane Bieber;0,8594
Pete Donohue;5;Lew Fonseca;0,8384
Pete Falcone;1;Doug Rau;0,9638
Pete Falcone;2;Jerry Narron;0,9385
Pete Falcone;3;Jesse Chavez;0,9257
Pete Falcone;4;Chris Davis;0,925
Pete Falcone;5;Lance Painter;0,9247
Pete Fox;1;Jeff Weaver;0,8584
Pete Fox;2;Chubby Dean;0,8419
Pete Fox;3;Sandy Thompson;0,8373
Pete Fox;4;Gene Conley;0,8284
Pete Fox;5;Dale Murray;0,8232
Pete Harnisch;1;Jim Owens;0,9579
Pete Harnisch;2;Josh Fogg;0,908
Pete Harnisch;3;Johnny Sain;0,8874
Pete Harnisch;4;Vic Darensbourg;0,8869
Pete Harnisch;5;George Weidman;0,8445
Pete Hill;1;Bob Rhoads;0,9249
Pete Hill;2;Kevin Newman;0,9204
Pete Hill;3;John Richmond;0,8889
Pete Hill;4;Jake Dunn;0,8807
Pete Hill;5;Bill Kuehne;0,8735
Pete Hotaling;1;Jim Williams;0,9307
Pete Hotaling;2;Ramon Ramirez;0,8721
Pete Hotaling;3;Buck Ross;0,8608
Pete Hotaling;4;Jason Bay;0,8591
Pete Hotaling;5;Con Daily;0,8403
Pete Incaviglia;1;Ildemaro Vargas;0,9782
Pete Incaviglia;2;Horace Clarke;0,9536
Pete Incaviglia;3;Bob Brenly;0,9416
Pete Incaviglia;4;Ben Revere;0,9403
Pete Incaviglia;5;Willie Upshaw;0,9325
Pete Kozma;1;Bob Wells;0,9571
Pete Kozma;2;Ed Lynch;0,9485
Pete Kozma;3;Bob Buhl;0,9387
Pete Kozma;4;Alex Wood;0,938
Pete Kozma;5;Corey Kluber;0,9316
Pete LaCock;1;Phil Collins;0,9787
Pete LaCock;2;Percy Jones;0,9459
Pete LaCock;3;Rich Rodriguez;0,9409
Pete LaCock;4;C. J. Wilson;0,9291
Pete LaCock;5;Hal Brown;0,9206
Pete Mackanin;1;Tim Federowicz;0,9319
Pete Mackanin;2;Lance McCullers;0,9177
Pete Mackanin;3;Bob Stinson;0,8591
Pete Mackanin;4;Craig Paquette;0,8488
Pete Mackanin;5;Jacque Jones;0,8319
Pete Mikkelsen;1;Mike Mussina;0,9488
Pete Mikkelsen;2;Donnie Moore;0,932
Pete Mikkelsen;3;Kendall Graveman;0,9282
Pete Mikkelsen;4;Chad Fox;0,9254
Pete Mikkelsen;5;George Sherrill;0,9218
Pete O'Brien;1;Fred Tenney;0,9912
Pete O'Brien;2;George Whitted;0,9868
Pete O'Brien;3;Brad Fullmer;0,9812
Pete O'Brien;4;Adam Frazier;0,9801
Pete O'Brien;5;Charlie Grimm;0,98
Pete Orr;1;Jim Turner;0,9705
Pete Orr;2;Chris Gomez;0,9518
Pete Orr;3;Cecil Upshaw;0,9456
Pete Orr;4;Erv Dusak;0,9379
Pete Orr;5;Mike Williams;0,9357
Pete Reiser;1;Devin Mesoraco;0,9463
Pete Reiser;2;Phil Todt;0,9333
Pete Reiser;3;Luther Taylor;0,9262
Pete Reiser;4;Roman Mejias;0,8919
Pete Reiser;5;Wes Parker;0,8874
Pete Richert;1;Dave Hamilton;0,9021
Pete Richert;2;Shane Bieber;0,8861
Pete Richert;3;Ryan Flaherty;0,8802
Pete Richert;4;Jim Scott;0,8662
Pete Richert;5;John Morris;0,8642
Pete Rose;1;Bud Clancy;0,9945
Pete Rose;2;Steven Souza;0,9849
Pete Rose;3;Subby Byas;0,9832
Pete Rose;4;Billy Klaus;0,9797
Pete Rose;5;Joe Collins;0,9779
Pete Runnels;1;Frank Chance;0,9608
Pete Runnels;2;Ryan Webb;0,9341
Pete Runnels;3;Wally Gerber;0,9282
Pete Runnels;4;Rogers Hornsby;0,9211
Pete Runnels;5;Khris Davis;0,9176
Pete Schourek;1;Brad Havens;1,0
Pete Schourek;2;Dave Tobik;1,0
Pete Schourek;3;Max Manning;0,994
Pete Schourek;4;Dallas Green;0,9918
Pete Schourek;5;Al Ferrara;0,9916
Pete Smith;1;Taylor Teagarden;0,9653
Pete Smith;2;Danys Baez;0,9501
Pete Smith;3;Brad Fullmer;0,9444
Pete Smith;4;John Wyatt;0,9229
Pete Smith;5;Bob Seeds;0,9194
Pete Suder;1;Sammy Hale;0,9084
Pete Suder;2;Rich Amaral;0,8887
Pete Suder;3;Newt Allen;0,8808
Pete Suder;4;Rafael Devers;0,868
Pete Suder;5;Frank Welch;0,8652
Pete Vuckovich;1;Ben Cantwell;0,9279
Pete Vuckovich;2;Derek Dietrich;0,9265
Pete Vuckovich;3;Hal Smith;0,9257
Pete Vuckovich;4;Hubie Brooks;0,9212
Pete Vuckovich;5;Casey Janssen;0,921
Pete Ward;1;Chris Johnson;0,9593
Pete Ward;2;Boog Powell;0,9555
Pete Ward;3;Craig Monroe;0,9511
Pete Ward;4;Ray Hayworth;0,9476
Pete Ward;5;Travis Snider;0,9426
Pete Washington;1;Pinch Thomas;0,9398
Pete Washington;2;Harry Stovey;0,9302
Pete Washington;3;Bunny Downs;0,9276
Pete Washington;4;Zack Britton;0,9103
Pete Washington;5;Jim Brosnan;0,9051
Pete Whisenant;1;Zollie Wright;0,9698
Pete Whisenant;2;Edgar Gonzalez;0,9561
Pete Whisenant;3;Glenn Davis;0,9559
Pete Whisenant;4;Jack Coombs;0,9482
Pete Whisenant;5;Mike Gonzalez;0,9468
Peter Bourjos;1;Edwin Encarnacion;0,9479
Peter Bourjos;2;Mike Redmond;0,9274
Peter Bourjos;3;Rico Carty;0,9047
