Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Orlando Merced;2;Rafael Devers;0,8938
Orlando Merced;3;Von Hayes;0,843
Orlando Merced;4;Tommy Thevenow;0,843
Orlando Merced;5;Roy Howell;0,8387
Oscar Charleston;1;Justin Turner;0,9586
Oscar Charleston;2;Randy Velarde;0,9057
Oscar Charleston;3;Mo Vaughn;0,8766
Oscar Charleston;4;Joey Cora;0,8708
Oscar Charleston;5;Curt Welch;0,866
Oscar Gamble;1;Goose Goslin;0,9436
Oscar Gamble;2;Randy Winn;0,9195
Oscar Gamble;3;Bobby Veach;0,907
Oscar Gamble;4;Buck Ewing;0,8958
Oscar Gamble;5;Julio Franco;0,8658
Oscar Melillo;1;Mike Mitchell;0,8896
Oscar Melillo;2;Kevin McReynolds;0,8886
Oscar Melillo;3;Bill Rariden;0,8786
Oscar Melillo;4;Alex Cora;0,8761
Oscar Melillo;5;Robbie Grossman;0,8542
Oscar Stanage;1;Denny Lyons;0,8693
Oscar Stanage;2;Juan Samuel;0,8348
Oscar Stanage;3;Steve Henderson;0,8242
Oscar Stanage;4;Kurt Suzuki;0,819
Oscar Stanage;5;Mike Kreevich;0,8174
Ossee Schrecongost;1;Ivan de Jesus;0,9938
Ossee Schrecongost;2;Jody Reed;0,8972
Ossee Schrecongost;3;Damian Miller;0,8306
Ossee Schrecongost;4;Yuniesky Betancourt;0,8287
Ossee Schrecongost;5;Victor Martinez;0,8263
Ossie Bluege;1;Eddie Stanky;0,936
Ossie Bluege;2;Curt Welch;0,9072
Ossie Bluege;3;George Grantham;0,8909
Ossie Bluege;4;Andruw Jones;0,8465
Ossie Bluege;5;Giancarlo Stanton;0,8251
Ossie Vitt;1;Roger Bresnahan;0,9417
Ossie Vitt;2;Tito Francona;0,9075
Ossie Vitt;3;Frank O'Rourke;0,9004
Ossie Vitt;4;Steve Kemp;0,8885
Ossie Vitt;5;Mark Ellis;0,8828
Otis Nixon;1;Tony Armas;0,9226
Otis Nixon;2;George Shoch;0,9195
Otis Nixon;3;Jose Ramirez;0,8739
Otis Nixon;4;Honus Wagner;0,8729
Otis Nixon;5;Elmer Valo;0,8673
Otto Knabe;1;Travis Lee;0,8943
Otto Knabe;2;Matty Alou;0,8858
Otto Knabe;3;Bengie Molina;0,8389
Otto Knabe;4;Mark DeRosa;0,8355
Otto Knabe;5;Orlando Cabrera;0,8213
Otto Miller;1;Buddy Rosar;0,9719
Otto Miller;2;Gary Sanchez;0,8554
Otto Miller;3;Kevin Stocker;0,8431
Otto Miller;4;Ed Bailey;0,8154
Otto Miller;5;Bucky Dent;0,8032
Owen Wilson;1;Stan Spence;0,9074
Owen Wilson;2;Roger Maris;0,9056
Owen Wilson;3;Mark Lemke;0,8936
Owen Wilson;4;J. T. Realmuto;0,8706
Owen Wilson;5;Javier Baez;0,8519
Ozzie Albies;1;Richard Hidalgo;0,8964
Ozzie Albies;2;Rennie Stennett;0,8856
Ozzie Albies;3;Matt Wieters;0,8637
Ozzie Albies;4;Ian Kinsler;0,849
Ozzie Albies;5;Clint Barmes;0,8485
Ozzie Guillen;1;Art Devlin;0,8495
Ozzie Guillen;2;Jerry Browne;0,8318
Ozzie Guillen;3;Vince Coleman;0,8125
Ozzie Guillen;4;Rick Burleson;0,8053
Ozzie Guillen;5;Emmett Seery;0,7995
Ozzie Smith;1;Aaron Judge;0,9133
Ozzie Smith;2;Joe Oliver;0,8559
Ozzie Smith;3;Bob Kennedy;0,8224
Ozzie Smith;4;Billy Hamilton;0,8186
Ozzie Smith;5;Walt Weiss;0,7996
Pablo Sandoval;1;Buck Freeman;0,8768
Pablo Sandoval;2;Martin Maldonado;0,857
Pablo Sandoval;3;Jimmy Williams;0,8466
Pablo Sandoval;4;Jason Heyward;0,8465
Pablo Sandoval;5;Mel Hall;0,8461
Pat Burrell;1;Doc Johnston;0,8944
Pat Burrell;2;Nick Hundley;0,8704
Pat Burrell;3;Juan Gonzalez;0,8004
Pat Burrell;4;Hans Lobert;0,794
Pat Burrell;5;Luis Salazar;0,7932
Pat Kelly;1;Mickey Hatcher;0,8884
Pat Kelly;2;Bob Watson;0,8828
Pat Kelly;3;Willie McCovey;0,8821
Pat Kelly;4;Freddie Freeman;0,8754
Pat Kelly;5;Rod Carew;0,8699
Pat Meares;1;Gavvy Cravath;0,9642
Pat Meares;2;Cookie Lavagetto;0,9301
Pat Meares;3;Jonathan Lucroy;0,9266
Pat Meares;4;Jack Barry;0,9179
Pat Meares;5;Elmer Smith;0,9127
Patrick Gillespie;1;Bryce Harper;0,9298
Patrick Gillespie;2;Tip O'Neill;0,9145
Patrick Gillespie;3;Jeff Bagwell;0,9098
Patrick Gillespie;4;Rick Dempsey;0,8912
Patrick Gillespie;5;Tom Herr;0,8737
Patsy Donovan;1;Al Dark;0,9486
Patsy Donovan;2;Roy Johnson;0,914
Patsy Donovan;3;Andrelton Simmons;0,8777
Patsy Donovan;4;Tim Anderson;0,8723
Patsy Donovan;5;Gil McDougald;0,8671
Patsy Dougherty;1;Rick Manning;0,8787
Patsy Dougherty;2;Hal Lanier;0,8743
Patsy Dougherty;3;Ed Bailey;0,8663
Patsy Dougherty;4;Cookie Rojas;0,8382
Patsy Dougherty;5;Logan Morrison;0,8055
Patsy Tebeau;1;Frank Bowerman;0,8641
Patsy Tebeau;2;David Eckstein;0,8493
Patsy Tebeau;3;Gary Gaetti;0,8327
Patsy Tebeau;4;Jason Varitek;0,8287
Patsy Tebeau;5;Wilson Ramos;0,819
Paul Blair;1;Matt Lawton;0,9171
Paul Blair;2;Dan Meyer;0,893
Paul Blair;3;Bernard Gilkey;0,8636
Paul Blair;4;Rickie Weeks;0,8493
Paul Blair;5;Jack Manning;0,8444
Paul Goldschmidt;1;Jonathan Schoop;0,9787
Paul Goldschmidt;2;Mike Lamb;0,9157
Paul Goldschmidt;3;Jason Kubel;0,9132
Paul Goldschmidt;4;Heinie Peitz;0,9079
Paul Goldschmidt;5;Chase Utley;0,899
Paul Hines;1;Bernard Gilkey;0,8896
Paul Hines;2;Matt Lawton;0,8705
Paul Hines;3;Dan Meyer;0,8703
Paul Hines;4;Brian Dozier;0,856
Paul Hines;5;Russ Wrightstone;0,835
Paul Konerko;1;Mike Grady;0,7763
Paul Konerko;2;Lyn Lary;0,7742
Paul Konerko;3;Dom DiMaggio;0,7625
Paul Konerko;4;Wally Moon;0,7392
Paul Konerko;5;Frankie Gustine;0,7329
Paul Molitor;1;George Miller;0,8017
Paul Molitor;2;Red Dooin;0,7758
Paul Molitor;3;Frank O'Rourke;0,7597
Paul Molitor;4;Terry Turner;0,7579
Paul Molitor;5;Bobby Adams;0,7527
Paul O'Neill;1;Jeff King;0,8981
Paul O'Neill;2;Newt Allen;0,882
Paul O'Neill;3;Daniel Murphy;0,8572
Paul O'Neill;4;Wes Parker;0,8518
Paul O'Neill;5;Bill Spiers;0,846
Paul Radford;1;Joe Oliver;0,9464
Paul Radford;2;Glenallen Hill;0,9261
Paul Radford;3;Mike Heath;0,8692
Paul Radford;4;Sid Farrar;0,8581
Paul Radford;5;Barry Bonds;0,8564
Paul Schaal;1;Roy Cullenbine;0,8961
Paul Schaal;2;Frank Snyder;0,882
Paul Schaal;3;Eddie Joost;0,8742
Paul Schaal;4;Dave Philley;0,8497
Paul Schaal;5;Don Money;0,8426
Paul Sorrento;1;Rich Dauer;0,9445
Paul Sorrento;2;Adrian Gonzalez;0,8894
Paul Sorrento;3;Carlos Baerga;0,8891
Paul Sorrento;4;Cesar Tovar;0,8648
Paul Sorrento;5;Bob Allison;0,863
Paul Waner;1;James Casey;0,9164
Paul Waner;2;Aaron Boone;0,9057
Paul Waner;3;John Valentin;0,8507
Paul Waner;4;Dan Uggla;0,8414
Paul Waner;5;Don Wert;0,8355
Peanuts Lowrey;1;Glenn Wilson;0,8733
Peanuts Lowrey;2;Lu Blue;0,8356
Peanuts Lowrey;3;Delino DeShields;0,8331
Peanuts Lowrey;4;Matt Joyce;0,8222
Peanuts Lowrey;5;Wally Backman;0,7938
Pedro Feliz;1;Billy Werber;0,9163
Pedro Feliz;2;Wally Gerber;0,9113
Pedro Feliz;3;Chris Hoiles;0,9103
Pedro Feliz;4;Jorge Orta;0,8701
Pedro Feliz;5;Frank Bolling;0,8666
Pedro Guerrero;1;Guy Hecker;0,8887
Pedro Guerrero;2;Nick Swisher;0,8642
Pedro Guerrero;3;Bill Kuehne;0,834
Pedro Guerrero;4;Hack Wilson;0,8325
Pedro Guerrero;5;Mike Lum;0,8255
Pee Wee Reese;1;Doc Bushong;0,908
Pee Wee Reese;2;Rube Oldring;0,8583
Pee Wee Reese;3;George Shoch;0,8559
Pee Wee Reese;4;Al Bridwell;0,8447
Pee Wee Reese;5;Whitey Witt;0,8149
Pepper Martin;1;Jorge Posada;0,8661
Pepper Martin;2;Todd Walker;0,8536
Pepper Martin;3;Hi Myers;0,8084
Pepper Martin;4;Charles Johnson;0,7919
Pepper Martin;5;Doug Rader;0,7866
Pete Browning;1;Yonder Alonso;0,9175
Pete Browning;2;Alvin Davis;0,9081
Pete Browning;3;Travis Lee;0,8921
Pete Browning;4;Maikel Franco;0,8532
Pete Browning;5;Danny Cater;0,8265
Pete Fox;1;Roger Cedeno;0,9074
Pete Fox;2;Josh Bell;0,8985
Pete Fox;3;Tito Francona;0,8733
Pete Fox;4;Joe Medwick;0,8515
Pete Fox;5;Jim Rice;0,8427
Pete Hotaling;1;Vic Davalillo;0,8362
Pete Hotaling;2;Tommy Harper;0,8263
Pete Hotaling;3;Tom Brown;0,8129
Pete Hotaling;4;Dom DiMaggio;0,7503
Pete Hotaling;5;Ruppert Jones;0,7201
Pete Incaviglia;1;Bernie Friberg;0,9097
Pete Incaviglia;2;Cookie Rojas;0,863
Pete Incaviglia;3;Orator Shafer;0,8566
Pete Incaviglia;4;Kurt Suzuki;0,8315
Pete Incaviglia;5;Darryl Hamilton;0,817
Pete O'Brien;1;Don Mattingly;0,9393
Pete O'Brien;2;Jimmy Archer;0,9387
Pete O'Brien;3;Michael Bourn;0,9278
Pete O'Brien;4;Jonathan Schoop;0,9179
Pete O'Brien;5;Jim Landis;0,8946
Pete Rose;1;Joey Cora;0,972
Pete Rose;2;Charlie Jamieson;0,8984
Pete Rose;3;Bill McClellan;0,895
Pete Rose;4;Ricky Gutierrez;0,8809
Pete Rose;5;Jerry Remy;0,8593
Pete Runnels;1;Al Oliver;0,8986
Pete Runnels;2;Delino DeShields;0,8538
Pete Runnels;3;Bill Killefer;0,8351
Pete Runnels;4;Davey Johnson;0,8234
Pete Runnels;5;Bob Elliott;0,8125
Pete Suder;1;Don Kolloway;0,9442
Pete Suder;2;Johnny Rawlings;0,9165
Pete Suder;3;Newt Allen;0,9001
Pete Suder;4;Don Hoak;0,8792
Pete Suder;5;John Kruk;0,8596
Phil Cavarretta;1;Walt Weiss;0,9268
Phil Cavarretta;2;Joe Oliver;0,8447
Phil Cavarretta;3;Ray Chapman;0,8296
Phil Cavarretta;4;Vic Davalillo;0,7701
Phil Cavarretta;5;Aaron Judge;0,764
Phil Garner;1;Cookie Lavagetto;0,9585
Phil Garner;2;Greg Gagne;0,8822
Phil Garner;3;Hoot Evers;0,8807
Phil Garner;4;Willard Marshall;0,8724
Phil Garner;5;Pat Meares;0,8561
Phil Masi;1;Bip Roberts;0,8897
Phil Masi;2;Willie Randolph;0,8859
Phil Masi;3;Max Bishop;0,8774
Phil Masi;4;Zack Wheat;0,84
Phil Masi;5;Johnny Bench;0,8246
Phil Nevin;1;Jeffrey Leonard;0,9294
Phil Nevin;2;Sixto Lezcano;0,9189
Phil Nevin;3;Carl Everett;0,9067
Phil Nevin;4;Roger Maris;0,8952
Phil Nevin;5;Joe Orsulak;0,8899
Phil Rizzuto;1;Mike Dorgan;0,833
Phil Rizzuto;2;David Justice;0,8108
Phil Rizzuto;3;Josh Reddick;0,808
Phil Rizzuto;4;Wade Johnston;0,7641
Phil Rizzuto;5;Adam Dunn;0,7527
Pie Traynor;1;Buck Weaver;0,9273
Pie Traynor;2;Connie Ryan;0,9211
Pie Traynor;3;Jim Eisenreich;0,887
Pie Traynor;4;George Van Haltren;0,8072
Pie Traynor;5;John McGraw;0,8034
Ping Bodie;1;Starlin Castro;0,9715
Ping Bodie;2;John Milner;0,8668
Ping Bodie;3;Wilson Ramos;0,8083
Ping Bodie;4;Ronnie Belliard;0,7599
Ping Bodie;5;Yan Gomes;0,7597
Pinky Higgins;1;George Wright;0,9325
Pinky Higgins;2;Skip Schumaker;0,8684
Pinky Higgins;3;Davy Force;0,8446
Pinky Higgins;4;Barry McCormick;0,8429
Pinky Higgins;5;Richie Zisk;0,8107
Pinky Whitney;1;Aaron Boone;0,9713
Pinky Whitney;2;Andrew Benintendi;0,907
Pinky Whitney;3;John Valentin;0,9044
Pinky Whitney;4;James Casey;0,9008
Pinky Whitney;5;Cal Ripken;0,8388
Placido Polanco;1;Sibby Sisti;0,8621
Placido Polanco;2;Albert Belle;0,8484
Placido Polanco;3;Jackie Hayes;0,8364
Placido Polanco;4;Robin Ventura;0,8355
Placido Polanco;5;Jack Graney;0,8183
Pop Smith;1;Mike Bordick;0,8944
Pop Smith;2;Eddie Mathews;0,8895
Pop Smith;3;Jim Russell;0,8601
Pop Smith;4;Dan Wilson;0,8536
Pop Smith;5;Billy Nash;0,8352
Pop Snyder;1;Danny Litwhiler;0,8659
Pop Snyder;2;Tommy Griffith;0,8324
Pop Snyder;3;Mack Jones;0,8053
Pop Snyder;4;Aaron Judge;0,7761
Pop Snyder;5;Hans Lobert;0,77
Preston Wilson;1;Adam Frazier;0,9397
Preston Wilson;2;Yunel Escobar;0,886
Preston Wilson;3;Vada Pinson;0,8831
Preston Wilson;4;Hunter Pence;0,8769
Preston Wilson;5;Don Mincher;0,8666
Prince Fielder;1;Casey Blake;0,9284
Prince Fielder;2;Jonathan Schoop;0,8922
Prince Fielder;3;Horace Ford;0,873
Prince Fielder;4;Orlando Cepeda;0,8679
Prince Fielder;5;Ernie Banks;0,8373
Rabbit Maranville;1;Joe Oliver;0,8379
Rabbit Maranville;2;Hank Severeid;0,8321
Rabbit Maranville;3;Bill Killefer;0,8073
Rabbit Maranville;4;Bill Dickey;0,7966
Rabbit Maranville;5;Johnny Evers;0,7791
Rabbit Warstler;1;Jimmy Ryan;0,9426
Rabbit Warstler;2;Arky Vaughan;0,9292
Rabbit Warstler;3;Branch Russell;0,9076
Rabbit Warstler;4;Matt Holliday;0,9006
Rabbit Warstler;5;Tony Fernandez;0,9002
Rafael Devers;1;Gary Carter;0,9034
Rafael Devers;2;Orlando Merced;0,8938
Rafael Devers;3;Chili Davis;0,8929
Rafael Devers;4;Stan Javier;0,8793
Rafael Devers;5;J. T. Snow;0,8479
Rafael Furcal;1;Roy Johnson;0,8551
Rafael Furcal;2;Darren Lewis;0,8502
Rafael Furcal;3;Lorenzo Cain;0,8493
Rafael Furcal;4;Travis Lee;0,8442
Rafael Furcal;5;Doc Bushong;0,7859
Rafael Palmeiro;1;Frank Hankinson;0,9192
Rafael Palmeiro;2;Bob Nieman;0,9086
Rafael Palmeiro;3;Aaron Judge;0,8829
Rafael Palmeiro;4;Wally Schang;0,8505
Rafael Palmeiro;5;Larry Hisle;0,8101
Rafael Ramirez;1;Sean Casey;0,8768
Rafael Ramirez;2;Judy Johnson;0,8731
Rafael Ramirez;3;Nate McLouth;0,8574
Rafael Ramirez;4;Bobby Abreu;0,8497
Rafael Ramirez;5;Dickie Thon;0,848
Rajai Davis;1;Mickey Doolin;0,8087
Rajai Davis;2;Cecil Fielder;0,7908
Rajai Davis;3;Mike Dorgan;0,788
Rajai Davis;4;Willie Montanez;0,7623
Rajai Davis;5;Josh Reddick;0,7605
Ralph Garr;1;Tim Teufel;0,8967
Ralph Garr;2;Willie Wilson;0,8568
Ralph Garr;3;Kevin Kiermaier;0,8403
Ralph Garr;4;Brian Jordan;0,8383
Ralph Garr;5;Johnny Edwards;0,8208
Ralph Kiner;1;Stan Spence;0,9018
Ralph Kiner;2;Ernie Banks;0,8683
Ralph Kiner;3;Dave Parker;0,8663
Ralph Kiner;4;Chase Utley;0,8348
Ralph Kiner;5;Josh Donaldson;0,8284
Ralph Young;1;Buck Martinez;0,8832
Ralph Young;2;Frank Schulte;0,8804
Ralph Young;3;Frank Snyder;0,8765
Ralph Young;4;Bob Johnson;0,845
Ralph Young;5;Kiki Cuyler;0,8419
Ramon Hernandez;1;Whitey Witt;0,8959
Ramon Hernandez;2;Jay Buhner;0,874
Ramon Hernandez;3;Charlie Ganzel;0,8605
Ramon Hernandez;4;Chipper Jones;0,8557
Ramon Hernandez;5;Johnny Bates;0,8338
Rance Mulliniks;1;Jackie Robinson;0,93
Rance Mulliniks;2;Glenallen Hill;0,9101
Rance Mulliniks;3;Jackie Jensen;0,9098
Rance Mulliniks;4;Mack Jones;0,8536
Rance Mulliniks;5;Anthony Rizzo;0,8472
Randal Grichuk;1;Maikel Franco;0,9322
Randal Grichuk;2;Steve Yeager;0,8776
Randal Grichuk;3;Monte Irvin;0,8531
Randal Grichuk;4;Maicer Izturis;0,8212
Randal Grichuk;5;Tommy Pham;0,8149
Randy Velarde;1;Ed Taubensee;0,9311
Randy Velarde;2;Ernie Whitt;0,9267
Randy Velarde;3;Ron Cey;0,9198
Randy Velarde;4;Spike Owen;0,9167
Randy Velarde;5;Gary Sheffield;0,9112
Randy Winn;1;Oscar Gamble;0,9195
Randy Winn;2;Goose Goslin;0,854
Randy Winn;3;Jack Wilson;0,8489
Randy Winn;4;George Brett;0,8368
Randy Winn;5;Marquis Grissom;0,8312
Raul Ibanez;1;Ernie Whitt;0,8675
Raul Ibanez;2;Dmitri Young;0,8628
Raul Ibanez;3;Carl Yastrzemski;0,8042
Raul Ibanez;4;Baby Doll Jacobson;0,7951
Raul Ibanez;5;Billy Shindle;0,7947
Raul Mondesi;1;William Robinson;0,9103
Raul Mondesi;2;Jay Payton;0,8899
Raul Mondesi;3;Bake McBride;0,886
Raul Mondesi;4;Billy Sullivan;0,8784
Raul Mondesi;5;Gary Disarcina;0,8749
Ray Boone;1;Tommy Corcoran;0,8901
Ray Boone;2;Jack Rowe;0,8673
Ray Boone;3;Mike Moustakas;0,8499
Ray Boone;4;Duke Snider;0,8468
Ray Boone;5;George Hendrick;0,845
Ray Chapman;1;Robinson Cano;0,936
Ray Chapman;2;Don Buford;0,8914
Ray Chapman;3;Dale Murphy;0,8744
Ray Chapman;4;Bill White;0,8705
Ray Chapman;5;Muddy Ruel;0,8658
Ray Durham;1;Darren Daulton;0,912
Ray Durham;2;Kolten Wong;0,8828
Ray Durham;3;David Segui;0,8689
Ray Durham;4;Johnny Bates;0,8557
Ray Durham;5;John Hummel;0,8525
Ray Knight;1;Hughie Critz;0,844
Ray Knight;2;Billy Southworth;0,8385
Ray Knight;3;Donn Clendenon;0,8307
Ray Knight;4;Jim Gantner;0,8277
Ray Knight;5;Grady Hatton;0,8146
Ray Lankford;1;Johnny Rawlings;0,9291
Ray Lankford;2;Andy Pafko;0,9125
Ray Lankford;3;Jeff King;0,879
Ray Lankford;4;Newt Allen;0,8466
Ray Lankford;5;Johnny Bates;0,8405
Ray Schalk;1;Darryl Hamilton;0,9187
Ray Schalk;2;Bernie Friberg;0,7633
Ray Schalk;3;George Metkovich;0,7606
Ray Schalk;4;Graig Nettles;0,719
Ray Schalk;5;Rick Monday;0,7174
Red Dooin;1;Ellis Burks;0,9334
Red Dooin;2;Buddy Bell;0,86
Red Dooin;3;Chicken Wolf;0,8284
Red Dooin;4;Bret Boone;0,8239
Red Dooin;5;Les Mann;0,8167
Red Kress;1;Branch Russell;0,9025
Red Kress;2;Newt Joseph;0,9017
Red Kress;3;Rabbit Warstler;0,8542
Red Kress;4;Tony Lazzeri;0,8526
Red Kress;5;Tony Fernandez;0,8525
Red Rolfe;1;Eric Chavez;0,9173
Red Rolfe;2;Lave Cross;0,9045
Red Rolfe;3;Frank Chance;0,903
Red Rolfe;4;Hack Wilson;0,8921
Red Rolfe;5;Lee May;0,8726
Red Schoendienst;1;Ken Caminiti;0,9096
Red Schoendienst;2;Johnny Bates;0,853
Red Schoendienst;3;Buck Weaver;0,8427
Red Schoendienst;4;Germany Schaefer;0,8274
Red Schoendienst;5;John Hummel;0,8269
Red Smith;1;Frank Malzone;0,9579
Red Smith;2;Jim Tabor;0,928
Red Smith;3;Craig Counsell;0,8821
Red Smith;4;Jack Warner;0,8776
Red Smith;5;Tommy McCraw;0,8773
Reed Johnson;1;Wally Backman;0,9072
Reed Johnson;2;Willie McGee;0,8682
Reed Johnson;3;Jorge Polanco;0,8665
Reed Johnson;4;Jed Lowrie;0,8576
Reed Johnson;5;Delmon Young;0,8551
Reggie Jackson;1;Danny Hoffman;0,824
Reggie Jackson;2;Charley Bassett;0,821
Reggie Jackson;3;Lew Fonseca;0,8096
Reggie Jackson;4;Walt Wilmot;0,7899
Reggie Jackson;5;Don Money;0,7813
Reggie Sanders;1;Tip O'Neill;0,8649
Reggie Sanders;2;Reed Johnson;0,8391
Reggie Sanders;3;Johnny Logan;0,8307
Reggie Sanders;4;Patrick Gillespie;0,8177
Reggie Sanders;5;Jacque Jones;0,8093
Reggie Smith;1;Randy Velarde;0,8686
Reggie Smith;2;Baby Doll Jacobson;0,8554
Reggie Smith;3;Joey Cora;0,8432
Reggie Smith;4;John McGraw;0,841
Reggie Smith;5;Tommy McCarthy;0,8347
Rennie Stennett;1;John Buck;0,953
Rennie Stennett;2;Ozzie Albies;0,8856
Rennie Stennett;3;Bob Aspromonte;0,8707
Rennie Stennett;4;Garth Iorg;0,8542
Rennie Stennett;5;Carlos Ruiz;0,8519
Rey Sanchez;1;Miguel Rojas;0,7914
Rey Sanchez;2;Darryl Hamilton;0,7837
Rey Sanchez;3;Nate McLouth;0,7709
Rey Sanchez;4;Ivan de Jesus;0,7302
Rey Sanchez;5;Tommy Helms;0,72
Rich Aurilia;1;Cass Michaels;0,9139
Rich Aurilia;2;Cookie Lavagetto;0,9112
Rich Aurilia;3;Mike Lum;0,8805
Rich Aurilia;4;Hoot Evers;0,8702
Rich Aurilia;5;Elbie Fletcher;0,8481
Rich Dauer;1;Paul Sorrento;0,9445
Rich Dauer;2;Hack Wilson;0,9061
Rich Dauer;3;Bob Fothergill;0,8829
Rich Dauer;4;Kevin Youkilis;0,8732
Rich Dauer;5;Scott Fletcher;0,8684
Rich Gedman;1;Zoilo Versalles;0,9186
Rich Gedman;2;Home Run Baker;0,9154
Rich Gedman;3;Tony Kubek;0,912
Rich Gedman;4;Wid Conroy;0,9033
Rich Gedman;5;Eddie Rosario;0,8864
Richard Hidalgo;1;Rocky Colavito;0,959
Richard Hidalgo;2;Roy Howell;0,9126
Richard Hidalgo;3;Ian Kinsler;0,898
Richard Hidalgo;4;Ozzie Albies;0,8964
Richard Hidalgo;5;Billy Goodman;0,8901
Richie Ashburn;1;Michael Barrett;0,901
Richie Ashburn;2;Jack Clements;0,822
Richie Ashburn;3;Thurman Munson;0,7935
Richie Ashburn;4;Dom DiMaggio;0,7928
Richie Ashburn;5;Walter Holke;0,7917
Richie Hebner;1;Don Mueller;0,8869
Richie Hebner;2;Jerry Benjamin;0,8807
Richie Hebner;3;Shanty Hogan;0,8739
Richie Hebner;4;Maicer Izturis;0,8685
Richie Hebner;5;Chris Young;0,853
Richie Sexson;1;Jeff Cirillo;0,9124
Richie Sexson;2;Frank Chance;0,9062
Richie Sexson;3;Hank Bauer;0,8954
Richie Sexson;4;Tom Paciorek;0,8852
Richie Sexson;5;Cesar Hernandez;0,8653
Richie Zisk;1;Luke Scott;0,8804
Richie Zisk;2;Andrew Benintendi;0,8658
Richie Zisk;3;Skip Schumaker;0,8605
Richie Zisk;4;George Wright;0,8587
Richie Zisk;5;Aaron Boone;0,831
Rick Burleson;1;Art Devlin;0,8752
Rick Burleson;2;Bud Harrelson;0,8384
Rick Burleson;3;Jerry Browne;0,8258
Rick Burleson;4;Ozzie Guillen;0,8053
Rick Burleson;5;Vince DiMaggio;0,7996
Rick Cerone;1;Ed McFarland;0,8835
Rick Cerone;2;Andres Galarraga;0,8428
Rick Cerone;3;Darryl Hamilton;0,8059
Rick Cerone;4;Dave Magadan;0,7997
Rick Cerone;5;Newt Joseph;0,7485
Rick Dempsey;1;Patrick Gillespie;0,8912
Rick Dempsey;2;Bryce Harper;0,8542
Rick Dempsey;3;Mookie Betts;0,8452
Rick Dempsey;4;Kevin Mitchell;0,8249
Rick Dempsey;5;Andruw Jones;0,817
Rick Ferrell;1;AJ Pollock;0,9603
Rick Ferrell;2;Hank Sauer;0,9006
Rick Ferrell;3;Cesar Hernandez;0,8898
Rick Ferrell;4;Ducky Holmes;0,861
Rick Ferrell;5;David DeJesus;0,8485
Rick Manning;1;Patsy Dougherty;0,8787
Rick Manning;2;Ed Bailey;0,8568
Rick Manning;3;Logan Morrison;0,8496
Rick Manning;4;Dan McGann;0,8379
Rick Manning;5;Orator Shafer;0,8099
Rick Miller;1;Scott Hatteberg;0,8708
Rick Miller;2;Doug Rader;0,8452
Rick Miller;3;Dan Ford;0,8326
Rick Miller;4;Hank Sauer;0,8181
Rick Miller;5;Preston Wilson;0,8087
Rick Monday;1;Candy Maldonado;0,8626
Rick Monday;2;Byron Buxton;0,8563
Rick Monday;3;Baby Doll Jacobson;0,8137
Rick Monday;4;John McGraw;0,7983
Rick Monday;5;Walter Holke;0,788
Rickey Henderson;1;Randy Velarde;0,9032
Rickey Henderson;2;John McGraw;0,9014
Rickey Henderson;3;Ernie Whitt;0,8274
Rickey Henderson;4;Jack Graney;0,827
Rickey Henderson;5;Jerry Mumphrey;0,8208
Rickie Weeks;1;Amos Strunk;0,8967
Rickie Weeks;2;Bernard Gilkey;0,8848
Rickie Weeks;3;Paul Blair;0,8493
Rickie Weeks;4;Jose Canseco;0,8363
Rickie Weeks;5;Cesar Hernandez;0,8349
Ricky Gutierrez;1;Mack Jones;0,8976
Ricky Gutierrez;2;Pete Rose;0,8809
Ricky Gutierrez;3;Tom Daly;0,8782
Ricky Gutierrez;4;Lance Johnson;0,8711
Ricky Gutierrez;5;Bill Spiers;0,8656
Rico Carty;1;John Mabry;0,8459
Rico Carty;2;Andrelton Simmons;0,806
Rico Carty;3;Ryan Braun;0,8053
Rico Carty;4;Alvin Davis;0,7891
Rico Carty;5;Rickie Weeks;0,7876
Rico Petrocelli;1;Carlos Peña;0,8622
Rico Petrocelli;2;Gee Walker;0,8594
Rico Petrocelli;3;Frank Isbell;0,8452
Rico Petrocelli;4;Tommy Dowd;0,836
Rico Petrocelli;5;Nap Lajoie;0,8154
Riggs Stephenson;1;Scott Rolen;0,8395
Riggs Stephenson;2;Clyde McCullough;0,8362
Riggs Stephenson;3;Mitch Moreland;0,8343
Riggs Stephenson;4;Bill Killefer;0,8119
Riggs Stephenson;5;Casey Stengel;0,8057
Ripper Collins;1;Scott Fletcher;0,9449
Ripper Collins;2;Adrian Gonzalez;0,9298
Ripper Collins;3;Desi Relaford;0,9215
Ripper Collins;4;Fernando Vina;0,9034
Ripper Collins;5;Jerry Benjamin;0,8935
Rob Deer;1;Bert Campaneris;0,9175
Rob Deer;2;George Cutshaw;0,902
Rob Deer;3;Matt Stairs;0,8374
Rob Deer;4;Manny Sanguillen;0,8349
Rob Deer;5;Eddie Miller;0,8249
Robbie Grossman;1;Alex Rios;0,8936
Robbie Grossman;2;Ducky Holmes;0,8878
Robbie Grossman;3;Adam Kennedy;0,8858
Robbie Grossman;4;Michael Taylor;0,8581
Robbie Grossman;5;Oscar Melillo;0,8542
Robby Thompson;1;Bill Killefer;0,9599
Robby Thompson;2;Fred McGriff;0,9594
Robby Thompson;3;Jimmy McAleer;0,8904
Robby Thompson;4;Wally Moon;0,8292
