Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Chick Stahl;1;Brian McCann;0,9211
Chick Stahl;2;Carlton Fisk;0,884
Chick Stahl;3;Carl Reynolds;0,8831
Chick Stahl;4;Bobby Wallace;0,8664
Chick Stahl;5;Tim Salmon;0,847
Chicken Wolf;1;Damaso Garcia;0,9038
Chicken Wolf;2;Dee Strange-Gordon;0,8848
Chicken Wolf;3;Red Dooin;0,8284
Chicken Wolf;4;Jose Hernandez;0,8164
Chicken Wolf;5;Bingo DeMoss;0,8095
Chico Carrasquel;1;Kirk Gibson;0,8367
Chico Carrasquel;2;Glenn Wilson;0,8338
Chico Carrasquel;3;Dave Cash;0,7955
Chico Carrasquel;4;Wally Berger;0,7931
Chico Carrasquel;5;Frank Hankinson;0,7818
Chili Davis;1;Mike Lieberthal;0,9135
Chili Davis;2;Bingo DeMoss;0,8936
Chili Davis;3;Rafael Devers;0,8929
Chili Davis;4;Candy Nelson;0,8707
Chili Davis;5;Damaso Garcia;0,8358
Chipper Jones;1;Johnny Bates;0,8993
Chipper Jones;2;Sid Farrar;0,8686
Chipper Jones;3;Ramon Hernandez;0,8557
Chipper Jones;4;Jay Buhner;0,8516
Chipper Jones;5;Ray Boone;0,8434
Chone Figgins;1;Frankie Crosetti;0,9077
Chone Figgins;2;Matt Carpenter;0,8908
Chone Figgins;3;Colby Rasmus;0,8803
Chone Figgins;4;Fred Schulte;0,8536
Chone Figgins;5;Jeff Cirillo;0,8528
Chris Chambliss;1;Ronnie Belliard;0,87
Chris Chambliss;2;Wilson Ramos;0,8227
Chris Chambliss;3;Darrell Porter;0,8214
Chris Chambliss;4;Nick Hundley;0,7818
Chris Chambliss;5;Scott Hatteberg;0,7145
Chris Davis;1;Jay Payton;0,9248
Chris Davis;2;Billy Sullivan;0,8681
Chris Davis;3;Willie Keeler;0,8577
Chris Davis;4;Dee Strange-Gordon;0,8538
Chris Davis;5;Fred Carroll;0,8535
Chris Gomez;1;Hunter Pence;0,8944
Chris Gomez;2;Steve Henderson;0,8177
Chris Gomez;3;Tom Brookens;0,8034
Chris Gomez;4;Fred Luderus;0,7572
Chris Gomez;5;Al Bumbry;0,7439
Chris Hoiles;1;Kenny Lofton;0,9449
Chris Hoiles;2;Terry Turner;0,9292
Chris Hoiles;3;Rod Barajas;0,926
Chris Hoiles;4;Jim Hegan;0,9241
Chris Hoiles;5;Pedro Feliz;0,9103
Chris Iannetta;1;Barry McCormick;0,9831
Chris Iannetta;2;Monte Irvin;0,9571
Chris Iannetta;3;Leon Wagner;0,8731
Chris Iannetta;4;Maikel Franco;0,8589
Chris Iannetta;5;Skip Schumaker;0,8547
Chris Speier;1;Miguel Montero;0,9074
Chris Speier;2;Ty Wigginton;0,889
Chris Speier;3;Michael Conforto;0,8844
Chris Speier;4;Hoot Evers;0,8749
Chris Speier;5;Bobby Richardson;0,8498
Chris Young;1;Maicer Izturis;0,9427
Chris Young;2;Jerry Benjamin;0,9251
Chris Young;3;Josh Hamilton;0,891
Chris Young;4;Maikel Franco;0,8876
Chris Young;5;Richie Hebner;0,853
Christian Yelich;1;Granny Hamner;0,8942
Christian Yelich;2;Gabby Hartnett;0,8271
Christian Yelich;3;Lance Johnson;0,8189
Christian Yelich;4;John Hummel;0,8183
Christian Yelich;5;Wes Parker;0,8052
Chuck Hinton;1;Ted Sizemore;0,9552
Chuck Hinton;2;Dustin Pedroia;0,9367
Chuck Hinton;3;Gary Ward;0,9343
Chuck Hinton;4;Ryan Howard;0,9243
Chuck Hinton;5;Jody Davis;0,9098
Chuck Klein;1;John Valentin;0,9536
Chuck Klein;2;Hurley McNair;0,918
Chuck Klein;3;Rougned Odor;0,911
Chuck Klein;4;Bill Melton;0,8985
Chuck Klein;5;Jason Bay;0,8752
Chuck Knoblauch;1;Carson Bigbee;0,9407
Chuck Knoblauch;2;Mark Lemke;0,8839
Chuck Knoblauch;3;Al Bridwell;0,8777
Chuck Knoblauch;4;Dick McAuliffe;0,8666
Chuck Knoblauch;5;Albert Belle;0,8647
Claude Ritchey;1;Mike Mitchell;0,8516
Claude Ritchey;2;Isiah Kiner-Falefa;0,8418
Claude Ritchey;3;Candy Nelson;0,8292
Claude Ritchey;4;Cesar Cedeno;0,8271
Claude Ritchey;5;Damaso Garcia;0,8207
Claudell Washington;1;Johnny Rawlings;0,9295
Claudell Washington;2;Newt Allen;0,9127
Claudell Washington;3;John Kruk;0,8492
Claudell Washington;4;Jeff King;0,8007
Claudell Washington;5;Lew Fonseca;0,7934
Clay Dalrymple;1;Jim Russell;0,9356
Clay Dalrymple;2;Jackie Bradley;0,8802
Clay Dalrymple;3;Bobby Higginson;0,8557
Clay Dalrymple;4;Ken Henderson;0,8543
Clay Dalrymple;5;Gary Ward;0,8482
Cleon Jones;1;Eddie Kasko;0,9345
Cleon Jones;2;Chet Laabs;0,9093
Cleon Jones;3;Mike Scioscia;0,8787
Cleon Jones;4;Dee Strange-Gordon;0,8738
Cleon Jones;5;Tony Peña;0,8664
Clete Boyer;1;Lyn Lary;0,8608
Clete Boyer;2;Jake Beckley;0,8193
Clete Boyer;3;Jerry Browne;0,8154
Clete Boyer;4;Ed Kirkpatrick;0,7946
Clete Boyer;5;Ossee Schrecongost;0,7833
Cliff Carroll;1;Mike Trout;0,941
Cliff Carroll;2;Charles Zimmer;0,8951
Cliff Carroll;3;Jose Pagan;0,8585
Cliff Carroll;4;Jeff Kent;0,8522
Cliff Carroll;5;Lou Whitaker;0,8421
Cliff Floyd;1;John Hummel;0,9531
Cliff Floyd;2;Joey Cora;0,9414
Cliff Floyd;3;Jerry Remy;0,9372
Cliff Floyd;4;Sid Gordon;0,9343
Cliff Floyd;5;Mo Vaughn;0,9079
Cliff Heathcote;1;Buck Weaver;0,8419
Cliff Heathcote;2;Eddie Stanky;0,8264
Cliff Heathcote;3;Bill Killefer;0,8172
Cliff Heathcote;4;Buddy Myer;0,8152
Cliff Heathcote;5;Rod Carew;0,8126
Cliff Johnson;1;Todd Walker;0,8852
Cliff Johnson;2;Barry Bonnell;0,8208
Cliff Johnson;3;Mike Grady;0,8083
Cliff Johnson;4;Gary Redus;0,7942
Cliff Johnson;5;Rocky Colavito;0,7847
Clint Barmes;1;Matt Wieters;0,9174
Clint Barmes;2;Rusty Greer;0,9109
Clint Barmes;3;Trevor Story;0,9043
Clint Barmes;4;Martin Maldonado;0,8916
Clint Barmes;5;Tony Kubek;0,8683
Clint Thomas;1;Frank White;0,9298
Clint Thomas;2;Gregg Jefferies;0,8903
Clint Thomas;3;Adam Jones;0,8872
Clint Thomas;4;Jack Smith;0,8712
Clint Thomas;5;Glenn Hubbard;0,8692
Clyde McCullough;1;Travis Jackson;0,8701
Clyde McCullough;2;Bill Robinson;0,8682
Clyde McCullough;3;John Morrill;0,8623
Clyde McCullough;4;Wally Pipp;0,8515
Clyde McCullough;5;Germany Schaefer;0,8406
Clyde Milan;1;George Shoch;0,9251
Clyde Milan;2;Bill McClellan;0,9225
Clyde Milan;3;Mike Stanley;0,9034
Clyde Milan;4;Bobby Byrne;0,8859
Clyde Milan;5;Hughie Jennings;0,8858
Coco Crisp;1;Cool Papa Bell;0,8843
Coco Crisp;2;Ryan Doumit;0,8814
Coco Crisp;3;Billy Shindle;0,8578
Coco Crisp;4;Dickie Thon;0,8362
Coco Crisp;5;AJ Pollock;0,8341
Cody Bellinger;1;Ivan de Jesus;0,8843
Cody Bellinger;2;Larry Gardner;0,8338
Cody Bellinger;3;Freddy Parent;0,831
Cody Bellinger;4;David Freese;0,8203
Cody Bellinger;5;Elmer Flick;0,803
Cody Ross;1;Curtis Granderson;0,953
Cody Ross;2;Cesar Hernandez;0,951
Cody Ross;3;Blondie Purcell;0,9259
Cody Ross;4;Hideki Matsui;0,9241
Cody Ross;5;Horace Ford;0,8836
Colby Rasmus;1;Lance Berkman;0,9337
Colby Rasmus;2;Aaron Rowand;0,8989
Colby Rasmus;3;Vernon Wells;0,8925
Colby Rasmus;4;Chone Figgins;0,8803
Colby Rasmus;5;Hank Sauer;0,8791
Connie Ryan;1;Charley Bassett;0,9595
Connie Ryan;2;Thomas Burns;0,942
Connie Ryan;3;Pie Traynor;0,9211
Connie Ryan;4;George Miller;0,8962
Connie Ryan;5;Wayne Garrett;0,8869
Cookie Lavagetto;1;Phil Garner;0,9585
Cookie Lavagetto;2;Jonathan Lucroy;0,9462
Cookie Lavagetto;3;Pat Meares;0,9301
Cookie Lavagetto;4;Elbie Fletcher;0,9296
Cookie Lavagetto;5;Hank Greenberg;0,9229
Cookie Rojas;1;Pete Incaviglia;0,863
Cookie Rojas;2;Patsy Dougherty;0,8382
Cookie Rojas;3;Tommy Helms;0,8191
Cookie Rojas;4;Kevin Seitzer;0,7994
Cookie Rojas;5;Jimmy Bloodworth;0,795
Cool Papa Bell;1;AJ Pollock;0,9225
Cool Papa Bell;2;Coco Crisp;0,8843
Cool Papa Bell;3;Dickie Thon;0,8742
Cool Papa Bell;4;Bill Mazeroski;0,8434
Cool Papa Bell;5;Denis Menke;0,8291
Corey Hart;1;Jeff Cirillo;0,9458
Corey Hart;2;Dan Ford;0,9047
Corey Hart;3;Johnny Pesky;0,8965
Corey Hart;4;Brad Ausmus;0,8838
Corey Hart;5;Hank Sauer;0,8697
Corey Koskie;1;Hector Lopez;0,9558
Corey Koskie;2;Joe Gordon;0,8977
Corey Koskie;3;George Case;0,8806
Corey Koskie;4;Tony Clark;0,8791
Corey Koskie;5;Matt Joyce;0,8655
Corey Patterson;1;Billy Hatcher;0,9327
Corey Patterson;2;John Flaherty;0,8769
Corey Patterson;3;George Wright;0,8622
Corey Patterson;4;Kelly Johnson;0,828
Corey Patterson;5;Bill Madlock;0,7928
Corey Seager;1;Ethan Allen;0,8576
Corey Seager;2;John Barry;0,8463
Corey Seager;3;Juan Encarnacion;0,8296
Corey Seager;4;Elston Howard;0,8261
Corey Seager;5;Mike Devereaux;0,8241
Craig Biggio;1;Johnny Bates;0,8855
Craig Biggio;2;John Hummel;0,8393
Craig Biggio;3;Joey Cora;0,8371
Craig Biggio;4;Bill McClellan;0,8268
Craig Biggio;5;Eddie Joost;0,8251
Craig Counsell;1;Jim Tabor;0,9201
Craig Counsell;2;Red Smith;0,8821
Craig Counsell;3;Leon Wagner;0,8655
Craig Counsell;4;Dal Maxvill;0,8493
Craig Counsell;5;John Mabry;0,8282
Craig Reynolds;1;Al Zarilla;0,9038
Craig Reynolds;2;Hal Chase;0,877
Craig Reynolds;3;Colby Rasmus;0,8294
Craig Reynolds;4;Don Money;0,8169
Craig Reynolds;5;Lance Berkman;0,7982
Cristian Guzman;1;Leon Durham;0,8479
Cristian Guzman;2;Eddie Mathews;0,8278
Cristian Guzman;3;Chris Hoiles;0,8266
Cristian Guzman;4;Dave Magadan;0,8162
Cristian Guzman;5;Carlos Gonzalez;0,8045
Crush Holloway;1;Sam Chapman;0,8881
Crush Holloway;2;Jacque Jones;0,8726
Crush Holloway;3;Fred Tenney;0,8055
Crush Holloway;4;Delmon Young;0,8027
Crush Holloway;5;Juan Samuel;0,783
Cub Stricker;1;Daryl Boston;0,9115
Cub Stricker;2;Dale Murphy;0,8453
Cub Stricker;3;Ray Chapman;0,823
Cub Stricker;4;Curt Welch;0,8062
Cub Stricker;5;Ken Reitz;0,7867
Cupid Childs;1;Abner Dalrymple;0,9074
Cupid Childs;2;John Clapp;0,8422
Cupid Childs;3;Joe Orsulak;0,8407
Cupid Childs;4;Brian Jordan;0,8279
Cupid Childs;5;Neil Walker;0,8219
Curt Flood;1;Jerry Priddy;0,9539
Curt Flood;2;Aaron Hicks;0,8777
Curt Flood;3;George Davis;0,8356
Curt Flood;4;Darren Daulton;0,8326
Curt Flood;5;Donovan Solano;0,8067
Curt Walker;1;Leo Cardenas;0,8444
Curt Walker;2;Danny Murphy;0,8284
Curt Walker;3;Augie Galan;0,8071
Curt Walker;4;Benito Santiago;0,807
Curt Walker;5;B. J. Surhoff;0,8032
Curt Welch;1;Daryl Boston;0,9234
Curt Welch;2;Ossie Bluege;0,9072
Curt Welch;3;Brandon Phillips;0,889
Curt Welch;4;George Gore;0,8839
Curt Welch;5;Al Simmons;0,875
Curtis Granderson;1;Cody Ross;0,953
Curtis Granderson;2;Hideki Matsui;0,8754
Curtis Granderson;3;Ryan Doumit;0,8667
Curtis Granderson;4;Bobby Higginson;0,8574
Curtis Granderson;5;Glenn Wright;0,8523
Cy Seymour;1;Denny Doyle;0,9849
Cy Seymour;2;Tino Martinez;0,927
Cy Seymour;3;Chad Curtis;0,9183
Cy Seymour;4;Marwin Gonzalez;0,8973
Cy Seymour;5;Bob Allison;0,8817
Cy Williams;1;Johnny Rawlings;0,8771
Cy Williams;2;Tillie Walker;0,8762
Cy Williams;3;Buck Weaver;0,8495
Cy Williams;4;Jose Cardenal;0,829
Cy Williams;5;Eddie Joost;0,824
DJ LeMahieu;1;Matty McIntyre;0,8894
DJ LeMahieu;2;Jack Doyle;0,8756
DJ LeMahieu;3;Travis Jackson;0,8519
DJ LeMahieu;4;Bobby Lowe;0,8383
DJ LeMahieu;5;Carlos Delgado;0,8282
Dal Maxvill;1;Frank Malzone;0,9135
Dal Maxvill;2;Bill Skowron;0,8647
Dal Maxvill;3;Craig Counsell;0,8493
Dal Maxvill;4;David Freese;0,8438
Dal Maxvill;5;Topsy Hartsel;0,8302
Dale Murphy;1;Daryl Boston;0,9007
Dale Murphy;2;Hank Severeid;0,8755
Dale Murphy;3;Ray Chapman;0,8744
Dale Murphy;4;Cub Stricker;0,8453
Dale Murphy;5;Curt Welch;0,8199
Damaso Garcia;1;Cesar Cedeno;0,957
Damaso Garcia;2;Candy Nelson;0,9376
Damaso Garcia;3;Mike Mowrey;0,9236
Damaso Garcia;4;Mike Cameron;0,9048
Damaso Garcia;5;Chicken Wolf;0,9038
Damian Miller;1;Dick Stuart;0,9323
Damian Miller;2;Jody Reed;0,9015
Damian Miller;3;Ivan de Jesus;0,8717
Damian Miller;4;Lyle Overbay;0,8689
Damian Miller;5;Joe Cunningham;0,8429
Damion Easley;1;Doc Bushong;0,9407
Damion Easley;2;Tommie Agee;0,9138
Damion Easley;3;Rube Oldring;0,8767
Damion Easley;4;Matty Alou;0,868
Damion Easley;5;Mark DeRosa;0,8664
Dan Brouthers;1;Sibby Sisti;0,8743
Dan Brouthers;2;Cody Ross;0,8633
Dan Brouthers;3;George Pinkney;0,8543
Dan Brouthers;4;Bernard Gilkey;0,8415
Dan Brouthers;5;Cesar Hernandez;0,831
Dan Driessen;1;Sixto Lezcano;0,9557
Dan Driessen;2;Leon Durham;0,8338
Dan Driessen;3;Mike Lum;0,8237
Dan Driessen;4;Wes Helms;0,821
Dan Driessen;5;Willie Randolph;0,8149
Dan Ford;1;Earl Sheely;0,9169
Dan Ford;2;Gus Triandos;0,9154
Dan Ford;3;Corey Hart;0,9047
Dan Ford;4;Jody Davis;0,8904
Dan Ford;5;Hank Sauer;0,8855
Dan Gladden;1;Walt Dropo;0,9075
Dan Gladden;2;Kid Elberfeld;0,8708
Dan Gladden;3;Tommy Pham;0,8453
Dan Gladden;4;Mickey Stanley;0,832
Dan Gladden;5;Martin Maldonado;0,8285
Dan McGann;1;Logan Morrison;0,9117
Dan McGann;2;Orator Shafer;0,8934
Dan McGann;3;Rick Manning;0,8379
Dan McGann;4;Pete Incaviglia;0,8059
Dan McGann;5;Tony Oliva;0,7822
Dan Meyer;1;Matt Lawton;0,9446
Dan Meyer;2;Orlando Merced;0,9077
Dan Meyer;3;Danny Richardson;0,9031
Dan Meyer;4;Tommy Thevenow;0,8938
Dan Meyer;5;Harry Hooper;0,8934
Dan Uggla;1;Wid Conroy;0,9456
Dan Uggla;2;Trot Nixon;0,9335
Dan Uggla;3;Zoilo Versalles;0,9123
Dan Uggla;4;John Peters;0,9001
Dan Uggla;5;Don Mueller;0,8988
Dan Wilson;1;Jackie Bradley;0,8921
Dan Wilson;2;Kevin Millar;0,89
Dan Wilson;3;Ed McFarland;0,8729
Dan Wilson;4;Whit Merrifield;0,8644
Dan Wilson;5;Pop Smith;0,8536
Daniel Murphy;1;Jose Pagan;0,8817
Daniel Murphy;2;Paul O'Neill;0,8572
Daniel Murphy;3;Edwin Encarnacion;0,8421
Daniel Murphy;4;Bob Johnson;0,8215
Daniel Murphy;5;Hugh Duffy;0,8059
Danny Cater;1;Willie Wilson;0,8996
Danny Cater;2;Willie Davis;0,8751
Danny Cater;3;Billy Sullivan;0,8598
Danny Cater;4;Dick Stuart;0,8492
Danny Cater;5;Maicer Izturis;0,8443
Danny Hoffman;1;Ron Fairly;0,9585
Danny Hoffman;2;Ed Herrmann;0,9388
Danny Hoffman;3;Buster Posey;0,8511
Danny Hoffman;4;Josh Harrison;0,8476
Danny Hoffman;5;Bobby Abreu;0,8426
Danny Litwhiler;1;Edgar Renteria;0,9207
Danny Litwhiler;2;Jay Johnstone;0,9185
Danny Litwhiler;3;Larry Hisle;0,9082
Danny Litwhiler;4;Alex Gonzalez;0,8995
Danny Litwhiler;5;Tommy Griffith;0,8829
Danny Murphy;1;Del Pratt;0,8858
Danny Murphy;2;Dave Martinez;0,8734
Danny Murphy;3;Sam Thompson;0,8647
Danny Murphy;4;Roger Metzger;0,8492
Danny Murphy;5;Troy O'Leary;0,8349
Danny O'Connell;1;Yan Gomes;0,8945
Danny O'Connell;2;Shin-Soo Choo;0,8629
Danny O'Connell;3;Tony Cuccinello;0,853
Danny O'Connell;4;Mike Greenwell;0,8498
Danny O'Connell;5;Wes Covington;0,8359
Danny Richardson;1;Dan Meyer;0,9031
Danny Richardson;2;Tommy Thevenow;0,8562
Danny Richardson;3;Alex Cora;0,8546
Danny Richardson;4;Bobby Thomson;0,8385
Danny Richardson;5;Lee May;0,8218
Danny Tartabull;1;Gary Pettis;0,8388
Danny Tartabull;2;Glenn Wright;0,8198
Danny Tartabull;3;Ralph Young;0,8188
Danny Tartabull;4;Milt Thompson;0,8137
Danny Tartabull;5;Kent Hrbek;0,8125
Dansby Swanson;1;Brian Giles;0,9403
Dansby Swanson;2;Frank Warfield;0,9205
Dansby Swanson;3;Lee Stevens;0,899
Dansby Swanson;4;Mike Sweeney;0,8943
Dansby Swanson;5;Heinie Wagner;0,8935
Dante Bichette;1;Al Bridwell;0,9323
Dante Bichette;2;Ken Williams;0,9048
Dante Bichette;3;Sid Gordon;0,8696
Dante Bichette;4;John Hummel;0,8589
Dante Bichette;5;Johnny Bates;0,8544
Darin Erstad;1;Trot Nixon;0,8947
Darin Erstad;2;Kelly Johnson;0,8821
Darin Erstad;3;Adam Frazier;0,8706
Darin Erstad;4;Mike Lum;0,8392
Darin Erstad;5;Hoot Evers;0,8322
Darrell Evans;1;Newt Joseph;0,9088
Darrell Evans;2;Heinie Zimmerman;0,8886
Darrell Evans;3;Jo-Jo White;0,8569
Darrell Evans;4;Jim King;0,8445
Darrell Evans;5;Ed McFarland;0,8444
Darrell Porter;1;Chris Chambliss;0,8214
Darrell Porter;2;Eric Hosmer;0,7926
Darrell Porter;3;Ronnie Belliard;0,772
Darrell Porter;4;Doug Rader;0,7591
Darrell Porter;5;Nick Hundley;0,7452
Darren Daulton;1;Aaron Hicks;0,9174
Darren Daulton;2;George Davis;0,9137
Darren Daulton;3;Ray Durham;0,912
Darren Daulton;4;Eugenio Suarez;0,8982
Darren Daulton;5;Sid Gordon;0,883
Darren Lewis;1;Rafael Furcal;0,8502
Darren Lewis;2;Gary Redus;0,8498
Darren Lewis;3;Turkey Stearnes;0,8238
Darren Lewis;4;Lorenzo Cain;0,8153
Darren Lewis;5;Barry Bonnell;0,7988
Darrin Fletcher;1;Sam Rice;0,8737
Darrin Fletcher;2;Carl Crawford;0,8679
Darrin Fletcher;3;Buck Weaver;0,8643
Darrin Fletcher;4;Wilmer Flores;0,8437
Darrin Fletcher;5;Eddie Stanky;0,8258
Darryl Hamilton;1;Ray Schalk;0,9187
Darryl Hamilton;2;Deron Johnson;0,8284
Darryl Hamilton;3;Pete Incaviglia;0,817
Darryl Hamilton;4;Judy Johnson;0,8141
Darryl Hamilton;5;Rick Cerone;0,8059
Darryl Strawberry;1;John Shelby;0,9628
Darryl Strawberry;2;Guy Hecker;0,8957
Darryl Strawberry;3;Willie Crawford;0,8504
Darryl Strawberry;4;Dan Meyer;0,8314
Darryl Strawberry;5;Kyle Seager;0,8265
Daryl Boston;1;Don Kessinger;0,9423
Daryl Boston;2;George Gore;0,9389
Daryl Boston;3;Curt Welch;0,9234
Daryl Boston;4;Cub Stricker;0,9115
Daryl Boston;5;Xander Bogaerts;0,9095
Dave Bancroft;1;Aaron Judge;0,8417
Dave Bancroft;2;Hardy Richardson;0,8325
Dave Bancroft;3;Michael Barrett;0,8232
Dave Bancroft;4;Mike Heath;0,8217
Dave Bancroft;5;Everett Scott;0,8019
Dave Cash;1;Kendrys Morales;0,8672
Dave Cash;2;Tony Oliva;0,8669
Dave Cash;3;Lou Criger;0,8527
Dave Cash;4;Fielder Jones;0,8467
Dave Cash;5;Gus Mancuso;0,8173
Dave Collins;1;Tommie Agee;0,9403
Dave Collins;2;Fernando Vina;0,8954
Dave Collins;3;Mark DeRosa;0,8784
Dave Collins;4;Ripper Collins;0,8609
Dave Collins;5;Josh Hamilton;0,8574
Dave Concepcion;1;Donovan Solano;0,9646
Dave Concepcion;2;Mariano Duncan;0,8797
Dave Concepcion;3;Whitey Witt;0,8746
Dave Concepcion;4;Doc Bushong;0,8631
Dave Concepcion;5;Rube Oldring;0,8453
Dave Duncan;1;Jim Landis;0,9331
Dave Duncan;2;George Kelly;0,9238
Dave Duncan;3;Ty Wigginton;0,9064
Dave Duncan;4;Don Mattingly;0,9008
Dave Duncan;5;John Valentin;0,9003
Dave Foutz;1;Cesar Hernandez;0,926
Dave Foutz;2;Jack Manning;0,879
Dave Foutz;3;Adam Kennedy;0,8626
Dave Foutz;4;Roy Howell;0,858
Dave Foutz;5;Michael Taylor;0,8515
Dave Henderson;1;Dick Green;0,8733
Dave Henderson;2;Tony Perez;0,8199
Dave Henderson;3;Guy Hecker;0,7782
Dave Henderson;4;Larry Bowa;0,7758
Dave Henderson;5;Derek Bell;0,7738
Dave Kingman;1;Jim Delahanty;0,8459
Dave Kingman;2;Vern Stephens;0,8334
Dave Kingman;3;Glenallen Hill;0,7767
Dave Kingman;4;Germany Schaefer;0,7716
Dave Kingman;5;Charley O'Leary;0,7605
Dave Magadan;1;Boog Powell;0,835
Dave Magadan;2;Bill Madlock;0,8253
Dave Magadan;3;Cristian Guzman;0,8162
Dave Magadan;4;Jurickson Profar;0,8027
Dave Magadan;5;Rick Cerone;0,7997
Dave Martinez;1;Danny Murphy;0,8734
Dave Martinez;2;Taffy Wright;0,8473
Dave Martinez;3;Jackie Brandt;0,8456
Dave Martinez;4;Tony Kubek;0,8133
Dave Martinez;5;Troy O'Leary;0,8128
Dave May;1;Matt Olson;0,8935
Dave May;2;Howie Kendrick;0,8636
Dave May;3;Mike Hargrove;0,8574
Dave May;4;John Anderson;0,8298
Dave May;5;Tom Herr;0,8225
Dave Parker;1;Miguel Olivo;0,9462
Dave Parker;2;Jim Landis;0,8962
Dave Parker;3;Michael Bourn;0,8735
Dave Parker;4;Ralph Kiner;0,8663
Dave Parker;5;Orlando Hudson;0,8516
Dave Philley;1;Roy Cullenbine;0,8547
Dave Philley;2;Jackie Hayes;0,8536
Dave Philley;3;Al Zarilla;0,8526
Dave Philley;4;Paul Schaal;0,8497
Dave Philley;5;Josh Harrison;0,8473
Dave Winfield;1;Russ Wrightstone;0,8988
Dave Winfield;2;Sam Wise;0,868
Dave Winfield;3;Carson Bigbee;0,8654
Dave Winfield;4;Denny Doyle;0,8463
Dave Winfield;5;Ketel Marte;0,8124
Davey Johnson;1;Bill Killefer;0,9073
Davey Johnson;2;Royce Clayton;0,9011
Davey Johnson;3;Roy McMillan;0,883
Davey Johnson;4;Carlos Lee;0,8583
Davey Johnson;5;Roger Peckinpaugh;0,8525
Davey Lopes;1;Anthony Rendon;0,9398
Davey Lopes;2;Granny Hamner;0,8856
Davey Lopes;3;Sibby Sisti;0,843
Davey Lopes;4;Yasmani Grandal;0,8421
Davey Lopes;5;Chone Figgins;0,8406
David Bell;1;Marty Cordova;0,8677
David Bell;2;Ethan Allen;0,8371
David Bell;3;Howie Shanks;0,8019
David Bell;4;Corey Seager;0,795
David Bell;5;Joc Pederson;0,7785
David DeJesus;1;Hank Sauer;0,8873
David DeJesus;2;Colby Rasmus;0,8626
David DeJesus;3;Rick Ferrell;0,8485
David DeJesus;4;Bill Mazeroski;0,8194
David DeJesus;5;Rick Miller;0,8033
David Eckstein;1;Del Rice;0,8521
David Eckstein;2;Patsy Tebeau;0,8493
David Eckstein;3;Wilson Ramos;0,8446
David Eckstein;4;Bill Kuehne;0,8008
David Eckstein;5;Joe Vosmik;0,7958
David Freese;1;Matt Chapman;0,859
David Freese;2;Dal Maxvill;0,8438
David Freese;3;Ivan de Jesus;0,8344
David Freese;4;Jim King;0,828
David Freese;5;Larry Gardner;0,8251
David Justice;1;Charlie Ganzel;0,8728
David Justice;2;Phil Rizzuto;0,8108
David Justice;3;Corey Seager;0,8034
David Justice;4;Elston Howard;0,8005
David Justice;5;Wade Johnston;0,7741
David Murphy;1;Tim McCarver;0,8903
David Murphy;2;Omar Moreno;0,8357
David Murphy;3;Kurt Suzuki;0,8167
David Murphy;4;Richie Zisk;0,8122
David Murphy;5;Kelly Johnson;0,8092
David Ortiz;1;Johnny Bates;0,8857
David Ortiz;2;Hank Severeid;0,8662
David Ortiz;3;Bill White;0,8562
David Ortiz;4;Muddy Ruel;0,8493
David Ortiz;5;Joe Oliver;0,8403
David Peralta;1;Shanty Hogan;0,9442
David Peralta;2;Jack McCarthy;0,9134
David Peralta;3;Buck Herzog;0,8955
David Peralta;4;Michael Conforto;0,8793
David Peralta;5;Tom Tresh;0,8608
David Segui;1;Roberto Alomar;0,9456
David Segui;2;John Hummel;0,938
David Segui;3;Johnny Bates;0,9131
David Segui;4;Kolten Wong;0,877
David Segui;5;Ray Durham;0,8689
David Wright;1;Jimmy Archer;0,9262
David Wright;2;Heinie Peitz;0,9123
David Wright;3;Don Mueller;0,8406
David Wright;4;Arky Vaughan;0,8389
David Wright;5;Dustin Pedroia;0,8321
Davy Force;1;Barry McCormick;0,8889
Davy Force;2;Juan Rivera;0,8806
Davy Force;3;Buck Freeman;0,8777
Davy Force;4;Yunel Escobar;0,8503
Davy Force;5;Pinky Higgins;0,8446
Davy Jones;1;Cap Anson;0,8976
Davy Jones;2;Monte Irvin;0,8218
Davy Jones;3;Walt Dropo;0,8127
Davy Jones;4;Gary Sanchez;0,806
Davy Jones;5;Cecil Fielder;0,8038
Deacon McGuire;1;Don Buford;0,9206
Deacon McGuire;2;Mike Moustakas;0,8697
Deacon McGuire;3;Kiki Cuyler;0,8255
Deacon McGuire;4;Lee Tannehill;0,8216
Deacon McGuire;5;Robby Thompson;0,8063
Deacon White;1;Norm Siebern;0,8884
Deacon White;2;Troy O'Leary;0,8838
Deacon White;3;Bobby Thomson;0,8675
Deacon White;4;Wes Helms;0,8118
Deacon White;5;Cesar Geronimo;0,8079
Dean Palmer;1;Glenallen Hill;0,9052
Dean Palmer;2;Jack Boyle;0,903
Dean Palmer;3;Brooks Robinson;0,8846
Dean Palmer;4;Miguel Tejada;0,8643
Dean Palmer;5;Sid Farrar;0,8629
Dee Strange-Gordon;1;Mike Scioscia;0,9234
Dee Strange-Gordon;2;Eddie Kasko;0,9147
Dee Strange-Gordon;3;Chicken Wolf;0,8848
Dee Strange-Gordon;4;Tony Peña;0,8781
Dee Strange-Gordon;5;Minnie Miñoso;0,878
Deivi Cruz;1;Luis Alicea;0,8837
Deivi Cruz;2;Bob Skinner;0,8755
