Jugador_Base;Ranking;Jugador_Comparable;Similitud_Coseno
Joe Dugan;2;Ross Youngs;1,0
Joe Dugan;3;Stuffy McInnis;1,0
Joe Dugan;4;Wilbur Cooper;1,0
Joe Dugan;5;Roger Bresnahan;1,0
Zach Duke;1;Josh Jung;1,0
Zach Duke;2;Khalil Greene;1,0
Zach Duke;3;Josh Phelps;1,0
Zach Duke;4;Gustavo Chacin;1,0
Zach Duke;5;James Outman;1,0
Chris Duncan;1;Michael Pineda;1,0
Chris Duncan;2;Bud Smith;1,0
Chris Duncan;3;Pedro Feliz;1,0
Chris Duncan;4;Gaby Sanchez;1,0
Chris Duncan;5;Miguel Sano;1,0
Mariano Duncan;1;Kevin Young;1,0
Mariano Duncan;2;Yonder Alonso;1,0
Mariano Duncan;3;Oscar Zamora;1,0
Mariano Duncan;4;Gary Alexander;1,0
Mariano Duncan;5;Mike Young;1,0
Adam Dunn;1;Greg Vaughn;0,9859
Adam Dunn;2;Mike Lieberthal;0,9829
Adam Dunn;3;John Jaha;0,9793
Adam Dunn;4;Fernando Tatis;0,9793
Adam Dunn;5;Daniel Bard;0,9793
Mike Dunne;1;Jim Nash;1,0
Mike Dunne;2;Mike Nagy;1,0
Mike Dunne;3;Rolando Arrojo;1,0
Mike Dunne;4;Craig McMurtry;1,0
Mike Dunne;5;Marcelino Lopez;1,0
Shawon Dunston;1;Rico Petrocelli;1,0
Shawon Dunston;2;Larry McWilliams;1,0
Shawon Dunston;3;Willie Montanez;1,0
Shawon Dunston;4;Toby Harrah;1,0
Shawon Dunston;5;Jim Bibby;1,0
Jarren Duran;1;Kyle Schwarber;0,8849
Jarren Duran;2;Alex Bregman;0,8594
Jarren Duran;3;Leon Wagner;0,8306
Jarren Duran;4;Ken Griffey;0,8272
Jarren Duran;5;Johnny Callison;0,8243
Jhoan Duran;1;Nick Anderson;0,8339
Jhoan Duran;2;Adley Rutschman;0,7832
Jhoan Duran;3;Walker Buehler;0,7827
Jhoan Duran;4;Zac Gallen;0,7422
Jhoan Duran;5;Corbin Burnes;0,6858
Erubiel Durazo;1;Kevin Young;1,0
Erubiel Durazo;2;Yonder Alonso;1,0
Erubiel Durazo;3;Oscar Zamora;1,0
Erubiel Durazo;4;Gary Alexander;1,0
Erubiel Durazo;5;Mike Young;1,0
Ryne Duren;1;Cade Horton;1,0
Ryne Duren;2;Ken Hunt;1,0
Ryne Duren;3;Dick Howser;1,0
Ryne Duren;4;Clint Courtney;1,0
Ryne Duren;5;Richie Ashburn;1,0
Leon Durham;1;Terry Kennedy;1,0
Leon Durham;2;Josh Bell;0,9519
Leon Durham;3;Tim Anderson;0,9092
Leon Durham;4;Keith Moreland;0,8457
Leon Durham;5;Glenallen Hill;0,8457
Ray Durham;1;Adam Eaton;1,0
Ray Durham;2;Colby Rasmus;1,0
Ray Durham;3;Dan Driessen;1,0
Ray Durham;4;Len Barker;1,0
Ray Durham;5;Candy Maldonado;1,0
Adam Duvall;1;Kyle Seager;1,0
Adam Duvall;2;Rick Manning;1,0
Adam Duvall;3;Sixto Lezcano;1,0
Adam Duvall;4;Ty France;1,0
Adam Duvall;5;Jose Cruz;0,9498
Jim Dwyer;1;Kevin Young;1,0
Jim Dwyer;2;Yonder Alonso;1,0
Jim Dwyer;3;Oscar Zamora;1,0
Jim Dwyer;4;Gary Alexander;1,0
Jim Dwyer;5;Mike Young;1,0
Jermaine Dye;1;Troy Glaus;0,8711
Jermaine Dye;2;Gene Tenace;0,8456
Jermaine Dye;3;Scott Brosius;0,8249
Jermaine Dye;4;Bucky Dent;0,8014
Jermaine Dye;5;Ralph Terry;0,7842
Jimmy Dykes;1;Eddie Ainsmith;1,0
Jimmy Dykes;2;Dode Paskert;1,0
Jimmy Dykes;3;Marv Owen;1,0
Jimmy Dykes;4;Jesse Barnes;1,0
Jimmy Dykes;5;Dick Newsome;1,0
Lenny Dykstra;1;Ben Oglivie;1,0
Lenny Dykstra;2;Lloyd Moseby;0,9782
Lenny Dykstra;3;Jose Reyes;0,9609
Lenny Dykstra;4;Mike Greenwell;0,9609
Lenny Dykstra;5;Charlie Blackmon;0,9334
George Earnshaw;1;Vic Raschi;1,0
George Earnshaw;2;Bill Nicholson;0,9958
George Earnshaw;3;Whit Wyatt;0,9922
George Earnshaw;4;Wally Berger;0,9922
George Earnshaw;5;Herb Pennock;0,9922
Damion Easley;1;Michael Cuddyer;1,0
Damion Easley;2;Riley Greene;1,0
Damion Easley;3;Michael Barrett;1,0
Damion Easley;4;Jack Wilson;1,0
Damion Easley;5;A. J. Pierzynski;1,0
Mike Easler;1;Kevin Young;1,0
Mike Easler;2;Yonder Alonso;1,0
Mike Easler;3;Oscar Zamora;1,0
Mike Easler;4;Gary Alexander;1,0
Mike Easler;5;Mike Young;1,0
Luke Easter;1;Bobby Ayala;1,0
Luke Easter;2;Ferris Fain;0,9423
Luke Easter;3;Jackie Jensen;0,8401
Luke Easter;4;Hank Sauer;0,8367
Luke Easter;5;Tony Armas;0,7522
Rawly Eastwick;1;Jeff Russell;1,0
Rawly Eastwick;2;Antonio Alfonseca;1,0
Rawly Eastwick;3;Jeff Montgomery;0,9946
Rawly Eastwick;4;Al Holland;0,9946
Rawly Eastwick;5;Bill Campbell;0,9857
Adam Eaton;1;Ray Durham;1,0
Adam Eaton;2;Colby Rasmus;1,0
Adam Eaton;3;Dan Driessen;1,0
Adam Eaton;4;Len Barker;1,0
Adam Eaton;5;Candy Maldonado;1,0
Dennis Eckersley;1;Lee Smith;0,7458
Dennis Eckersley;2;Dave Righetti;0,7436
Dennis Eckersley;3;Rollie Fingers;0,7371
Dennis Eckersley;4;Dan Quisenberry;0,7354
Dennis Eckersley;5;Steve Bedrosian;0,7236
David Eckstein;1;Don Larsen;1,0
David Eckstein;2;Lew Burdette;1,0
David Eckstein;3;Larry Sherry;1,0
David Eckstein;4;Rick Dempsey;1,0
David Eckstein;5;Johnny Podres;1,0
Tommy Edman;1;Chris Taylor;0,9958
Tommy Edman;2;Craig Counsell;0,9929
Tommy Edman;3;Sterling Hitchcock;0,9929
Tommy Edman;4;Jeff Suppan;0,9929
Tommy Edman;5;Howie Kendrick;0,9929
Jim Edmonds;1;Orlando Cabrera;0,9716
Jim Edmonds;2;Asdrubal Cabrera;0,9694
Jim Edmonds;3;Elvis Andrus;0,9543
Jim Edmonds;4;Mike Lowell;0,8927
Jim Edmonds;5;Andrelton Simmons;0,8781
Bruce Edwards;1;Ivey Wingo;1,0
Bruce Edwards;2;Dutch Leonard;1,0
Bruce Edwards;3;Hank Leiber;1,0
Bruce Edwards;4;Ernie White;1,0
Bruce Edwards;5;Red Lucas;1,0
Johnny Edwards;1;Dansby Swanson;1,0
Johnny Edwards;2;Ray Fosse;1,0
Johnny Edwards;3;Frank Malzone;0,9685
Johnny Edwards;4;Sherm Lollar;0,9685
Johnny Edwards;5;Joe Pepitone;0,9685
Howard Ehmke;1;Eddie Ainsmith;1,0
Howard Ehmke;2;Dode Paskert;1,0
Howard Ehmke;3;Marv Owen;1,0
Howard Ehmke;4;Jesse Barnes;1,0
Howard Ehmke;5;Dick Newsome;1,0
Mark Eichhorn;1;Jim Nash;1,0
Mark Eichhorn;2;Mike Nagy;1,0
Mark Eichhorn;3;Rolando Arrojo;1,0
Mark Eichhorn;4;Craig McMurtry;1,0
Mark Eichhorn;5;Marcelino Lopez;1,0
Scott Elarton;1;Kevin Young;1,0
Scott Elarton;2;Yonder Alonso;1,0
Scott Elarton;3;Oscar Zamora;1,0
Scott Elarton;4;Gary Alexander;1,0
Scott Elarton;5;Mike Young;1,0
Cal Eldred;1;Bill Gullickson;0,9817
Cal Eldred;2;Kevin Appier;0,9817
Cal Eldred;3;Mark Clear;0,9817
Cal Eldred;4;Juan Guzman;0,9306
Cal Eldred;5;James Baldwin;0,9306
Bob Elliott;1;Phil Cavarretta;0,9519
Bob Elliott;2;Paul Waner;0,9372
Bob Elliott;3;Mickey Cochrane;0,9137
Bob Elliott;4;Johnny Evers;0,9116
Bob Elliott;5;Jim Bottomley;0,9089
Dock Ellis;1;Clyde Wright;1,0
Dock Ellis;2;Gil Meche;1,0
Dock Ellis;3;Alex Johnson;1,0
Dock Ellis;4;Al Downing;1,0
Dock Ellis;5;Kevin Elster;1,0
Mark Ellis;1;Kevin Young;1,0
Mark Ellis;2;Yonder Alonso;1,0
Mark Ellis;3;Oscar Zamora;1,0
Mark Ellis;4;Gary Alexander;1,0
Mark Ellis;5;Mike Young;1,0
Jacoby Ellsbury;1;Asdrubal Cabrera;0,7286
Jacoby Ellsbury;2;Orlando Cabrera;0,7243
Jacoby Ellsbury;3;Elvis Andrus;0,7242
Jacoby Ellsbury;4;Jim Edmonds;0,7217
Jacoby Ellsbury;5;Andrelton Simmons;0,6691
Kevin Elster;1;Clyde Wright;1,0
Kevin Elster;2;Gil Meche;1,0
Kevin Elster;3;Alex Johnson;1,0
Kevin Elster;4;Al Downing;1,0
Kevin Elster;5;Dock Ellis;1,0
Edwin Encarnacion;1;Bill Buckner;0,9607
Edwin Encarnacion;2;Von Hayes;0,9607
Edwin Encarnacion;3;Gary Ward;0,9591
Edwin Encarnacion;4;Eugenio Suarez;0,9591
Edwin Encarnacion;5;Brian Jordan;0,9591
Del Ennis;1;Richie Ashburn;0,9971
Del Ennis;2;Ken Hunt;0,9971
Del Ennis;3;Dick Howser;0,9971
Del Ennis;4;Carl Willey;0,9971
Del Ennis;5;Cade Horton;0,9971
Morgan Ensberg;1;Rich Aurilia;1,0
Morgan Ensberg;2;Jeff Blauser;1,0
Morgan Ensberg;3;Joe Crede;0,9523
Morgan Ensberg;4;Felipe Lopez;0,9265
Morgan Ensberg;5;Yandy Diaz;0,9265
Nathan Eovaldi;1;Jack Flaherty;1,0
Nathan Eovaldi;2;Freddy Peralta;1,0
Nathan Eovaldi;3;Sonny Gray;0,9931
Nathan Eovaldi;4;Dylan Cease;0,9779
Nathan Eovaldi;5;Cristopher Sanchez;0,9649
Scott Erickson;1;Don Aase;1,0
Scott Erickson;2;Scott McGregor;1,0
Scott Erickson;3;Charlie Lea;1,0
Scott Erickson;4;Frankie Montas;1,0
Scott Erickson;5;Kent Mercker;1,0
Darin Erstad;1;J. J. Hardy;0,9188
Darin Erstad;2;Amos Otis;0,8811
Darin Erstad;3;Steve Finley;0,8796
Darin Erstad;4;J. T. Snow;0,8727
Darin Erstad;5;Kenny Lofton;0,871
Nick Esasky;1;Art Howe;1,0
Nick Esasky;2;Mike Davis;1,0
Nick Esasky;3;Emilio Bonifacio;1,0
Nick Esasky;4;Scott Fletcher;1,0
Nick Esasky;5;Glenallen Hill;1,0
Alcides Escobar;1;Marty Barrett;0,9963
Alcides Escobar;2;Koji Uehara;0,9963
Alcides Escobar;3;Matt Garza;0,9937
Alcides Escobar;4;Adam Kennedy;0,9937
Alcides Escobar;5;Lorenzo Cain;0,9926
Eduardo Escobar;1;Jeff King;1,0
Eduardo Escobar;2;Kevin Bass;1,0
Eduardo Escobar;3;Chris Hoiles;1,0
Eduardo Escobar;4;Ralph Garr;1,0
Eduardo Escobar;5;Joe Randa;1,0
Kelvim Escobar;1;Kevin Young;1,0
Kelvim Escobar;2;Yonder Alonso;1,0
Kelvim Escobar;3;Oscar Zamora;1,0
Kelvim Escobar;4;Gary Alexander;1,0
Kelvim Escobar;5;Mike Young;1,0
Yunel Escobar;1;Kevin Young;1,0
Yunel Escobar;2;Yonder Alonso;1,0
Yunel Escobar;3;Oscar Zamora;1,0
Yunel Escobar;4;Gary Alexander;1,0
Yunel Escobar;5;Mike Young;1,0
Danny Espinosa;1;Kevin Young;1,0
Danny Espinosa;2;Yonder Alonso;1,0
Danny Espinosa;3;Oscar Zamora;1,0
Danny Espinosa;4;Gary Alexander;1,0
Danny Espinosa;5;Mike Young;1,0
Carlos Estevez;1;Shane Greene;1,0
Carlos Estevez;2;B. J. Ryan;1,0
Carlos Estevez;3;Matt Barnes;1,0
Carlos Estevez;4;Takashi Saito;1,0
Carlos Estevez;5;Kyle Barraclough;1,0
Chuck Estrada;1;Bill Voiselle;0,9897
Chuck Estrada;2;Sam Jones;0,9719
Chuck Estrada;3;Preacher Roe;0,9719
Chuck Estrada;4;Sam McDowell;0,9719
Chuck Estrada;5;Ron Bryant;0,9719
Johnny Estrada;1;Edgardo Alfonzo;1,0
Johnny Estrada;2;Eric Young;1,0
Johnny Estrada;3;Donovan Solano;1,0
Johnny Estrada;4;Matt Nokes;1,0
Johnny Estrada;5;Cedric Mullins;1,0
Andre Ethier;1;Tino Martinez;0,8917
Andre Ethier;2;Nathaniel Lowe;0,8689
Andre Ethier;3;Brian Giles;0,8519
Andre Ethier;4;Wally Joyner;0,8519
Andre Ethier;5;Brett Gardner;0,8517
Nick Etten;1;Eddie Ainsmith;1,0
Nick Etten;2;Dode Paskert;1,0
Nick Etten;3;Marv Owen;1,0
Nick Etten;4;Jesse Barnes;1,0
Nick Etten;5;Dick Newsome;1,0
Darrell Evans;1;Von Hayes;0,9413
Darrell Evans;2;Bill Buckner;0,9413
Darrell Evans;3;Eugenio Suarez;0,9408
Darrell Evans;4;Brian Jordan;0,9408
Darrell Evans;5;Gary Ward;0,9408
Dwight Evans;1;Eric Chavez;0,9311
Dwight Evans;2;Mark Teixeira;0,906
Dwight Evans;3;Cesar Cedeno;0,8554
Dwight Evans;4;Darin Erstad;0,8331
Dwight Evans;5;Matt Williams;0,8318
Carl Everett;1;Carlos Martinez;1,0
Carl Everett;2;Todd Zeile;1,0
Carl Everett;3;Candy Maldonado;1,0
Carl Everett;4;Ray Durham;1,0
Carl Everett;5;David Segui;1,0
Johnny Evers;1;Roger Peckinpaugh;0,9415
Johnny Evers;2;Frank Schulte;0,9415
Johnny Evers;3;Jake Daubert;0,9365
Johnny Evers;4;Phil Cavarretta;0,9183
Johnny Evers;5;Bob Elliott;0,9116
Red Faber;1;Ivey Wingo;1,0
Red Faber;2;Dutch Leonard;1,0
Red Faber;3;Hank Leiber;1,0
Red Faber;4;Ernie White;1,0
Red Faber;5;Red Lucas;1,0
Roy Face;1;Ken Sanders;1,0
Roy Face;2;Dave Giusti;1,0
Roy Face;3;Mike Fornieles;1,0
Roy Face;4;Eddie Fisher;1,0
Roy Face;5;Minnie Rojas;1,0
Ferris Fain;1;Bobby Ayala;0,9423
Ferris Fain;2;Luke Easter;0,9423
Ferris Fain;3;Ralph Kiner;0,9085
Ferris Fain;4;Hank Sauer;0,8333
Ferris Fain;5;Tony Armas;0,7974
Cy Falkenberg;1;Eddie Ainsmith;1,0
Cy Falkenberg;2;Dode Paskert;1,0
Cy Falkenberg;3;Marv Owen;1,0
Cy Falkenberg;4;Jesse Barnes;1,0
Cy Falkenberg;5;Dick Newsome;1,0
Jeff Fassero;1;Kris Medlen;1,0
Jeff Fassero;2;Rich Hill;1,0
Jeff Fassero;3;Ubaldo Jimenez;0,9895
Jeff Fassero;4;J. R. Richard;0,9895
Jeff Fassero;5;Bill Krueger;0,9836
Mike Felder;1;Carlos Martinez;1,0
Mike Felder;2;Todd Zeile;1,0
Mike Felder;3;Candy Maldonado;1,0
Mike Felder;4;Ray Durham;1,0
Mike Felder;5;David Segui;1,0
Junior Felix;1;Bill Doran;1,0
Junior Felix;2;Craig Wilson;1,0
Junior Felix;3;Vinnie Pasquantino;1,0
Junior Felix;4;Luke Scott;1,0
Junior Felix;5;Johnny Cueto;1,0
Neftali Feliz;1;Chris Coghlan;1,0
Neftali Feliz;2;Andrew Bailey;0,9936
Neftali Feliz;3;Luis Gil;0,9669
Neftali Feliz;4;Jeremy Hellickson;0,9577
Neftali Feliz;5;John Castino;0,8416
Pedro Feliz;1;Michael Pineda;1,0
Pedro Feliz;2;Chris Duncan;1,0
Pedro Feliz;3;Bud Smith;1,0
Pedro Feliz;4;Gaby Sanchez;1,0
Pedro Feliz;5;Miguel Sano;1,0
Bob Feller;1;Hal Newhouser;0,8428
Bob Feller;2;Lefty Grove;0,8158
Bob Feller;3;Pete Alexander;0,7642
Bob Feller;4;Walter Johnson;0,7568
Bob Feller;5;Christy Mathewson;0,7546
Happy Felsch;1;Eddie Ainsmith;1,0
Happy Felsch;2;Dode Paskert;1,0
Happy Felsch;3;Marv Owen;1,0
Happy Felsch;4;Jesse Barnes;1,0
Happy Felsch;5;Dick Newsome;1,0
Alex Fernandez;1;Esteban Loaiza;0,9805
Alex Fernandez;2;Michael Brantley;0,9683
Alex Fernandez;3;Tyler O'Neill;0,9341
Alex Fernandez;4;Rod Beck;0,8607
Alex Fernandez;5;Chris Young;0,8206
Jose Fernandez;1;J. A. Happ;0,8442
Jose Fernandez;2;Jose Abreu;0,7856
Jose Fernandez;3;Scott Podsednik;0,7751
Jose Fernandez;4;Troy Tulowitzki;0,7419
Jose Fernandez;5;Buster Posey;0,6837
Sid Fernandez;1;Rick Honeycutt;1,0
Sid Fernandez;2;Sean Manaea;1,0
Sid Fernandez;3;Dan Haren;1,0
Sid Fernandez;4;Mark Gubicza;1,0
Sid Fernandez;5;Charlie Leibrandt;1,0
Tony Fernandez;1;Tony Peña;1,0
Tony Fernandez;2;Willie Davis;0,9887
Tony Fernandez;3;Dwayne Murphy;0,9789
Tony Fernandez;4;Bob Boone;0,9784
Tony Fernandez;5;Jim Sundberg;0,9759
Wes Ferrell;1;Burleigh Grimes;0,9994
Wes Ferrell;2;Paul Derringer;0,9991
Wes Ferrell;3;Billy Herman;0,9991
Wes Ferrell;4;Kiki Cuyler;0,9991
Wes Ferrell;5;Lon Warneke;0,9991
Dave Ferriss;1;Pinky Higgins;1,0
Dave Ferriss;2;Dick Wakefield;1,0
Dave Ferriss;3;Goose Goslin;0,9774
Dave Ferriss;4;Freddie Lindstrom;0,9774
Dave Ferriss;5;Red Rolfe;0,9742
Lou Fette;1;Ivey Wingo;1,0
Lou Fette;2;Dutch Leonard;1,0
Lou Fette;3;Hank Leiber;1,0
Lou Fette;4;Ernie White;1,0
Lou Fette;5;Red Lucas;1,0
Robert Fick;1;Kevin Young;1,0
Robert Fick;2;Yonder Alonso;1,0
Robert Fick;3;Oscar Zamora;1,0
Robert Fick;4;Gary Alexander;1,0
Robert Fick;5;Mike Young;1,0
Mark Fidrych;1;Kazuhiro Sasaki;0,9859
Mark Fidrych;2;John Montefusco;0,9859
Mark Fidrych;3;Stan Bahnsen;0,9829
Mark Fidrych;4;Carl Morton;0,9829
Mark Fidrych;5;Butch Metzger;0,9829
Cecil Fielder;1;Moises Alou;0,7834
Cecil Fielder;2;Phil Rizzuto;0,7413
Cecil Fielder;3;Bert Campaneris;0,7292
Cecil Fielder;4;Tug McGraw;0,7131
Cecil Fielder;5;Joe Page;0,7027
Josh Fields;1;Kevin Young;1,0
Josh Fields;2;Yonder Alonso;1,0
Josh Fields;3;Oscar Zamora;1,0
Josh Fields;4;Gary Alexander;1,0
Josh Fields;5;Mike Young;1,0
Prince Fielder;1;Carlos Peña;0,7538
Prince Fielder;2;Lance Berkman;0,7521
Prince Fielder;3;Ken Griffey;0,748
Prince Fielder;4;Aaron Hill;0,7235
Prince Fielder;5;Casey McGehee;0,722
Mike Fiers;1;Carlos Martinez;1,0
Mike Fiers;2;Todd Zeile;1,0
Mike Fiers;3;Candy Maldonado;1,0
Mike Fiers;4;Ray Durham;1,0
Mike Fiers;5;David Segui;1,0
Ed Figueroa;1;Kevin Young;1,0
Ed Figueroa;2;Yonder Alonso;1,0
Ed Figueroa;3;Oscar Zamora;1,0
Ed Figueroa;4;Gary Alexander;1,0
Ed Figueroa;5;Mike Young;1,0
Tom Filer;1;Kevin Young;1,0
Tom Filer;2;Yonder Alonso;1,0
Tom Filer;3;Oscar Zamora;1,0
Tom Filer;4;Gary Alexander;1,0
Tom Filer;5;Mike Young;1,0
Rollie Fingers;1;Dan Quisenberry;0,9452
Rollie Fingers;2;Bill Campbell;0,9376
Rollie Fingers;3;Lee Smith;0,932
Rollie Fingers;4;Bruce Sutter;0,9128
Rollie Fingers;5;Al Holland;0,9128
Chuck Finley;1;Derek Lowe;0,9813
Chuck Finley;2;Mark Mulder;0,9734
Chuck Finley;3;Dennis Martinez;0,9413
Chuck Finley;4;J. R. Richard;0,9347
Chuck Finley;5;Ubaldo Jimenez;0,9347
Steve Finley;1;J. T. Snow;0,9798
Steve Finley;2;Kenny Lofton;0,9738
Steve Finley;3;Mike Mussina;0,9155
Steve Finley;4;Mike Cameron;0,91
Steve Finley;5;Amos Otis;0,881
Eddie Fisher;1;Ken Sanders;1,0
Eddie Fisher;2;Dave Giusti;1,0
Eddie Fisher;3;Mike Fornieles;1,0
Eddie Fisher;4;Roy Face;1,0
Eddie Fisher;5;Minnie Rojas;1,0
Carlton Fisk;1;Rod Carew;0,8119
Carlton Fisk;2;Yogi Berra;0,7633
Carlton Fisk;3;Joe Torre;0,7362
Carlton Fisk;4;Tom Seaver;0,7281
Carlton Fisk;5;Johnny Bench;0,708
Doug Fister;1;Wandy Rodriguez;1,0
Doug Fister;2;Andy Hawkins;1,0
Doug Fister;3;Rick Helling;1,0
Doug Fister;4;Ken Hill;1,0
Doug Fister;5;Erik Hanson;1,0
Tyler Fitzgerald;1;Paul DeJong;1,0
Tyler Fitzgerald;2;Blake DeWitt;1,0
Tyler Fitzgerald;3;Ryan Drese;1,0
Tyler Fitzgerald;4;Reed Johnson;1,0
Tyler Fitzgerald;5;Bobby Dalbec;1,0
Al Fitzmorris;1;Kevin Young;1,0
Al Fitzmorris;2;Yonder Alonso;1,0
Al Fitzmorris;3;Oscar Zamora;1,0
Al Fitzmorris;4;Gary Alexander;1,0
Al Fitzmorris;5;Mike Young;1,0
Freddie Fitzsimmons;1;Eddie Ainsmith;1,0
Freddie Fitzsimmons;2;Dode Paskert;1,0
Freddie Fitzsimmons;3;Marv Owen;1,0
Freddie Fitzsimmons;4;Jesse Barnes;1,0
Freddie Fitzsimmons;5;Dick Newsome;1,0
Jack Flaherty;1;Freddy Peralta;1,0
Jack Flaherty;2;Nathan Eovaldi;1,0
Jack Flaherty;3;Sonny Gray;0,9931
Jack Flaherty;4;Dylan Cease;0,9779
Jack Flaherty;5;Cristopher Sanchez;0,9649
Mike Flanagan;1;Jim Lonborg;1,0
Mike Flanagan;2;Catfish Hunter;0,9681
Mike Flanagan;3;Bob Welch;0,9681
Mike Flanagan;4;Jack McDowell;0,9544
Mike Flanagan;5;Steve Stone;0,9505
Dave Fleming;1;Felipe Alou;1,0
Dave Fleming;2;Matty Alou;1,0
Dave Fleming;3;Bobby Avila;1,0
Dave Fleming;4;Tony Bernazard;1,0
Dave Fleming;5;Smoky Burgess;1,0
David Fletcher;1;Kevin Young;1,0
David Fletcher;2;Yonder Alonso;1,0
David Fletcher;3;Oscar Zamora;1,0
David Fletcher;4;Gary Alexander;1,0
David Fletcher;5;Mike Young;1,0
Scott Fletcher;1;Nick Esasky;1,0
Scott Fletcher;2;Josh Harrison;1,0
Scott Fletcher;3;Art Howe;1,0
Scott Fletcher;4;Glenallen Hill;1,0
Scott Fletcher;5;Mike Davis;1,0
Curt Flood;1;Dwayne Murphy;0,9987
Curt Flood;2;Bob Boone;0,9927
Curt Flood;3;Paul Blair;0,9901
Curt Flood;4;Bill White;0,9868
Curt Flood;5;Vic Power;0,9862
Cliff Floyd;1;Carlos Martinez;1,0
Cliff Floyd;2;Todd Zeile;1,0
Cliff Floyd;3;Candy Maldonado;1,0
Cliff Floyd;4;Ray Durham;1,0
Cliff Floyd;5;David Segui;1,0
Gavin Floyd;1;Wandy Rodriguez;1,0
Gavin Floyd;2;Andy Hawkins;1,0
Gavin Floyd;3;Rick Helling;1,0
Gavin Floyd;4;Ken Hill;1,0
Gavin Floyd;5;Erik Hanson;1,0
Doug Flynn;1;Juan Lagares;1,0
Doug Flynn;2;Jay Buhner;1,0
Doug Flynn;3;Bronson Arroyo;1,0
Doug Flynn;4;Jose Lind;1,0
Doug Flynn;5;Jody Davis;1,0
Lew Fonseca;1;Eddie Ainsmith;1,0
Lew Fonseca;2;Dode Paskert;1,0
Lew Fonseca;3;Marv Owen;1,0
Lew Fonseca;4;Jesse Barnes;1,0
Lew Fonseca;5;Dick Newsome;1,0
Barry Foote;1;Kevin Young;1,0
Barry Foote;2;Yonder Alonso;1,0
Barry Foote;3;Oscar Zamora;1,0
Barry Foote;4;Gary Alexander;1,0
Barry Foote;5;Mike Young;1,0
Dan Ford;1;Kevin Young;1,0
Dan Ford;2;Yonder Alonso;1,0
Dan Ford;3;Oscar Zamora;1,0
Dan Ford;4;Gary Alexander;1,0
Dan Ford;5;Mike Young;1,0
Lew Ford;1;Kevin Young;1,0
Lew Ford;2;Yonder Alonso;1,0
Lew Ford;3;Oscar Zamora;1,0
Lew Ford;4;Gary Alexander;1,0
Lew Ford;5;Mike Young;1,0
Whitey Ford;1;Frank Viola;0,7673
Whitey Ford;2;Tom Glavine;0,738
Whitey Ford;3;Bob Gibson;0,7262
Whitey Ford;4;Bob Lemon;0,6339
Whitey Ford;5;Billy Pierce;0,6231
Mike Fornieles;1;Ken Sanders;1,0
Mike Fornieles;2;Dave Giusti;1,0
Mike Fornieles;3;Eddie Fisher;1,0
Mike Fornieles;4;Roy Face;1,0
Mike Fornieles;5;Minnie Rojas;1,0
Bob Forsch;1;Luis Arraez;0,9658
Bob Forsch;2;Josh Willingham;0,9098
Bob Forsch;3;Brent Rooker;0,9098
Bob Forsch;4;John Valentin;0,9098
Bob Forsch;5;Carlos Quentin;0,9098
Ken Forsch;1;Don Aase;1,0
Ken Forsch;2;Scott McGregor;1,0
Ken Forsch;3;Charlie Lea;1,0
Ken Forsch;4;Frankie Montas;1,0
Ken Forsch;5;Kent Mercker;1,0
Terry Forster;1;Ugueth Urbina;1,0
Terry Forster;2;Tom Hume;1,0
Terry Forster;3;Doug Jones;1,0
Terry Forster;4;Jack Aker;0,9904
Terry Forster;5;Luis Arroyo;0,9904
Logan Forsythe;1;Kevin Young;1,0
Logan Forsythe;2;Yonder Alonso;1,0
Logan Forsythe;3;Oscar Zamora;1,0
Logan Forsythe;4;Gary Alexander;1,0
Logan Forsythe;5;Mike Young;1,0
Ray Fosse;1;Dansby Swanson;1,0
Ray Fosse;2;Johnny Edwards;1,0
Ray Fosse;3;Frank Malzone;0,9685
Ray Fosse;4;Sherm Lollar;0,9685
Ray Fosse;5;Joe Pepitone;0,9685
George Foster;1;Tony Armas;0,7444
George Foster;2;Jim Rice;0,7352
George Foster;3;Bobby Bonds;0,7166
George Foster;4;Willie McGee;0,7098
George Foster;5;Don Mattingly;0,6967
Roy Foster;1;Butch Wynegar;1,0
Roy Foster;2;Craig Worthington;1,0
Roy Foster;3;Greg Gross;1,0
Roy Foster;4;Brad Wilkerson;1,0
Roy Foster;5;Pat Putnam;1,0
Keith Foulke;1;Billy Koch;0,7874
Keith Foulke;2;Armando Benitez;0,7874
Keith Foulke;3;Zack Britton;0,7833
Keith Foulke;4;Chad Cordero;0,7385
Keith Foulke;5;Heath Bell;0,725
Nellie Fox;1;Willie McGee;0,8734
Nellie Fox;2;Hank Sauer;0,8659
Nellie Fox;3;Jackie Jensen;0,8378
Nellie Fox;4;Roger Maris;0,8255
Nellie Fox;5;Roy Campanella;0,8062
Pete Fox;1;Babe Adams;1,0
Pete Fox;2;Jim Bagby;1,0
Pete Fox;3;Ivey Wingo;1,0
Pete Fox;4;Red Lucas;1,0
Pete Fox;5;Dolf Luque;1,0
Jimmie Foxx;1;Lou Gehrig;0,9925
Jimmie Foxx;2;Chuck Klein;0,9646
Jimmie Foxx;3;Hank Greenberg;0,9037
Jimmie Foxx;4;Frank McCormick;0,8927
Jimmie Foxx;5;Mort Cooper;0,8892
Bowden Francis;1;Don Aase;1,0
Bowden Francis;2;Scott McGregor;1,0
Bowden Francis;3;Charlie Lea;1,0
Bowden Francis;4;Frankie Montas;1,0
