Jugador_Base;Ranking;Jugador_Comparable;Similitud_Coseno
Joe Sambito;2;Yonder Alonso;1,0
Joe Sambito;3;Oscar Zamora;1,0
Joe Sambito;4;Gary Alexander;1,0
Joe Sambito;5;Mike Young;1,0
Juan Samuel;1;Robby Thompson;0,9935
Juan Samuel;2;Rich Gedman;0,9817
Juan Samuel;3;Lee May;0,9817
Juan Samuel;4;Bernie Carbo;0,9777
Juan Samuel;5;Jason Kendall;0,9777
Anibal Sanchez;1;Pedro Feliz;1,0
Anibal Sanchez;2;Miguel Sano;1,0
Anibal Sanchez;3;Nolan Jones;1,0
Anibal Sanchez;4;Yermin Mercedes;1,0
Anibal Sanchez;5;Jung Ho Kang;1,0
Carlos Sanchez;1;Ruben Amaro;1,0
Carlos Sanchez;2;Masyn Winn;1,0
Carlos Sanchez;3;Charlie Neal;1,0
Carlos Sanchez;4;Javier Sanoja;1,0
Carlos Sanchez;5;Mark Grudzielanek;1,0
Cristopher Sanchez;1;Hunter Brown;1,0
Cristopher Sanchez;2;Hyun Jin Ryu;0,9717
Cristopher Sanchez;3;Kevin Gausman;0,9717
Cristopher Sanchez;4;Freddy Peralta;0,9649
Cristopher Sanchez;5;Nathan Eovaldi;0,9649
Gaby Sanchez;1;Pedro Feliz;1,0
Gaby Sanchez;2;Miguel Sano;1,0
Gaby Sanchez;3;Nolan Jones;1,0
Gaby Sanchez;4;Yermin Mercedes;1,0
Gaby Sanchez;5;Jung Ho Kang;1,0
Gary Sanchez;1;Chris Davis;0,9126
Gary Sanchez;2;Austin Meadows;0,9068
Gary Sanchez;3;Aristides Aquino;0,8871
Gary Sanchez;4;Yoenis Cespedes;0,8817
Gary Sanchez;5;Yuli Gurriel;0,8797
Jonathan Sanchez;1;Carlos Martinez;1,0
Jonathan Sanchez;2;Todd Zeile;1,0
Jonathan Sanchez;3;Candy Maldonado;1,0
Jonathan Sanchez;4;Ray Durham;1,0
Jonathan Sanchez;5;David Segui;1,0
Ryne Sandberg;1;Keith Hernandez;0,8235
Ryne Sandberg;2;Robin Yount;0,7848
Ryne Sandberg;3;Matt Williams;0,7793
Ryne Sandberg;4;Mike Schmidt;0,7506
Ryne Sandberg;5;George Bell;0,7465
Ken Sanders;1;Dave Giusti;1,0
Ken Sanders;2;Minnie Rojas;1,0
Ken Sanders;3;Eddie Fisher;1,0
Ken Sanders;4;Roy Face;1,0
Ken Sanders;5;Mike Fornieles;1,0
Ray Sanders;1;Dick Bartell;1,0
Ray Sanders;2;Ralph Branca;1,0
Ray Sanders;3;Doc Cramer;1,0
Ray Sanders;4;Dom DiMaggio;1,0
Ray Sanders;5;Mickey Vernon;1,0
Reggie Sanders;1;Wally Joyner;0,9355
Reggie Sanders;2;Brian Giles;0,9355
Reggie Sanders;3;A. J. Burnett;0,9303
Reggie Sanders;4;Mark Reynolds;0,9303
Reggie Sanders;5;Hal Morris;0,9303
Pablo Sandoval;1;Madison Bumgarner;0,9304
Pablo Sandoval;2;David Freese;0,7755
Pablo Sandoval;3;Tim Lincecum;0,772
Pablo Sandoval;4;David Ortiz;0,4672
Pablo Sandoval;5;Bucky Dent;0,4496
Jack Sanford;1;Bob Allison;1,0
Jack Sanford;2;Herb Score;1,0
Jack Sanford;3;Joe Black;1,0
Jack Sanford;4;Don Schwall;1,0
Jack Sanford;5;Ron Hansen;1,0
Manny Sanguillen;1;Jim Bibby;1,0
Manny Sanguillen;2;Larry McWilliams;1,0
Manny Sanguillen;3;Willie Montanez;1,0
Manny Sanguillen;4;Rico Petrocelli;1,0
Manny Sanguillen;5;Shawon Dunston;1,0
Javier Sanoja;1;Ruben Amaro;1,0
Javier Sanoja;2;Masyn Winn;1,0
Javier Sanoja;3;Charlie Neal;1,0
Javier Sanoja;4;Randy Hundley;1,0
Javier Sanoja;5;Mark Grudzielanek;1,0
Miguel Sano;1;Nolan Jones;1,0
Miguel Sano;2;Yermin Mercedes;1,0
Miguel Sano;3;Jung Ho Kang;1,0
Miguel Sano;4;James Loney;1,0
Miguel Sano;5;Chris Duncan;1,0
Anthony Santander;1;Mitch Garver;1,0
Anthony Santander;2;Geraldo Perdomo;1,0
Anthony Santander;3;Yovani Gallardo;1,0
Anthony Santander;4;Wilson Ramos;1,0
Anthony Santander;5;Travis d'Arnaud;1,0
Carlos Santana;1;Jay Bell;1,0
Carlos Santana;2;Shawn Green;1,0
Carlos Santana;3;Russell Martin;0,9266
Carlos Santana;4;Jason Varitek;0,9266
Carlos Santana;5;Morgan Ensberg;0,8958
Danny Santana;1;Kevin Young;1,0
Danny Santana;2;Yonder Alonso;1,0
Danny Santana;3;Oscar Zamora;1,0
Danny Santana;4;Gary Alexander;1,0
Danny Santana;5;Mike Young;1,0
Ervin Santana;1;Kevin Young;1,0
Ervin Santana;2;Yonder Alonso;1,0
Ervin Santana;3;Oscar Zamora;1,0
Ervin Santana;4;Gary Alexander;1,0
Ervin Santana;5;Mike Young;1,0
Johan Santana;1;Zack Greinke;0,8545
Johan Santana;2;Clayton Kershaw;0,8303
Johan Santana;3;Jake Peavy;0,7443
Johan Santana;4;Roger Clemens;0,7257
Johan Santana;5;Felix Hernandez;0,7098
Benito Santiago;1;Gary Matthews;0,8539
Benito Santiago;2;Jeffrey Leonard;0,7961
Benito Santiago;3;Manny Trillo;0,717
Benito Santiago;4;Chuck Knoblauch;0,706
Benito Santiago;5;Javier Baez;0,6694
Ron Santo;1;Don Kessinger;0,9468
Ron Santo;2;Buddy Bell;0,9037
Ron Santo;3;Wes Parker;0,868
Ron Santo;4;Brandon Crawford;0,8552
Ron Santo;5;Gil Hodges;0,849
Kazuhiro Sasaki;1;John Montefusco;1,0
Kazuhiro Sasaki;2;Stan Bahnsen;0,997
Kazuhiro Sasaki;3;Scott Williamson;0,997
Kazuhiro Sasaki;4;Carl Morton;0,997
Kazuhiro Sasaki;5;Butch Metzger;0,997
Hank Sauer;1;Jackie Jensen;0,9815
Hank Sauer;2;Jeff Burroughs;0,9155
Hank Sauer;3;Roger Maris;0,9016
Hank Sauer;4;Willie McGee;0,8716
Hank Sauer;5;Nellie Fox;0,8659
Steve Sax;1;Alfredo Griffin;0,9488
Steve Sax;2;Walt Dropo;0,931
Steve Sax;3;Ted Sizemore;0,9217
Steve Sax;4;Jim Lefebvre;0,9217
Steve Sax;5;Harry Byrd;0,9217
Ray Schalk;1;Art Devlin;1,0
Ray Schalk;2;Ross Youngs;1,0
Ray Schalk;3;Stuffy McInnis;1,0
Ray Schalk;4;Joe Dugan;1,0
Ray Schalk;5;Heinie Zimmerman;1,0
Wally Schang;1;Tommy Leach;1,0
Wally Schang;2;Charlie Keller;1,0
Wally Schang;3;Ray Kremer;1,0
Wally Schang;4;Elmer Riddle;1,0
Wally Schang;5;Ken Keltner;1,0
Richie Scheinblum;1;Felipe Alou;1,0
Richie Scheinblum;2;Matty Alou;1,0
Richie Scheinblum;3;Bobby Avila;1,0
Richie Scheinblum;4;Tony Bernazard;1,0
Richie Scheinblum;5;Smoky Burgess;1,0
Max Scherzer;1;Blake Snell;0,9426
Max Scherzer;2;Sandy Alcantara;0,9339
Max Scherzer;3;Pat Hentgen;0,9087
Max Scherzer;4;Felix Hernandez;0,8731
Max Scherzer;5;Bartolo Colon;0,8694
Curt Schilling;1;Jamie Moyer;0,6809
Curt Schilling;2;Willie Stargell;0,6256
Curt Schilling;3;Barry Zito;0,5966
Curt Schilling;4;Ozzie Smith;0,5963
Curt Schilling;5;Craig Biggio;0,58
Ryan Schimpf;1;Paul DeJong;1,0
Ryan Schimpf;2;Blake DeWitt;1,0
Ryan Schimpf;3;Ryan Drese;1,0
Ryan Schimpf;4;Reed Johnson;1,0
Ryan Schimpf;5;Bobby Dalbec;1,0
Jason Schmidt;1;Jimmy Key;0,8953
Jason Schmidt;2;Pat Hentgen;0,8825
Jason Schmidt;3;Felix Hernandez;0,8586
Jason Schmidt;4;Bartolo Colon;0,8281
Jason Schmidt;5;Blake Snell;0,8018
Johnny Schmitz;1;Eddie Ainsmith;1,0
Johnny Schmitz;2;Dode Paskert;1,0
Johnny Schmitz;3;Marv Owen;1,0
Johnny Schmitz;4;Jesse Barnes;1,0
Johnny Schmitz;5;Dick Newsome;1,0
Mike Schmidt;1;Dale Murphy;0,8092
Mike Schmidt;2;Don Mattingly;0,8058
Mike Schmidt;3;Keith Hernandez;0,7948
Mike Schmidt;4;Hank Aaron;0,7657
Mike Schmidt;5;Ryne Sandberg;0,7506
Walter Schmidt;1;Babe Adams;1,0
Walter Schmidt;2;Jim Bagby;1,0
Walter Schmidt;3;Ivey Wingo;1,0
Walter Schmidt;4;Red Lucas;1,0
Walter Schmidt;5;Dolf Luque;1,0
Red Schoendienst;1;Jim Bunning;1,0
Red Schoendienst;2;Johnny Pesky;1,0
Red Schoendienst;3;Earl Wilson;1,0
Red Schoendienst;4;Allie Reynolds;0,9649
Red Schoendienst;5;Ted Kluszewski;0,9637
Jonathan Schoop;1;Ray Durham;1,0
Jonathan Schoop;2;Colby Rasmus;1,0
Jonathan Schoop;3;Dan Driessen;1,0
Jonathan Schoop;4;Len Barker;1,0
Jonathan Schoop;5;Candy Maldonado;1,0
Pete Schourek;1;Felipe Alou;1,0
Pete Schourek;2;Matty Alou;1,0
Pete Schourek;3;Bobby Avila;1,0
Pete Schourek;4;Tony Bernazard;1,0
Pete Schourek;5;Smoky Burgess;1,0
Frank Schulte;1;Roger Peckinpaugh;1,0
Frank Schulte;2;Larry Doyle;0,9896
Frank Schulte;3;Phil Cavarretta;0,9703
Frank Schulte;4;George Burns;0,9588
Frank Schulte;5;Bob O'Farrell;0,9588
Hal Schumacher;1;Eddie Ainsmith;1,0
Hal Schumacher;2;Dode Paskert;1,0
Hal Schumacher;3;Marv Owen;1,0
Hal Schumacher;4;Jesse Barnes;1,0
Hal Schumacher;5;Dick Newsome;1,0
Don Schwall;1;Bob Allison;1,0
Don Schwall;2;Herb Score;1,0
Don Schwall;3;Joe Black;1,0
Don Schwall;4;Jack Sanford;1,0
Don Schwall;5;Ron Hansen;1,0
Kyle Schwarber;1;Alex Bregman;0,9169
Kyle Schwarber;2;Jarren Duran;0,8849
Kyle Schwarber;3;Kyle Tucker;0,7736
Kyle Schwarber;4;Rafael Devers;0,7459
Kyle Schwarber;5;Julio Urias;0,7453
Frank Schwindel;1;Nomar Mazara;1,0
Frank Schwindel;2;Brian Bannister;1,0
Frank Schwindel;3;Evan Gattis;1,0
Frank Schwindel;4;Tyler Naquin;1,0
Frank Schwindel;5;Josh Phelps;0,9944
Mike Scioscia;1;Felipe Alou;1,0
Mike Scioscia;2;Matty Alou;1,0
Mike Scioscia;3;Bobby Avila;1,0
Mike Scioscia;4;Tony Bernazard;1,0
Mike Scioscia;5;Smoky Burgess;1,0
Herb Score;1;Bob Allison;1,0
Herb Score;2;Don Schwall;1,0
Herb Score;3;Joe Black;1,0
Herb Score;4;Jack Sanford;1,0
Herb Score;5;Ron Hansen;1,0
Everett Scott;1;Lou Fette;1,0
Everett Scott;2;Pete Fox;1,0
Everett Scott;3;Larry Benton;1,0
Everett Scott;4;Johnny Bassler;1,0
Everett Scott;5;Jack Barry;1,0
George Scott;1;Bob Boone;0,9816
George Scott;2;Mike Mussina;0,9791
George Scott;3;Devon White;0,973
George Scott;4;Vic Power;0,973
George Scott;5;Curt Flood;0,9612
Jim Scott;1;Eddie Ainsmith;1,0
Jim Scott;2;Dode Paskert;1,0
Jim Scott;3;Marv Owen;1,0
Jim Scott;4;Jesse Barnes;1,0
Jim Scott;5;Dick Newsome;1,0
Luke Scott;1;Bill Doran;1,0
Luke Scott;2;Craig Wilson;1,0
Luke Scott;3;Vinnie Pasquantino;1,0
Luke Scott;4;Johnny Cueto;1,0
Luke Scott;5;Lyle Overbay;1,0
Mike Scott;1;Steve Avery;0,8366
Mike Scott;2;Mike Devereaux;0,8366
Mike Scott;3;Eddie Rosario;0,8254
Mike Scott;4;Javier Baez;0,8179
Mike Scott;5;Rob Dibble;0,8165
Tanner Scott;1;David Bednar;1,0
Tanner Scott;2;Joakim Soria;1,0
Tanner Scott;3;Robert Suarez;1,0
Tanner Scott;4;Jason Grilli;1,0
Tanner Scott;5;Clay Holmes;1,0
Marco Scutaro;1;Cody Ross;1,0
Marco Scutaro;2;Sterling Hitchcock;1,0
Marco Scutaro;3;Eddie Perez;1,0
Marco Scutaro;4;Craig Counsell;1,0
Marco Scutaro;5;Jeff Suppan;1,0
Corey Seager;1;Livan Hernandez;0,6807
Corey Seager;2;Darrell Porter;0,6762
Corey Seager;3;Corbin Carroll;0,6204
Corey Seager;4;Julio Rodriguez;0,6159
Corey Seager;5;George Springer;0,5943
Kyle Seager;1;Sixto Lezcano;1,0
Kyle Seager;2;Rick Manning;1,0
Kyle Seager;3;Ty France;1,0
Kyle Seager;4;Adam Duvall;1,0
Kyle Seager;5;Brett Gardner;0,9498
Tom Seaver;1;Carlton Fisk;0,7281
Tom Seaver;2;Randy Johnson;0,6778
Tom Seaver;3;Yogi Berra;0,6414
Tom Seaver;4;Joe Torre;0,6205
Tom Seaver;5;Rod Carew;0,6059
David Segui;1;Adam Eaton;1,0
David Segui;2;Colby Rasmus;1,0
David Segui;3;Dan Driessen;1,0
David Segui;4;Len Barker;1,0
David Segui;5;Ray Durham;1,0
Jean Segura;1;Kevin Young;1,0
Jean Segura;2;Yonder Alonso;1,0
Jean Segura;3;Oscar Zamora;1,0
Jean Segura;4;Gary Alexander;1,0
Jean Segura;5;Mike Young;1,0
Kevin Seitzer;1;Kevin Young;1,0
Kevin Seitzer;2;Yonder Alonso;1,0
Kevin Seitzer;3;Oscar Zamora;1,0
Kevin Seitzer;4;Gary Alexander;1,0
Kevin Seitzer;5;Mike Young;1,0
Aaron Sele;1;Jim Nash;1,0
Aaron Sele;2;Mike Nagy;1,0
Aaron Sele;3;Rolando Arrojo;1,0
Aaron Sele;4;Craig McMurtry;1,0
Aaron Sele;5;Billy McCool;1,0
Marcus Semien;1;Brandon Inge;0,8391
Marcus Semien;2;Adam Jones;0,8366
Marcus Semien;3;Michael Young;0,8073
Marcus Semien;4;Rhys Hoskins;0,8016
Marcus Semien;5;Curtis Granderson;0,7497
Antonio Senzatela;1;Paul DeJong;1,0
Antonio Senzatela;2;Blake DeWitt;1,0
Antonio Senzatela;3;Ryan Drese;1,0
Antonio Senzatela;4;Reed Johnson;1,0
Antonio Senzatela;5;Bobby Dalbec;1,0
Nick Senzel;1;Kevin Young;1,0
Nick Senzel;2;Yonder Alonso;1,0
Nick Senzel;3;Oscar Zamora;1,0
Nick Senzel;4;Gary Alexander;1,0
Nick Senzel;5;Mike Young;1,0
Joe Sewell;1;Ted Lyons;1,0
Joe Sewell;2;Paul Derringer;0,9986
Joe Sewell;3;Kiki Cuyler;0,9986
Joe Sewell;4;Billy Herman;0,9986
Joe Sewell;5;Lon Warneke;0,9986
Rip Sewell;1;Ewell Blackwell;1,0
Rip Sewell;2;Tiny Bonham;1,0
Rip Sewell;3;Glenn Wright;1,0
Rip Sewell;4;Schoolboy Rowe;1,0
Rip Sewell;5;Charlie Root;1,0
Richie Sexson;1;Kevin Young;1,0
Richie Sexson;2;Yonder Alonso;1,0
Richie Sexson;3;Oscar Zamora;1,0
Richie Sexson;4;Gary Alexander;1,0
Richie Sexson;5;Mike Young;1,0
Bobby Shantz;1;Jim Kaat;0,8673
Bobby Shantz;2;Curt Flood;0,7637
Bobby Shantz;3;Paul Blair;0,7618
Bobby Shantz;4;Bob Boone;0,7591
Bobby Shantz;5;Dwayne Murphy;0,7543
Jeff Shaw;1;Bobby Thigpen;1,0
Jeff Shaw;2;Jim Kern;0,9901
Jeff Shaw;3;Jeff Russell;0,9718
Jeff Shaw;4;Rawly Eastwick;0,9718
Jeff Shaw;5;Antonio Alfonseca;0,9718
Ben Sheets;1;Chris Archer;1,0
Ben Sheets;2;Matt Shoemaker;1,0
Ben Sheets;3;Martin Perez;0,9819
Ben Sheets;4;Josh Johnson;0,9723
Ben Sheets;5;Trevor Rogers;0,9553
Gary Sheffield;1;Al Oliver;0,7177
Gary Sheffield;2;Magglio Ordonez;0,7165
Gary Sheffield;3;George Bell;0,7052
Gary Sheffield;4;Jack Clark;0,6958
Gary Sheffield;5;Joe Carter;0,6754
Chris Shelton;1;Kevin Young;1,0
Chris Shelton;2;Yonder Alonso;1,0
Chris Shelton;3;Oscar Zamora;1,0
Chris Shelton;4;Gary Alexander;1,0
Chris Shelton;5;Mike Young;1,0
Bill Sherdel;1;Eddie Ainsmith;1,0
Bill Sherdel;2;Dode Paskert;1,0
Bill Sherdel;3;Marv Owen;1,0
Bill Sherdel;4;Jesse Barnes;1,0
Bill Sherdel;5;Dick Newsome;1,0
Pat Sheridan;1;Kevin Young;1,0
Pat Sheridan;2;Yonder Alonso;1,0
Pat Sheridan;3;Oscar Zamora;1,0
Pat Sheridan;4;Gary Alexander;1,0
Pat Sheridan;5;Mike Young;1,0
Larry Sherry;1;Don Larsen;1,0
Larry Sherry;2;Rick Dempsey;1,0
Larry Sherry;3;Mickey Lolich;1,0
Larry Sherry;4;David Eckstein;1,0
Larry Sherry;5;Johnny Podres;1,0
James Shields;1;Bobby Higginson;1,0
James Shields;2;Hal Morris;1,0
James Shields;3;Phil Garner;1,0
James Shields;4;Mark Reynolds;1,0
James Shields;5;Jason Thompson;1,0
Bob Shirley;1;Kevin Young;1,0
Bob Shirley;2;Yonder Alonso;1,0
Bob Shirley;3;Oscar Zamora;1,0
Bob Shirley;4;Gary Alexander;1,0
Bob Shirley;5;Mike Young;1,0
Urban Shocker;1;Jack Meyers;1,0
Urban Shocker;2;Chick Hafey;1,0
Urban Shocker;3;Charlie Hollocher;1,0
Urban Shocker;4;Willie Kamm;1,0
Urban Shocker;5;Eppa Rixey;1,0
Matt Shoemaker;1;Chris Archer;1,0
Matt Shoemaker;2;Ben Sheets;1,0
Matt Shoemaker;3;Martin Perez;0,9819
Matt Shoemaker;4;Josh Johnson;0,9723
Matt Shoemaker;5;Trevor Rogers;0,9553
Norm Siebern;1;Leo Cardenas;1,0
Norm Siebern;2;Frank Bolling;1,0
Norm Siebern;3;Frank Lary;1,0
Norm Siebern;4;Aaron Rowand;1,0
Norm Siebern;5;Bud Harrelson;1,0
Ruben Sierra;1;Greg Vaughn;0,8624
Ruben Sierra;2;Adam Dunn;0,8542
Ruben Sierra;3;Darren Daulton;0,8274
Ruben Sierra;4;Mike Lieberthal;0,8202
Ruben Sierra;5;John Jaha;0,8171
Roy Sievers;1;Bob Allison;1,0
Roy Sievers;2;Don Schwall;1,0
Roy Sievers;3;Joe Black;1,0
Roy Sievers;4;Jack Sanford;1,0
Roy Sievers;5;Herb Score;1,0
Al Simmons;1;Joe Cronin;0,9848
Al Simmons;2;Charlie Gehringer;0,9688
Al Simmons;3;Joe Gordon;0,9588
Al Simmons;4;Arky Vaughan;0,9292
Al Simmons;5;Bill Terry;0,9143
Andrelton Simmons;1;Yadier Molina;0,9153
Andrelton Simmons;2;Orlando Cabrera;0,8895
Andrelton Simmons;3;Jim Edmonds;0,8781
Andrelton Simmons;4;Elvis Andrus;0,875
Andrelton Simmons;5;Asdrubal Cabrera;0,8651
Ted Simmons;1;Tino Martinez;0,8728
Ted Simmons;2;Jack Clark;0,8512
Ted Simmons;3;Joe Crede;0,8459
Ted Simmons;4;George Hendrick;0,8448
Ted Simmons;5;Vinny Castilla;0,8385
Jason Simontacchi;1;Paul DeJong;1,0
Jason Simontacchi;2;Blake DeWitt;1,0
Jason Simontacchi;3;Ryan Drese;1,0
Jason Simontacchi;4;Reed Johnson;1,0
Jason Simontacchi;5;Bobby Dalbec;1,0
Randall Simon;1;Kevin Young;1,0
Randall Simon;2;Yonder Alonso;1,0
Randall Simon;3;Oscar Zamora;1,0
Randall Simon;4;Gary Alexander;1,0
Randall Simon;5;Mike Young;1,0
Chris Singleton;1;Kevin Young;1,0
Chris Singleton;2;Yonder Alonso;1,0
Chris Singleton;3;Oscar Zamora;1,0
Chris Singleton;4;Gary Alexander;1,0
Chris Singleton;5;Mike Young;1,0
Ken Singleton;1;Harold Reynolds;0,9419
Ken Singleton;2;Jimmy Rollins;0,8463
Ken Singleton;3;Cecil Cooper;0,8055
Ken Singleton;4;Garry Maddox;0,7718
Ken Singleton;5;Ron Guidry;0,6711
George Sisler;1;Jake Daubert;0,9957
George Sisler;2;Tris Speaker;0,9855
George Sisler;3;Eddie Collins;0,9824
George Sisler;4;Gabby Hartnett;0,9726
George Sisler;5;Frankie Frisch;0,9676
Grady Sizemore;1;Jesse Barfield;0,9543
Grady Sizemore;2;David Peralta;0,9351
Grady Sizemore;3;Adam LaRoche;0,8886
Grady Sizemore;4;Brandon Phillips;0,8705
Grady Sizemore;5;Tucker Barnhart;0,8534
Ted Sizemore;1;Drake Baldwin;1,0
Ted Sizemore;2;Lou Piniella;1,0
Ted Sizemore;3;Sam Jethroe;1,0
Ted Sizemore;4;Gregg Olson;1,0
Ted Sizemore;5;John Castino;1,0
Paul Skenes;1;Corbin Burnes;0,8057
Paul Skenes;2;Alek Manoah;0,729
Paul Skenes;3;Austin Riley;0,7241
Paul Skenes;4;Yu Darvish;0,6882
Paul Skenes;5;Walker Buehler;0,6714
Bill Skowron;1;Felipe Alou;1,0
Bill Skowron;2;Matty Alou;1,0
Bill Skowron;3;Bobby Avila;1,0
Bill Skowron;4;Tony Bernazard;1,0
Bill Skowron;5;Smoky Burgess;1,0
Tarik Skubal;1;Tip O'Neill;0,6906
Tarik Skubal;2;Paul Hines;0,6906
Tarik Skubal;3;Hugh Duffy;0,6906
Tarik Skubal;4;Nap Lajoie;0,6809
Tarik Skubal;5;Chris Sale;0,6543
Jim Slaton;1;Kevin Young;1,0
Jim Slaton;2;Yonder Alonso;1,0
Jim Slaton;3;Oscar Zamora;1,0
Jim Slaton;4;Gary Alexander;1,0
Jim Slaton;5;Mike Young;1,0
Enos Slaughter;1;Ralph Kiner;0,9199
Enos Slaughter;2;Ferris Fain;0,7965
Enos Slaughter;3;Luke Easter;0,692
Enos Slaughter;4;Bobby Ayala;0,692
Enos Slaughter;5;Lou Boudreau;0,684
Terrmel Sledge;1;Paul DeJong;1,0
Terrmel Sledge;2;Blake DeWitt;1,0
Terrmel Sledge;3;Ryan Drese;1,0
Terrmel Sledge;4;Reed Johnson;1,0
Terrmel Sledge;5;Bobby Dalbec;1,0
Heathcliff Slocumb;1;Wandy Rodriguez;1,0
Heathcliff Slocumb;2;Andy Hawkins;1,0
Heathcliff Slocumb;3;Rick Helling;1,0
Heathcliff Slocumb;4;Ken Hill;1,0
Heathcliff Slocumb;5;Erik Hanson;1,0
Roy Smalley;1;Jim Bibby;0,9132
Roy Smalley;2;Willie Montanez;0,9132
Roy Smalley;3;Toby Harrah;0,9132
Roy Smalley;4;Tom Herr;0,9132
Roy Smalley;5;Shawon Dunston;0,9132
John Smiley;1;Wandy Rodriguez;1,0
John Smiley;2;Andy Hawkins;1,0
John Smiley;3;Rick Helling;1,0
John Smiley;4;Ken Hill;1,0
John Smiley;5;Erik Hanson;1,0
Al Smith;1;Eddie Ainsmith;1,0
Al Smith;2;Dode Paskert;1,0
Al Smith;3;Marv Owen;1,0
Al Smith;4;Jesse Barnes;1,0
Al Smith;5;Dick Newsome;1,0
Bud Smith;1;Yermin Mercedes;1,0
Bud Smith;2;Jung Ho Kang;1,0
Bud Smith;3;Ian Stewart;1,0
Bud Smith;4;Nolan Jones;1,0
Bud Smith;5;Pedro Feliz;1,0
Cade Smith;1;Shane Greene;1,0
Cade Smith;2;B. J. Ryan;1,0
Cade Smith;3;Matt Barnes;1,0
Cade Smith;4;Takashi Saito;1,0
Cade Smith;5;Kyle Barraclough;1,0
Earl Smith;1;Tommy Leach;1,0
Earl Smith;2;Charlie Keller;1,0
Earl Smith;3;Ray Kremer;1,0
Earl Smith;4;Elmer Riddle;1,0
Earl Smith;5;Ken Keltner;1,0
Josh Smith;1;Kevin Young;1,0
Josh Smith;2;Yonder Alonso;1,0
Josh Smith;3;Oscar Zamora;1,0
Josh Smith;4;Gary Alexander;1,0
Josh Smith;5;Mike Young;1,0
Lee Smith;1;Dan Quisenberry;0,9861
Lee Smith;2;Bill Campbell;0,9835
Lee Smith;3;Jeff Reardon;0,9784
Lee Smith;4;Rich Gossage;0,9763
Lee Smith;5;Jeff Montgomery;0,9664
Lonnie Smith;1;Tommie Agee;0,8371
Lonnie Smith;2;Rich Gedman;0,7727
Lonnie Smith;3;Lee May;0,7726
Lonnie Smith;4;Larry Herndon;0,7694
Lonnie Smith;5;Bernie Carbo;0,7694
Ozzie Smith;1;Shane Victorino;0,7374
Ozzie Smith;2;Tony Gwynn;0,7267
Ozzie Smith;3;Jamie Moyer;0,6877
Ozzie Smith;4;Al Leiter;0,6733
Ozzie Smith;5;Craig Biggio;0,6688
Reggie Smith;1;Reggie Sanders;0,9083
Reggie Smith;2;Carlos Gomez;0,894
Reggie Smith;3;Josh Reddick;0,894
Reggie Smith;4;Brett Gardner;0,894
Reggie Smith;5;Jose Cruz;0,894
Seth Smith;1;Adam Eaton;1,0
Seth Smith;2;Colby Rasmus;1,0
Seth Smith;3;Dan Driessen;1,0
Seth Smith;4;Len Barker;1,0
Seth Smith;5;David Segui;1,0
Will Smith;1;Julio Urias;0,9825
Will Smith;2;Kyle Tucker;0,9721
Will Smith;3;Ozzie Albies;0,9695
Will Smith;4;Kevin Gausman;0,968
Will Smith;5;Hyun Jin Ryu;0,968
Zane Smith;1;Felipe Alou;1,0
Zane Smith;2;Matty Alou;1,0
Zane Smith;3;Bobby Avila;1,0
Zane Smith;4;Tony Bernazard;1,0
Zane Smith;5;Smoky Burgess;1,0
Justin Smoak;1;Adam Eaton;1,0
Justin Smoak;2;Colby Rasmus;1,0
Justin Smoak;3;Dan Driessen;1,0
Justin Smoak;4;Len Barker;1,0
Justin Smoak;5;David Segui;1,0
John Smoltz;1;Anthony Rizzo;0,6049
John Smoltz;2;Jim Thome;0,5955
John Smoltz;3;Curtis Granderson;0,557
John Smoltz;4;Mariano Rivera;0,5346
John Smoltz;5;Curt Schilling;0,5255
Blake Snell;1;Max Scherzer;0,9426
Blake Snell;2;Pat Hentgen;0,932
Blake Snell;3;Robbie Ray;0,9273
Blake Snell;4;Felix Hernandez;0,9271
Blake Snell;5;Sandy Alcantara;0,9066
Duke Snider;1;Al Rosen;0,9057
Duke Snider;2;Lou Boudreau;0,8626
Duke Snider;3;Kevin Mitchell;0,8245
Duke Snider;4;Roger Maris;0,8018
Duke Snider;5;Stan Musial;0,7471
J. T. Snow;1;Kenny Lofton;0,9879
J. T. Snow;2;Steve Finley;0,9798
J. T. Snow;3;Mike Mussina;0,9706
J. T. Snow;4;George Scott;0,954
J. T. Snow;5;Mike Cameron;0,9401
Cory Snyder;1;Dan Meyer;1,0
Cory Snyder;2;Claudell Washington;1,0
Cory Snyder;3;Bo Diaz;1,0
Cory Snyder;4;Buzz Capra;1,0
Cory Snyder;5;Kal Daniels;1,0
Frank Snyder;1;Tommy Leach;1,0
Frank Snyder;2;Charlie Keller;1,0
Frank Snyder;3;Ray Kremer;1,0
Frank Snyder;4;Elmer Riddle;1,0
Frank Snyder;5;Ken Keltner;1,0
Eric Soderholm;1;Clyde Wright;1,0
Eric Soderholm;2;Gil Meche;1,0
Eric Soderholm;3;Alex Johnson;1,0
Eric Soderholm;4;Storm Davis;1,0
Eric Soderholm;5;Kevin Elster;1,0
Donovan Solano;1;Edgardo Alfonzo;1,0
Donovan Solano;2;Eric Young;1,0
Donovan Solano;3;Dickie Thon;1,0
Donovan Solano;4;Cedric Mullins;1,0
Donovan Solano;5;Matt Nokes;1,0
Jorge Soler;1;Steve Pearce;1,0
Jorge Soler;2;Steve Yeager;0,9957
Jorge Soler;3;Pat Borders;0,9957
