Angel Berroa;3;Jose Valentin;1,0
Angel Berroa;4;Julio Lugo;1,0
Angel Berroa;5;Carlos Guillen;1,0
Jon Berti;1;Francisco Lindor;1,0
Jon Berti;2;Dansby Swanson;1,0
Jon Berti;3;Carlos Correa;1,0
Jon Berti;4;Trea Turner;1,0
Jon Berti;5;Miguel Rojas;1,0
Yuniesky Betancourt;1;Derek Jeter;1,0
Yuniesky Betancourt;2;Miguel Tejada;1,0
Yuniesky Betancourt;3;Jimmy Rollins;1,0
Yuniesky Betancourt;4;Alex Rodriguez;1,0
Yuniesky Betancourt;5;Orlando Cabrera;1,0
Mookie Betts;1;Francisco Lindor;1,0
Mookie Betts;2;Dansby Swanson;1,0
Mookie Betts;3;Carlos Correa;1,0
Mookie Betts;4;Trea Turner;1,0
Mookie Betts;5;Miguel Rojas;1,0
Buddy Biancalana;1;Rafael Ramirez;1,0
Buddy Biancalana;2;Bill Almon;1,0
Buddy Biancalana;3;Hubie Brooks;1,0
Buddy Biancalana;4;U. L. Washington;1,0
Buddy Biancalana;5;Howard Johnson;1,0
Bo Bichette;1;Willy Adames;1,0
Bo Bichette;2;CJ Abrams;1,0
Bo Bichette;3;Fernando Tatis;1,0
Bo Bichette;4;Luis Urias;1,0
Bo Bichette;5;Anthony Volpe;1,0
Brian Bixler;1;Edgar Renteria;1,0
Brian Bixler;2;Rafael Furcal;1,0
Brian Bixler;3;Jose Valentin;1,0
Brian Bixler;4;Julio Lugo;1,0
Brian Bixler;5;Carlos Guillen;1,0
Lena Blackburne;1;Roger Peckinpaugh;1,0
Lena Blackburne;2;Mickey Doolin;1,0
Lena Blackburne;3;George McBride;1,0
Lena Blackburne;4;Art Fletcher;1,0
Lena Blackburne;5;Ivy Olson;1,0
Larvell Blanks;1;Bert Campaneris;1,0
Larvell Blanks;2;Don Kessinger;1,0
Larvell Blanks;3;Bill Russell;1,0
Larvell Blanks;4;Freddie Patek;1,0
Larvell Blanks;5;Toby Harrah;1,0
Jeff Blauser;1;Tony Phillips;1,0
Jeff Blauser;2;Shawon Dunston;1,0
Jeff Blauser;3;Walt Weiss;1,0
Jeff Blauser;4;Mariano Duncan;1,0
Jeff Blauser;5;Travis Fryman;1,0
Xander Bogaerts;1;Elvis Andrus;1,0
Xander Bogaerts;2;Jose Reyes;1,0
Xander Bogaerts;3;Asdrubal Cabrera;1,0
Xander Bogaerts;4;Brandon Crawford;1,0
Xander Bogaerts;5;Marcus Semien;1,0
Tim Bogar;1;Omar Vizquel;1,0
Tim Bogar;2;Barry Larkin;1,0
Tim Bogar;3;Royce Clayton;1,0
Tim Bogar;4;Jay Bell;1,0
Tim Bogar;5;Tony Fernandez;1,0
Joe Boley;1;Rabbit Maranville;1,0
Joe Boley;2;Dave Bancroft;1,0
Joe Boley;3;Joe Sewell;1,0
Joe Boley;4;Travis Jackson;1,0
Joe Boley;5;Wally Gerber;1,0
Milt Bolling;1;Al Dark;1,0
Milt Bolling;2;Granny Hamner;1,0
Milt Bolling;3;Daryl Spencer;1,0
Milt Bolling;4;Roy Smalley;1,0
Milt Bolling;5;Don Buddin;1,0
Ted Bond;1;Luke Appling;1,0
Ted Bond;2;Dick Bartell;1,0
Ted Bond;3;Joe Cronin;1,0
Ted Bond;4;Arky Vaughan;1,0
Ted Bond;5;Frankie Crosetti;1,0
Mike Bordick;1;Omar Vizquel;1,0
Mike Bordick;2;Barry Larkin;1,0
Mike Bordick;3;Royce Clayton;1,0
Mike Bordick;4;Jay Bell;1,0
Mike Bordick;5;Tony Fernandez;1,0
Lou Boudreau;1;Eddie Miller;1,0
Lou Boudreau;2;Luis Aparicio;0,6667
Lou Boudreau;3;Ozzie Smith;0,6667
Lou Boudreau;4;Cal Ripken;0,6667
