341370;Geronimo Berroa;17;5,5;1;2,5;1;1,0285
341378;Damon Berryhill;16,5;2,5;0,5;1,75;1,25;0,361
341385;Quintin Berry;4,33333333333333;0,833333333333333;0;0;0,333333333333333;0,5
341386;Sean Berry;1,5;0;0;0;0;0
341393;Jon Berti;6,6;1,2;0;0;0,6;0,4446
341400;Don Bessent;1,5;0,5;0;0,5;0,5;0,5835
341405;Dellin Betances;0;0;0;0;0;NULL
341406;Rafael Betancourt;0;0;0;0;0;NULL
341407;Yuniesky Betancourt;21;6,5;0,5;3;0,5;0,8175
341409;Wilson Betemit;3,8;1;0,2;0,2;0,4;0,65
341410;Christian Bethancourt;2,5;0;0;0;0;0
341420;Mookie Betts;17,2857142857143;4,38095238095238;0,380952380952381;2;2,38095238095238;0,775095238095238
341422;Kurt Bevacqua;9,5;3,5;1;2;0,5;0,6635
341424;Bill Bevens;4;0;0;0;0;0
341433;Joe Biagini;0;0;0;0;0;NULL
341434;Buddy Biancalana;12,3333333333333;3;0;1;2;0,418
341438;Rainey Bibbs;17;4;0;1;1;0,513
341439;Jim Bibby;2;0;0;0;0,5;0
341440;Tanner Bibee;0;0;0;0;0;NULL
341442;Bo Bichette;11,25;3,5;0,25;1,75;1,5;0,6935
341443;Dante Bichette;17;10;1;3;1;1,552
341445;Phil Bickford;0;0;0;0;0;NULL
341446;Vern Bickford;0;0;0;0;0;NULL
341452;Shane Bieber;0;0;0;0;0;NULL
341455;Mike Bielecki;1,5;0,25;0;0,5;0;0,2
341462;Carson Bigbee;3;1;0;1;0;1
341467;Cavan Biggio;8;1;0;0;0;0,3125
341468;Craig Biggio;18,5555555555556;4,33333333333333;0,222222222222222;1,22222222222222;1,44444444444444;0,585444444444444
341479;Chad Billingsley;1,25;0;0;0;0;0
341482;Jack Billingham;2,4;0;0;0;0;0
341494;Doug Bird;0;0;0;0;0;NULL
341497;Greg Bird;11;2,75;0,75;1,5;3;0,83825
341520;Max Bishop;22;4;0;0,333333333333333;4;0,498
341523;John Bissant;6;1;0;0;0;0,333
341534;Ty Blach;0;0;0;0;0;NULL
341541;Buddy Black;0,333333333333333;0;0;0;0;0
341543;Charlie Blackmon;6,33333333333333;0,666666666666667;0;0,666666666666667;0,333333333333333;0,333333333333333
341550;Ewell Blackwell;1;0;0;0;0;0
341559;Joe Black;3,33333333333333;0;0;0;0,333333333333333;0,0715
341562;Nick Blackburn;0;0;0;0;0;NULL
341563;Paul Blackburn;0;0;0;0;0;NULL
341570;Ray Blades;4;0,333333333333333;0;0;0,666666666666667;0,128
341580;Clarence Blair;1;0;0;0;0;0
341581;Garnett Blair;2;1;0;0;0;1
341583;Paul Blair;11,2307692307692;2,92307692307692;0,230769230769231;1,15384615384615;0,923076923076923;0,673846153846154
341585;Willie Blair;0;0;0;0;0;NULL
341587;Casey Blake;17,1666666666667;4;0,333333333333333;1,66666666666667;0,833333333333333;0,561666666666667
341589;Frank Blake;8;0;0;0;0;0
341592;Sheriff Blake;1;1;0;0;0;2
341598;Carlos Blanco;4;1;0;0;0;0,5
341601;Dairon Blanco;0;0;0;0;0;NULL
341603;Gregor Blanco;14,8888888888889;2,66666666666667;0,222222222222222;1,22222222222222;2;0,478666666666667
341604;Henry Blanco;5;1;0,333333333333333;0,666666666666667;0;0,402666666666667
341605;Heberto Blanco;4;2;0;0;0;1
341606;Johnny Blanchard;5,8;2;0,4;1;0,4;0,6882
341608;Ronel Blanco;0;0;0;0;0;NULL
341622;Lance Blankenship;3,2;0,8;0;0;0,6;0,535333333333333
341627;Joe Blanton;1,27272727272727;0,0909090909090909;0,0909090909090909;0,0909090909090909;0;0,238142857142857
341629;Don Blasingame;7;1;0;0;0;0,286
341631;Steve Blass;4,66666666666667;0;0;0;0;0
341636;Jeff Blauser;12,9230769230769;2,69230769230769;0,384615384615385;1,23076923076923;1,76923076923077;0,477153846153846
341647;Curt Blefary;7;0,5;0;0;1;0,1385
341649;Richard Bleier;0;0;0;0;0;NULL
341654;Jerry Blevins;0;0;0;0;0;NULL
341657;Ned Bligh;3;0;0;0;0;0
341664;Cy Block;0;0;0;0;0;NULL
341670;Jimmy Bloodworth;0;0;0;0;0;NULL
341672;Willie Bloomquist;22;7;0;1;1;0,666
341676;Mike Blowers;13,6666666666667;2,66666666666667;0,333333333333333;1;1;0,487666666666667
341679;Ossie Bluege;20;4;0;1,66666666666667;1,33333333333333;0,481
341683;Vida Blue;1,625;0;0;0;0,25;0,1334
341687;Geoff Blum;3;0,5;0,25;0,5;1;1,41675
341688;Bert Blyleven;1,4;0,2;0;0;0;0,222333333333333
341696;Willie Bobo;25;9;0;3;3;0,829
341701;Doug Bochtler;0;0;0;0;0;NULL
341702;Bruce Bochy;1;0,5;0;0;0;1
341707;Mike Boddicker;0,75;0;0;0,25;0;0
341713;Brian Boehringer;0;0;0;0;0;NULL
341717;Xander Bogaerts;14;3,21428571428571;0,428571428571429;1,5;1,5;0,831769230769231
341719;Tim Bogar;4;3;0;1;1;1,8
341723;Mitchell Boggs;0;0;0;0;0;NULL
341726;Wade Boggs;17,1111111111111;4,66666666666667;0,222222222222222;1,77777777777778;1,77777777777778;0,715666666666667
341731;Alec Bohm;14,3333333333333;3,22222222222222;0,222222222222222;1,55555555555556;1,88888888888889;0,673444444444444
341751;Joe Boley;13;2;0;0,666666666666667;0;0,220333333333333
